Name,AvgCountLine,AvgCountLineBlank,AvgCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgEssential,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,MaxCyclomatic,MaxInheritanceTree,PercentLackOfCohesion,RatioCommentToCode,CountInputMin,CountInputMean,CountInputMax,CountOutputMin,CountOutputMean,CountOutputMax,CountPathMin,"CountPathMean-divided-by-1,000","CountPathMax-divided-by-1,000,000",MaxNestingMin,MaxNestingMean,MaxNestingMax,Bugs
CreateTableHook.java,78.0,9.0,8.0,14.0,12.0,7.0,1.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,2.5,0.0,0.22,1.0,5.5,11.0,6.0,15.75,27.0,2.0,0.0,0.0,1.0,2.5,4.0,0.0
CreateTableLikeDesc.java,5.0,0.0,1.0,1.0,1.0,1.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,88.0,0.44,1.0,2.1739130434782608,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CreateTableMessage.java,5.0,0.0,0.0,2.0,2.0,1.0,1.0,8.0,0.5,1.0,0.0,0.0,0.0,1.0,2.0,2.5,39.25,1.92,1.0,1.9655172413793105,5.0,1.0,1.4827586206896552,5.0,0.0,0.0,0.0,0.0,0.2068965517241379,1.0,0.0
CreateTableMessage.java,5.0,0.0,0.0,2.0,2.0,1.0,1.0,8.0,0.5,1.0,0.0,0.0,0.0,1.0,2.0,2.5,39.25,1.69,1.0,1.9655172413793105,5.0,1.0,1.4827586206896552,5.0,0.0,0.0,0.0,0.0,0.2068965517241379,1.0,0.0
CreateTableReplicationTask.java,12.0,0.0,0.0,1.0,1.0,1.0,1.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,25.0,0.32,0.0,3.25,5.0,1.0,9.5,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CreateViewDesc.java,5.0,0.0,1.0,1.0,1.0,1.0,2.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,92.0,0.33,1.0,3.071428571428572,12.0,1.0,1.0952380952380951,3.0,1.0,0.0,0.0,0.0,0.0238095238095238,1.0,0.0
Credentials.java,3.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.5,25.0,0.94,0.0,2.6296296296296298,6.0,0.0,2.7777777777777777,11.0,0.0,0.0,0.0,0.0,0.2962962962962963,3.0,0.0
CrossMapEqualComparer.java,38.0,2.0,0.0,7.0,7.0,7.0,1.2,7.4,0.0,1.0,0.0,0.0,0.0,0.0,7.0,1.2,0.0,0.53,3.0,4.5,5.0,6.0,10.333333333333334,15.0,1.0,0.0,0.0,0.0,0.5,3.0,0.0
CrossProductCheck.java,13.0,1.0,0.0,3.0,3.0,1.0,2.5,20.166666666666668,0.0,5.0,0.0,6.0,7.0,0.0,7.0,1.0,5.666666666666667,0.18,1.0,3.2,7.0,1.0,6.95,13.0,1.0,0.0,0.0,0.0,1.4,3.0,0.0
CryptoProcessor.java,13.0,2.0,2.0,2.0,2.0,2.0,2.0,20.0,0.0,1.0,0.0,0.0,6.0,0.0,7.0,1.0,76.0,0.36,0.0,4.125,7.0,0.0,4.0,10.0,1.0,0.0,0.0,0.0,0.625,2.0,0.0
CuckooSetBytes.java,32.0,2.0,15.0,4.0,3.0,3.0,1.0,5.0,0.0,1.0,2.0,0.0,8.0,0.0,15.0,1.0,77.0,1.02,3.0,6.545454545454546,10.0,1.0,3.363636363636364,7.0,1.0,0.0,0.0,0.0,0.8181818181818182,3.0,0.0
CuckooSetDouble.java,6.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,25.0,1.94,3.0,4.0,5.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0
CuckooSetLong.java,21.0,2.0,6.0,4.0,4.0,3.0,1.0,4.0,0.0,1.0,0.0,0.0,6.0,0.0,9.0,1.0,67.0,0.56,3.0,6.333333333333333,11.0,1.0,3.6666666666666665,8.0,1.0,0.0,0.0,0.0,1.2222222222222223,3.0,0.0
CuratorFrameworkSingleton.java,11.0,1.0,0.0,2.0,2.0,1.0,1.0,6.5,0.0,2.0,2.0,0.0,0.0,0.0,3.0,1.5,12.5,0.38,0.0,4.0,8.0,1.0,5.666666666666667,13.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0
CurrentNotificationEventId.java,7.0,0.0,1.0,2.0,2.0,1.0,2.2,9.4,0.0,6.0,3.0,1.0,2.0,0.0,5.0,1.4,14.2,0.1,0.0,2.5,9.0,1.0,2.4545454545454546,12.0,0.0,0.0,0.0,0.0,0.5,3.0,0.0
CustomAuthenticationProviderImpl.java,9.0,0.0,0.0,2.0,2.0,1.0,2.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.88,3.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CustomConfigManager.java,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,25.0,2.8,0.0,1.6666666666666667,4.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0
CustomConfigManagerFactory.java,5.0,0.0,0.0,1.0,1.0,1.0,1.5,2.5,0.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,25.0,0.81,0.0,2.0,4.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0
CustomEdgeConfiguration.java,8.0,1.0,0.0,2.0,2.0,1.0,2.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,39.0,0.28,3.0,4.5,6.0,1.0,4.25,8.0,1.0,0.0,0.0,0.0,0.75,2.0,0.0
CustomNonSettableListObjectInspector1.java,3.0,0.0,0.0,1.0,1.0,1.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,63.0,0.64,0.0,0.6666666666666666,2.0,1.0,1.1666666666666667,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CustomNonSettableStructObjectInspector1.java,4.0,0.0,0.0,1.0,1.0,1.0,1.5,7.0,0.0,2.0,0.0,0.0,0.0,4.0,2.0,1.5,68.0,0.25,0.0,1.1666666666666667,4.0,1.0,1.5,5.0,1.0,0.0,0.0,0.0,0.0833333333333333,1.0,0.0
CustomNonSettableUnionObjectInspector1.java,4.0,0.0,1.0,1.0,1.0,1.0,2.0,3.5,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,55.5,0.39,0.0,0.8888888888888888,2.0,1.0,1.2222222222222223,2.0,1.0,0.0,0.0,0.0,0.2222222222222222,1.0,0.0
CustomPartitionEdge.java,7.0,0.0,0.0,2.0,2.0,1.0,1.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,50.0,0.28,1.0,2.142857142857143,4.0,2.0,3.571428571428572,10.0,1.0,0.0,0.0,0.0,0.4285714285714285,1.0,0.0
CustomPartitionVertex.java,30.0,3.0,3.0,4.0,4.0,1.0,1.3333333333333333,28.33333333333333,0.0,2.0,0.0,1.0,6.0,0.0,14.0,1.3333333333333333,27.0,0.18,0.0,5.571428571428571,17.0,0.0,12.428571428571429,44.0,1.0,0.0,0.0,0.0,1.4285714285714286,4.0,0.0
CustomQueryFilterFactory.java,13.0,1.0,1.0,3.0,3.0,2.0,2.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.57,2.0,3.5,5.0,4.0,4.0,4.0,2.0,0.0,0.0,1.0,2.0,3.0,0.0
CustomSerDe1.java,11.0,1.0,2.0,2.0,2.0,1.0,1.0,22.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,72.0,0.39,0.0,2.0,10.0,1.0,3.333333333333333,15.0,1.0,0.0,0.0,0.0,0.3333333333333333,2.0,0.0
CustomSerDe2.java,11.0,1.0,2.0,2.0,2.0,1.0,1.0,21.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,72.0,0.38,0.0,2.0,10.0,1.0,3.333333333333333,15.0,1.0,0.0,0.0,0.0,0.3333333333333333,2.0,0.0
CustomSerDe3.java,42.0,3.0,10.0,5.0,5.0,1.0,1.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.61,10.0,10.0,10.0,16.0,16.0,16.0,6.0,0.0,0.0,2.0,2.0,2.0,0.0
CustomSerDe4.java,47.0,4.0,9.0,6.0,6.0,1.0,1.0,15.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.53,12.0,12.0,12.0,15.0,15.0,15.0,8.0,0.0,0.0,2.0,2.0,2.0,0.0
CustomSerDe5.java,46.0,3.0,9.0,6.0,6.0,1.0,1.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.53,12.0,12.0,12.0,15.0,15.0,15.0,8.0,0.0,0.0,2.0,2.0,2.0,0.0
CustomTextSerDe.java,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CustomTextStorageFormatDescriptor.java,4.0,0.0,0.0,1.0,1.0,1.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.06,0.0,0.5,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CustomVertexConfiguration.java,4.0,0.0,0.0,1.0,1.0,1.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,56.0,0.54,2.0,3.1666666666666665,9.0,1.0,2.333333333333333,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
DAGSummary.java,12.0,1.0,2.0,2.0,2.0,1.0,2.0,31.0,0.0,1.0,0.0,1.0,11.0,0.0,5.0,1.0,86.0,0.27,3.0,5.083333333333333,13.0,1.0,4.583333333333333,11.0,1.0,0.0,0.0,0.0,0.5833333333333334,2.0,0.0
DBTokenStore.java,11.0,0.0,0.0,2.0,2.0,1.0,1.3333333333333333,15.333333333333334,0.0,1.0,0.0,0.0,1.0,0.0,8.0,1.6666666666666667,27.33333333333333,0.12,0.0,4.125,26.0,0.0,6.3125,26.0,1.0,0.0,0.0,0.0,0.8125,2.0,0.0
DDLDesc.java,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.5,23.5,1.0,0.0,0.0,0.0,0.0,0.0,1.5,42.5,4.2,1.0,3.111111111111111,9.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
DDLSemanticAnalyzer.java,29.0,2.0,4.0,5.0,4.0,1.0,1.0,94.0,0.0,2.0,10.0,1.0,98.0,0.0,89.0,1.5,47.0,0.17,1.0,8.376146788990825,94.0,1.0,14.513761467889909,86.0,1.0,2.0,0.0,0.0,1.4770642201834865,8.0,0.0
DDLTask.java,41.0,3.0,6.0,6.0,6.0,2.0,1.3333333333333333,90.66666666666669,0.0,3.0,12.0,7.0,90.0,0.0,65.0,2.0,32.333333333333336,0.2,0.0,6.709090909090909,36.0,1.0,15.8,121.0,1.0,11.0,1.0,0.0,1.7363636363636363,8.0,0.0
DDLWork.java,6.0,0.0,2.0,1.0,1.0,1.0,2.0,53.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,98.0,0.54,1.0,2.409090909090909,9.0,0.0,1.4545454545454546,46.0,1.0,0.0,0.0,0.0,0.0454545454545454,4.0,0.0
DaemonId.java,5.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,60.0,0.52,1.0,3.75,5.0,1.0,1.25,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
DagUtils.java,25.0,2.0,5.0,3.0,3.0,2.0,1.0,66.5,0.0,2.0,9.0,2.0,20.0,0.0,11.0,1.5,49.0,0.3,1.0,6.933333333333334,15.0,0.0,8.844444444444445,48.0,1.0,0.0,0.0,0.0,1.0888888888888888,4.0,0.0
DataBuilder.java,7.0,0.0,1.0,2.0,2.0,1.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,40.0,0.71,6.0,6.5,8.0,1.0,2.75,7.0,1.0,0.0,0.0,0.0,0.75,1.0,0.0
DataCache.java,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,4.88,1.0,3.6666666666666665,9.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DataCorruptErrorHeuristic.java,16.0,2.0,1.0,2.0,2.0,1.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.83,0.0,1.5,3.0,11.0,14.0,17.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0
DataInputByteBuffer.java,5.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,2.0,40.0,0.24,1.0,2.5,8.0,1.0,2.3,6.0,1.0,0.0,0.0,0.0,0.3,1.0,0.0
DataInputInputStream.java,6.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,33.0,0.72,1.0,2.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0
DataOperationType.java,6.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,7.0,0.0,0.0,0.35,7.0,9.75,11.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.75,1.0,0.0
DataOutputOutputStream.java,4.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,33.0,0.85,2.0,2.5,3.0,1.0,1.5,2.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0
DataReadMethod.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DataReaderMaster.java,15.0,3.0,2.0,2.0,2.0,1.0,1.0,17.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.58,1.0,1.5,2.0,6.0,7.5,9.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0
DataReaderSlave.java,24.0,3.0,0.0,3.0,3.0,1.0,1.0,14.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.49,5.0,5.0,5.0,16.0,16.0,16.0,3.0,0.0,0.0,2.0,2.0,2.0,0.0
DataTransferFactory.java,16.0,0.0,12.0,1.0,1.0,1.0,1.0,11.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,2.88,3.0,3.8333333333333335,6.0,2.0,2.333333333333333,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
DataType.java,44.0,4.0,3.0,13.0,9.0,13.0,1.0,20.0,0.0,1.0,4.0,0.0,1.0,0.0,28.0,1.0,0.0,0.2,2.0,6.166666666666667,30.0,1.0,7.888888888888889,27.0,1.0,0.0,0.0,0.0,1.1111111111111112,6.0,0.0
DataWritableReadSupport.java,26.0,1.0,7.0,4.0,4.0,2.0,1.0,24.5,0.0,1.0,11.0,0.0,6.0,0.0,8.0,1.5,42.5,0.41,0.0,3.888888888888889,11.0,2.0,8.61111111111111,21.0,1.0,0.0,0.0,0.0,1.6111111111111112,6.0,0.0
DataWritableRecordConverter.java,4.0,0.0,0.0,1.0,1.0,1.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.72,1.0,1.0,1.0,1.0,1.5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
DataWritableWriteSupport.java,4.0,0.0,0.0,1.0,1.0,1.0,1.0,10.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,60.0,0.56,2.0,2.6,4.0,1.0,2.2,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
DataWritableWriter.java,8.0,1.0,1.0,2.0,2.0,1.0,1.9047619047619049,8.571428571428571,0.0952380952380952,21.0,0.0,1.0,4.0,0.0,18.0,1.0952380952380951,8.095238095238095,0.11,0.0,4.349206349206349,25.0,0.0,4.523809523809524,24.0,0.0,0.0,0.0,0.0,0.365079365079365,4.0,0.0
DataWriterMaster.java,17.0,2.0,2.0,2.0,2.0,1.0,1.0,20.0,0.0,1.0,3.0,0.0,2.0,0.0,3.0,1.0,0.0,0.39,2.0,3.333333333333333,4.0,6.0,9.0,15.0,1.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0
DataWriterSlave.java,7.0,1.0,0.0,1.0,1.0,1.0,1.5,10.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,1.0,25.0,0.36,0.0,1.75,3.0,0.0,3.75,6.0,1.0,0.0,0.0,0.0,0.25,1.0,0.0
Database.java,13.0,1.0,1.0,3.0,3.0,2.0,1.3928571428571428,7.178571428571429,0.0892857142857142,6.0,3.0,1.0,2.0,0.0,23.0,1.8214285714285716,33.80357142857143,0.07,0.0,3.2992700729927007,74.0,0.0,3.44647201946472,38.0,0.0,0.0,0.0,0.0,0.3832116788321167,5.0,0.0
DatabaseAccessor.java,0.0,0.0,0.0,0.0,0.0,0.0,1.25,10.25,0.25,1.0,0.0,3.0,0.0,0.0,0.0,1.25,16.0,1.4,0.0,3.9,16.0,1.0,6.3,16.0,0.0,0.0,0.0,0.0,0.5333333333333333,2.0,0.0
DatabaseAccessorFactory.java,7.0,1.0,0.0,1.0,1.0,1.0,1.0,6.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.71,3.0,9.0,15.0,2.0,3.5,5.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0
DatabaseConnection.java,11.0,1.0,1.0,2.0,2.0,1.0,1.0,7.166666666666667,0.0,5.0,0.0,10.0,0.0,0.0,14.0,1.1666666666666667,42.66666666666666,0.13,0.0,5.290322580645161,26.0,1.0,4.225806451612903,34.0,1.0,0.0,0.0,0.0,0.7741935483870968,3.0,0.0
DatabaseConnections.java,5.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,21.0,0.48,2.0,4.75,11.0,1.0,2.125,3.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0
DatabaseDesc.java,3.0,0.0,0.0,1.0,1.0,1.0,1.8888888888888888,3.555555555555556,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,55.22222222222222,1.31,1.0,2.507692307692308,10.0,0.0,1.123076923076923,5.0,0.0,0.0,0.0,0.0,0.0461538461538461,2.0,0.0
DatabaseProduct.java,7.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,0.74,2.0,5.142857142857143,9.0,1.0,3.7142857142857135,6.0,1.0,0.0,0.0,0.0,0.5714285714285714,2.0,0.0
DatabaseType.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,3.0,3.5,4.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Date.java,7.0,0.0,1.0,2.0,2.0,1.0,1.3089430894308942,8.138211382113822,0.2601626016260163,6.0,3.0,1.0,2.0,0.0,5.0,2.089430894308943,21.6260162601626,0.1,0.0,4.109256449165402,29.0,0.0,3.96206373292868,31.0,0.0,0.0,0.0,0.0,0.5356600910470409,5.0,0.0
DateColSubtractDateColumn.java,20.0,2.0,2.0,3.0,3.0,1.0,1.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,2.0,67.0,0.27,0.0,4.2,16.0,1.0,3.8,9.0,1.0,0.0,0.0,0.0,0.6,3.0,0.0
DateColSubtractDateScalar.java,15.0,1.0,1.0,2.0,2.0,1.0,1.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,2.0,66.0,0.22,0.0,4.4,16.0,1.0,4.0,10.0,1.0,0.0,0.0,0.0,0.6,3.0,0.0
DateColumnStatsData.java,11.0,1.0,1.0,3.0,3.0,2.0,2.2,10.4,0.0,6.0,3.0,1.0,2.0,0.0,17.0,1.4,15.4,0.07,0.0,4.826923076923077,13.0,1.0,3.3653846153846154,20.0,1.0,0.0,0.0,0.0,0.5192307692307693,3.0,0.0
DateObjectInspector.java,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.8,0.6,1.0,0.0,2.0,0.0,0.0,0.0,3.4,6.6,2.5,0.0,2.4761904761904763,18.0,1.0,1.761904761904762,4.0,0.0,0.0,0.0,0.0,0.238095238095238,1.0,0.0
DateParser.java,7.0,0.0,0.0,2.0,2.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,41.5,0.75,0.0,4.166666666666667,13.0,1.0,3.0,5.0,1.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0
DateScalarSubtractDateColumn.java,15.0,1.0,1.0,2.0,2.0,1.0,1.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,2.0,66.0,0.27,0.0,4.4,16.0,1.0,4.0,10.0,1.0,0.0,0.0,0.0,0.6,3.0,0.0
DateTimeMath.java,9.0,1.0,1.0,2.0,2.0,1.0,1.0,6.666666666666667,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,31.33333333333333,0.17,0.0,4.068181818181818,11.0,1.0,3.75,9.0,1.0,0.0,0.0,0.0,0.8181818181818182,1.0,0.0
DateUtils.java,8.0,0.0,2.0,2.0,2.0,1.0,1.0,3.5,0.0,2.0,3.0,0.0,0.0,1.0,3.0,1.5,0.0,0.79,0.0,3.75,6.0,1.0,1.75,3.0,1.0,0.0,0.0,0.0,0.5,2.0,0.0
DateWritable.java,6.0,0.0,1.0,1.0,1.0,1.0,1.2857142857142858,8.428571428571429,0.0,4.0,5.0,0.0,0.0,3.0,3.0,1.4285714285714286,21.571428571428573,0.52,0.0,6.405405405405405,26.0,1.0,4.45945945945946,16.0,1.0,0.0,0.0,0.0,0.2972972972972973,3.0,0.0
DbLockManager.java,11.0,0.0,2.0,2.0,2.0,1.0,1.5,25.0,0.0,2.0,0.0,6.0,2.0,0.0,18.0,1.5,69.0,0.26,0.0,4.5,30.0,0.0,3.909090909090909,37.0,1.0,0.0,0.0,0.0,0.7272727272727273,5.0,0.0
DbNotificationListener.java,10.0,0.0,2.0,1.0,1.0,1.0,1.5,18.0,0.0,6.0,0.0,4.0,4.0,0.0,3.0,1.4,36.4,0.29,0.0,4.765432098765432,22.0,0.0,10.567901234567902,41.0,1.0,0.0,0.0,0.0,0.419753086419753,2.0,1.0
DbTxnManager.java,17.0,1.0,2.0,3.0,3.0,1.0,1.125,21.125,0.0,5.0,2.0,8.0,6.0,1.0,25.0,1.625,34.625,0.22,0.0,6.785714285714286,47.0,1.0,10.276785714285714,47.0,1.0,0.0,0.0,0.0,0.4553571428571428,4.0,0.0
Deadline.java,9.0,0.0,2.0,2.0,2.0,1.0,1.0,5.0,0.0,2.0,10.0,1.0,5.0,1.0,4.0,1.6,30.0,0.59,0.0,4.764705882352941,13.0,1.0,3.4705882352941178,9.0,1.0,0.0,0.0,0.0,0.7647058823529411,3.0,0.0
DeadlineException.java,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DebugUtils.java,10.0,0.0,0.0,4.0,4.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,1.62,10.0,10.0,10.0,3.0,3.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0
Decimal.java,8.0,0.0,1.0,2.0,2.0,1.0,1.3714285714285714,9.01904761904762,0.238095238095238,6.0,3.0,1.0,2.0,0.0,8.0,2.1333333333333333,25.88571428571429,0.08,0.0,5.008962868117798,115.0,0.0,3.857234314980794,40.0,0.0,640.0,1000.0,0.0,0.6274007682458387,6.0,0.0
Decimal128.java,21.0,1.0,11.0,2.0,2.0,1.0,1.3333333333333333,9.666666666666666,0.0,1.0,7.0,0.0,1.0,0.0,22.0,1.3333333333333333,55.0,1.24,0.0,3.6403508771929824,19.0,0.0,4.271929824561403,14.0,1.0,0.0,0.0,0.0,0.4649122807017544,4.0,0.0
Decimal128FastBuffer.java,8.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,33.0,0.87,2.0,2.5,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
DecimalColumnInList.java,14.0,1.0,1.0,4.0,4.0,1.0,2.0,10.5,0.0,1.0,0.0,0.0,0.0,0.0,23.0,2.0,63.0,0.3,0.0,3.1666666666666665,17.0,1.0,2.25,8.0,1.0,0.0,0.0,0.0,0.75,5.0,0.0
DecimalColumnStatsAggregator.java,64.0,1.0,7.0,9.0,9.0,1.0,1.25,6.0,0.0,4.0,0.0,0.0,0.0,0.0,30.0,2.0,0.0,0.18,2.0,3.8,7.0,3.0,14.4,40.0,1.0,1.0,0.0,0.0,1.6,6.0,0.0
DecimalColumnStatsData.java,11.0,1.0,1.0,3.0,3.0,2.0,2.2,10.4,0.0,6.0,3.0,1.0,2.0,0.0,17.0,1.4,15.4,0.07,0.0,6.673076923076923,17.0,1.0,3.3653846153846154,20.0,1.0,0.0,0.0,0.0,0.5192307692307693,3.0,0.0
DecimalColumnStatsMerger.java,27.0,0.0,0.0,4.0,4.0,1.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.53,5.0,5.0,5.0,24.0,24.0,24.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0
DecimalColumnVector.java,9.0,0.0,1.0,2.0,2.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,39.0,0.3,0.0,6.5,13.0,0.0,4.6,18.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0
DecimalNumDistinctValueEstimator.java,4.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.94,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
DecimalToStringUnaryUDF.java,11.0,1.0,0.0,2.0,2.0,1.0,1.0,12.0,1.0,1.0,0.0,0.0,0.0,1.0,15.0,2.0,55.0,0.22,0.0,2.333333333333333,12.0,0.0,2.111111111111111,7.0,0.0,0.0,0.0,0.0,0.4444444444444444,4.0,0.0
DecimalTypeInfo.java,5.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,63.0,0.28,0.0,7.916666666666667,60.0,0.0,2.375,6.0,0.0,0.0,0.0,0.0,0.125,1.0,0.0
