key,filename
HIVE-22165,service/src/java/org/apache/hive/service/cli/session/SessionManager.java
HIVE-22207,ql/src/java/org/apache/hadoop/hive/ql/exec/tez/HiveSplitGenerator.java
HIVE-22054,standalone-metastore/metastore-common/src/main/java/org/apache/hadoop/hive/metastore/Warehouse.java
HIVE-22054,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/HiveMetaStore.java
HIVE-21009,service/src/test/resources/creds/test.jceks
HIVE-14557,ql/src/java/org/apache/hadoop/hive/ql/optimizer/physical/PhysicalOptimizer.java
HIVE-14557,ql/src/test/results/clientpositive/runtime_skewjoin_mapjoin_spark.q.out
HIVE-12812,ql/src/java/org/apache/hadoop/hive/ql/parse/MapReduceCompiler.java
HIVE-12812,ql/src/test/queries/clientpositive/skewjoin_union_remove_1.q
HIVE-12812,ql/src/test/queries/clientpositive/skewjoin_union_remove_2.q
HIVE-12812,ql/src/test/queries/clientpositive/union_remove_1.q
HIVE-12812,ql/src/test/queries/clientpositive/union_remove_10.q
HIVE-12812,ql/src/test/queries/clientpositive/union_remove_11.q
HIVE-12812,ql/src/test/queries/clientpositive/union_remove_12.q
HIVE-12812,ql/src/test/queries/clientpositive/union_remove_13.q
HIVE-12812,ql/src/test/queries/clientpositive/union_remove_14.q
HIVE-12812,ql/src/test/queries/clientpositive/union_remove_15.q
HIVE-12812,ql/src/test/queries/clientpositive/union_remove_16.q
HIVE-12812,ql/src/test/queries/clientpositive/union_remove_17.q
HIVE-12812,ql/src/test/queries/clientpositive/union_remove_18.q
HIVE-12812,ql/src/test/queries/clientpositive/union_remove_19.q
HIVE-12812,ql/src/test/queries/clientpositive/union_remove_2.q
HIVE-12812,ql/src/test/queries/clientpositive/union_remove_20.q
HIVE-12812,ql/src/test/queries/clientpositive/union_remove_21.q
HIVE-12812,ql/src/test/queries/clientpositive/union_remove_22.q
HIVE-12812,ql/src/test/queries/clientpositive/union_remove_23.q
HIVE-12812,ql/src/test/queries/clientpositive/union_remove_24.q
HIVE-12812,ql/src/test/queries/clientpositive/union_remove_25.q
HIVE-12812,ql/src/test/queries/clientpositive/union_remove_26.q
HIVE-12812,ql/src/test/queries/clientpositive/union_remove_3.q
HIVE-12812,ql/src/test/queries/clientpositive/union_remove_4.q
HIVE-12812,ql/src/test/queries/clientpositive/union_remove_5.q
HIVE-12812,ql/src/test/queries/clientpositive/union_remove_6.q
HIVE-12812,ql/src/test/queries/clientpositive/union_remove_6_subq.q
HIVE-12812,ql/src/test/queries/clientpositive/union_remove_7.q
HIVE-12812,ql/src/test/queries/clientpositive/union_remove_8.q
HIVE-12812,ql/src/test/queries/clientpositive/union_remove_9.q
HIVE-12812,ql/src/test/queries/clientpositive/union_remove_plan.q
HIVE-19860,serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/ObjectInspectorFactory.java
HIVE-15190,itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/txn/compactor/TestCompactor.java
HIVE-15190,ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcFile.java
HIVE-15190,ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcRawRecordMerger.java
HIVE-15190,ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcRecordUpdater.java
HIVE-15190,ql/src/java/org/apache/hadoop/hive/ql/io/orc/VectorizedOrcAcidRowBatchReader.java
HIVE-15190,ql/src/test/org/apache/hadoop/hive/ql/TestTxnCommands2.java
HIVE-15190,ql/src/test/results/clientpositive/acid_nullscan.q.out
HIVE-15190,ql/src/test/results/clientpositive/acid_table_stats.q.out
HIVE-15190,ql/src/test/results/clientpositive/autoColumnStats_4.q.out
HIVE-15190,ql/src/test/results/clientpositive/llap/acid_bucket_pruning.q.out
HIVE-15190,ql/src/test/results/clientpositive/llap/acid_vectorization_original.q.out
HIVE-15190,ql/src/test/results/clientpositive/llap/default_constraint.q.out
HIVE-15190,ql/src/test/results/clientpositive/llap/dynpart_sort_optimization_acid.q.out
HIVE-15190,ql/src/test/results/clientpositive/llap/insert_values_orig_table_use_metadata.q.out
HIVE-15190,ql/src/test/results/clientpositive/llap/materialized_view_create_rewrite_3.q.out
HIVE-15190,ql/src/test/results/clientpositive/llap/materialized_view_create_rewrite_4.q.out
HIVE-15190,ql/src/test/results/clientpositive/llap/materialized_view_create_rewrite_5.q.out
