key,filename
HIVE-21614,ql/src/test/org/apache/hadoop/hive/metastore/TestTablesListByFilter.java
HIVE-21614,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/DatabaseProduct.java
HIVE-21614,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/parser/ExpressionTree.java
HIVE-21074,ql/src/java/org/apache/hadoop/hive/ql/optimizer/FixedBucketPruningOptimizer.java
HIVE-21074,ql/src/test/queries/clientpositive/bucketpruning1.q
HIVE-21074,ql/src/test/results/clientpositive/llap/bucketpruning1.q.out
HIVE-21074,ql/src/test/results/clientpositive/llap/tez_fixed_bucket_pruning.q.out
HIVE-21075,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/ObjectStore.java
HIVE-25443,ql/src/java/org/apache/hadoop/hive/ql/io/arrow/ArrowColumnarBatchSerDe.java
HIVE-25443,ql/src/java/org/apache/hadoop/hive/ql/io/arrow/Deserializer.java
HIVE-25443,ql/src/test/org/apache/hadoop/hive/ql/io/arrow/TestArrowColumnarBatchSerDe.java
HIVE-22247,hbase-handler/src/java/org/apache/hadoop/hive/hbase/HiveHFileOutputFormat.java
HIVE-18284,itests/src/test/resources/testconfiguration.properties
HIVE-18284,ql/src/java/org/apache/hadoop/hive/ql/optimizer/correlation/ReduceSinkDeDuplicationUtils.java
HIVE-18284,ql/src/test/queries/clientpositive/dynpart_sort_optimization_distribute_by.q
HIVE-18284,ql/src/test/results/clientpositive/llap/dynpart_sort_optimization_distribute_by.q.out
HIVE-18284,ql/src/test/results/clientpositive/tez/dynpart_sort_optimization_distribute_by.q.out
HIVE-21052,common/src/java/org/apache/hadoop/hive/conf/HiveConf.java
HIVE-21052,itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/txn/compactor/TestCompactor.java
HIVE-21052,ql/src/java/org/apache/hadoop/hive/ql/DriverTxnHandler.java
HIVE-21052,ql/src/java/org/apache/hadoop/hive/ql/io/AcidUtils.java
HIVE-21052,ql/src/java/org/apache/hadoop/hive/ql/lockmgr/DbTxnManager.java
HIVE-21052,ql/src/java/org/apache/hadoop/hive/ql/lockmgr/DummyTxnManager.java
HIVE-21052,ql/src/java/org/apache/hadoop/hive/ql/lockmgr/HiveTxnManager.java
HIVE-21052,ql/src/java/org/apache/hadoop/hive/ql/metadata/Hive.java
HIVE-21052,ql/src/java/org/apache/hadoop/hive/ql/txn/compactor/Cleaner.java
HIVE-21052,ql/src/java/org/apache/hadoop/hive/ql/txn/compactor/Initiator.java
HIVE-21052,ql/src/java/org/apache/hadoop/hive/ql/txn/compactor/Worker.java
HIVE-21052,ql/src/test/org/apache/hadoop/hive/ql/TestTxnCommands2.java
HIVE-21052,ql/src/test/org/apache/hadoop/hive/ql/lockmgr/TestDbTxnManager2.java
HIVE-21052,standalone-metastore/metastore-common/src/gen/thrift/gen-cpp/ThriftHiveMetastore.cpp
HIVE-21052,standalone-metastore/metastore-common/src/gen/thrift/gen-cpp/ThriftHiveMetastore.h
HIVE-21052,standalone-metastore/metastore-common/src/gen/thrift/gen-cpp/ThriftHiveMetastore_server.skeleton.cpp
HIVE-21052,standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/ThriftHiveMetastore.java
HIVE-21052,standalone-metastore/metastore-common/src/gen/thrift/gen-php/metastore/ThriftHiveMetastoreClient.php
HIVE-21052,standalone-metastore/metastore-common/src/gen/thrift/gen-php/metastore/ThriftHiveMetastoreIf.php
HIVE-21052,standalone-metastore/metastore-common/src/gen/thrift/gen-php/metastore/ThriftHiveMetastore_get_latest_txnid_in_conflict_args.php
HIVE-21052,standalone-metastore/metastore-common/src/gen/thrift/gen-php/metastore/ThriftHiveMetastore_get_latest_txnid_in_conflict_result.php
HIVE-21052,standalone-metastore/metastore-common/src/gen/thrift/gen-py/hive_metastore/ThriftHiveMetastore-remote
HIVE-21052,standalone-metastore/metastore-common/src/gen/thrift/gen-py/hive_metastore/ThriftHiveMetastore.py
HIVE-21052,standalone-metastore/metastore-common/src/gen/thrift/gen-rb/thrift_hive_metastore.rb
HIVE-21052,standalone-metastore/metastore-common/src/main/java/org/apache/hadoop/hive/metastore/HiveMetaStoreClient.java
HIVE-21052,standalone-metastore/metastore-common/src/main/java/org/apache/hadoop/hive/metastore/IMetaStoreClient.java
HIVE-21052,standalone-metastore/metastore-common/src/main/thrift/hive_metastore.thrift
HIVE-21052,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/HiveMetaStore.java
HIVE-21052,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/txn/CompactionInfo.java
HIVE-21052,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/txn/CompactionTxnHandler.java
HIVE-21052,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/txn/TxnHandler.java
HIVE-21052,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/txn/TxnStore.java
HIVE-21052,standalone-metastore/metastore-server/src/test/java/org/apache/hadoop/hive/metastore/HiveMetaStoreClientPreCatalog.java
