Kind,Name,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxInheritanceTree,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,CountInputMin,CountInputMean,CountInputMax,CountOutputMin,CountOutputMean,CountOutputMax,CountPathMin,CountPathMean,CountPathMax,MaxNestingMin,MaxNestingMean,MaxNestingMax,Bugs
File,SQLStdHiveAuthorizerFactory.java,11.0,0.0,11.0,0.0,1.0,1.0,1.0,1.0,2.0,11.5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,43.0,2.0,24.0,17.0,6.0,17.0,12.0,14.0,13.0,2.0,1.0,1.0,1.0,1.0,0.0,0.71,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
File,SQLStdHiveAuthorizerFactoryForTest.java,11.0,0.0,11.0,0.0,1.0,1.0,1.0,1.0,2.0,12.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,43.0,2.0,24.0,17.0,6.0,17.0,12.0,14.0,13.0,2.0,1.0,1.0,1.0,1.0,0.0,0.71,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
File,SSHCommand.java,5.0,0.0,5.0,0.0,1.0,1.0,1.0,1.0,1.1666666666666667,8.166666666666666,0.5,1.0,0.0,0.0,5.0,5.0,3.0,5.0,0.0,0.0,0.0,5.0,55.0,7.0,30.0,13.0,11.0,18.0,13.0,19.0,10.0,9.0,1.0,1.0,1.0,1.5,35.0,0.6,5.0,5.0,5.0,5.0,1.0,4.458333333333333,14.0,1.0,3.875,18.0,1.0,1.4166666666666667,5.0,0.0,0.2916666666666667,3.0,0.0
File,SSHCommandExecutor.java,10.0,0.0,10.0,1.0,2.0,2.0,3.0,2.0,1.0,10.75,0.25,1.0,0.0,0.0,5.0,5.0,4.0,5.0,1.0,0.0,0.0,4.0,88.0,5.0,61.0,23.0,32.0,23.0,37.0,47.0,22.0,27.0,6.0,6.0,9.0,1.5,18.75,0.38,10.0,10.0,13.0,8.0,1.0,4.3,14.0,1.0,6.8,18.0,1.0,2.0,5.0,0.0,0.7,3.0,0.0
File,SSHExecutionException.java,5.0,0.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,36.0,3.0,15.0,9.0,6.0,18.0,7.0,10.0,7.0,4.0,1.0,1.0,1.0,1.0,0.0,1.2,2.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
File,SSHResult.java,5.0,0.0,5.0,0.0,1.0,1.0,1.0,1.0,1.5,3.0,1.0,1.0,0.0,0.0,3.0,3.0,1.0,3.0,0.0,0.0,0.0,3.0,39.0,2.0,19.0,8.0,7.0,18.0,6.0,10.0,6.0,4.0,1.0,1.0,1.0,1.5,35.5,0.95,3.0,3.0,3.0,3.0,1.0,3.125,8.0,1.0,1.625,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
File,Sample.java,7.0,0.0,7.0,0.0,2.0,2.0,2.0,1.0,1.3225806451612905,9.419354838709678,0.032258064516129,1.0,0.0,0.0,8.0,8.0,4.0,8.0,0.0,0.0,0.0,8.0,95.0,11.0,60.0,22.0,28.0,24.0,26.0,39.0,17.0,22.0,4.0,4.0,6.0,1.870967741935484,30.548387096774192,0.4,13.0,13.0,16.0,11.0,0.0,3.3515625,14.0,0.0,3.1015625,25.0,1.0,81.2578125,9996.0,0.0,0.46875,4.0,0.0
File,SampleHBaseKeyFactory.java,6.0,0.0,6.0,0.0,2.0,2.0,2.0,1.0,1.2857142857142858,13.0,0.1428571428571428,3.0,0.0,2.0,9.0,9.0,4.0,9.0,0.0,1.0,0.0,8.0,116.0,19.0,80.0,45.0,25.0,17.0,42.0,59.0,39.0,25.0,5.0,5.0,5.0,2.2857142857142856,62.285714285714285,0.21,15.0,15.0,15.0,9.0,0.0,2.8095238095238093,7.0,1.0,4.904761904761905,25.0,1.0,477.6190476190476,9996.0,0.0,0.5238095238095238,4.0,0.0
File,SampleHBaseKeyFactory2.java,13.0,0.0,12.0,0.0,3.0,3.0,3.0,1.0,1.3333333333333333,17.0,0.3333333333333333,3.0,0.0,1.0,14.0,14.0,5.0,14.0,0.0,4.0,0.0,10.0,255.0,31.0,207.0,83.0,109.0,17.0,108.0,156.0,76.0,98.0,21.0,21.0,25.0,2.0,78.66666666666667,0.08,44.0,44.0,48.0,19.0,0.0,3.333333333333333,7.0,1.0,6.166666666666667,25.0,1.0,834.6666666666666,9996.0,0.0,0.75,4.0,0.0
File,SampleHBaseKeyFactory3.java,15.0,1.0,14.0,0.0,4.0,4.0,4.0,2.0,1.0,8.0,0.0,2.0,0.0,1.0,5.0,5.0,1.0,5.0,1.0,2.0,0.0,2.0,130.0,15.0,94.0,43.0,47.0,21.0,50.0,74.0,41.0,42.0,13.0,13.0,14.0,3.0,0.0,0.22,19.0,19.0,20.0,9.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
File,SamplePruner.java,15.0,1.0,11.0,3.0,2.0,2.0,2.0,2.0,1.6,11.4,0.0,6.0,5.0,1.0,12.0,9.0,8.0,14.0,0.0,0.0,0.0,14.0,342.0,36.0,208.0,99.0,109.0,100.0,113.0,148.0,80.0,86.0,6.0,6.0,8.0,1.2,0.0,0.48,28.0,28.0,34.0,26.0,0.0,3.5,13.0,1.0,5.166666666666667,17.0,1.0,2.583333333333333,9.0,0.0,0.75,3.0,0.0
File,SampleTezSessionState.java,4.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,11.0,0.0,1.0,0.0,0.0,9.0,9.0,5.0,9.0,0.0,0.0,0.0,9.0,94.0,17.0,55.0,33.0,13.0,22.0,27.0,37.0,25.0,13.0,1.0,1.0,1.0,3.0,76.0,0.4,9.0,9.0,9.0,9.0,1.0,1.125,2.0,1.0,1.625,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
File,SampleURLHook.java,7.0,1.0,6.0,0.0,2.0,2.0,2.0,1.0,2.0,6.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,49.0,9.0,19.0,10.0,5.0,21.0,8.0,12.0,8.0,4.0,2.0,2.0,2.0,1.0,50.0,1.11,3.0,3.0,3.0,2.0,0.0,2.0,4.0,0.0,1.5,3.0,1.0,1.5,2.0,0.0,0.5,1.0,0.0
File,SamplingOptimizer.java,34.0,1.0,32.0,2.0,7.0,7.0,14.0,7.0,2.0,19.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,74.0,5.0,46.0,20.0,23.0,24.0,26.0,35.0,20.0,20.0,7.0,7.0,14.0,1.0,0.0,0.52,7.0,7.0,14.0,7.0,2.0,2.0,2.0,22.0,22.0,22.0,33.0,33.0,33.0,2.0,2.0,2.0,0.0
File,SaslHandler.java,11.0,1.0,10.0,0.0,2.0,2.0,2.0,1.0,2.0,15.0,2.0,1.0,0.0,0.0,10.0,10.0,4.0,10.0,1.0,0.0,7.0,2.0,114.0,19.0,68.0,30.0,30.0,27.0,40.0,51.0,25.0,28.0,5.0,5.0,5.0,2.0,60.0,0.4,10.0,10.0,10.0,5.0,1.0,2.111111111111111,7.0,0.0,2.888888888888889,15.0,0.0,1.3333333333333333,8.0,0.0,0.3333333333333333,2.0,0.0
File,SaslQOP.java,3.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,4.0,5.0,1.0,0.0,0.0,4.0,62.0,9.0,32.0,14.0,12.0,24.0,13.0,20.0,11.0,11.0,3.0,3.0,3.0,0.0,0.0,0.75,5.0,5.0,5.0,3.0,3.0,3.5,4.0,1.0,3.0,5.0,1.0,2.5,4.0,0.0,0.5,1.0,0.0
File,Scheduler.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5384615384615383,13.307692307692308,0.1153846153846153,2.0,0.0,0.0,5.0,7.0,3.0,7.0,5.0,0.0,0.0,2.0,51.0,8.0,14.0,12.0,0.0,32.0,8.0,9.0,9.0,0.0,0.0,0.0,0.0,1.3076923076923077,35.23076923076923,2.29,0.0,0.0,0.0,0.0,0.0,5.359605911330049,26.0,0.0,6.0,34.0,0.0,88.04926108374384,10410.0,0.0,0.8866995073891626,10.0,0.0
File,SchedulerFragmentCompletingListener.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,3.0,3.0,1.0,0.0,0.0,2.0,29.0,5.0,7.0,5.0,0.0,17.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.43,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
File,SchedulerShim.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,9.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,37.0,3.0,7.0,6.0,0.0,27.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,1.5,0.0,3.86,0.0,0.0,0.0,0.0,1.0,2.75,6.0,0.0,4.0,12.0,0.0,3.75,12.0,0.0,0.75,2.0,0.0
File,Schema.java,7.0,0.0,7.0,0.0,2.0,2.0,2.0,1.0,1.4903846153846154,10.423076923076923,0.0769230769230769,1.0,0.0,0.0,6.0,6.0,1.0,6.0,0.0,0.0,0.0,6.0,76.0,10.0,49.0,22.0,20.0,17.0,26.0,39.0,22.0,20.0,3.0,3.0,3.0,1.4134615384615383,23.509615384615383,0.35,10.0,10.0,10.0,6.0,0.0,4.46526508226691,180.0,0.0,4.561243144424132,60.0,0.0,8.426873857404022,3840.0,0.0,0.5484460694698354,5.0,0.0
File,Schema.java,10.0,0.0,9.0,0.0,2.0,2.0,3.0,1.0,1.4903846153846154,10.423076923076923,0.0769230769230769,6.0,3.0,6.0,46.0,45.0,6.0,48.0,1.0,2.0,0.0,45.0,605.0,77.0,502.0,133.0,266.0,32.0,230.0,347.0,127.0,243.0,9.0,8.0,16.0,1.4134615384615383,23.509615384615383,0.06,113.0,108.0,123.0,64.0,0.0,4.46526508226691,180.0,0.0,4.561243144424132,60.0,0.0,8.426873857404022,3840.0,0.0,0.5484460694698354,5.0,0.0
File,SchemaAwareCompressionInputStream.java,3.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,42.0,5.0,9.0,6.0,1.0,28.0,5.0,7.0,6.0,1.0,1.0,1.0,1.0,2.0,0.0,3.11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
File,SchemaAwareCompressionOutputStream.java,3.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,44.0,6.0,9.0,6.0,1.0,29.0,5.0,7.0,6.0,1.0,1.0,1.0,1.0,2.0,0.0,3.22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
File,SchemaDesc.java,3.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,4.0,4.0,1.0,4.0,0.0,0.0,0.0,4.0,46.0,8.0,17.0,9.0,4.0,21.0,7.0,12.0,9.0,3.0,1.0,1.0,1.0,1.0,25.0,1.24,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
File,SchemaEvolution.java,18.0,0.0,14.0,4.0,4.0,3.0,5.0,2.0,1.0,16.5,0.0,1.0,2.0,1.0,18.0,16.0,8.0,18.0,2.0,4.0,0.0,12.0,399.0,28.0,282.0,55.0,187.0,89.0,115.0,172.0,53.0,135.0,29.0,12.0,30.0,1.0,78.0,0.32,77.0,56.0,89.0,36.0,0.0,4.5,22.0,1.0,7.5,43.0,1.0,8.289473684210526,196.0,0.0,0.6842105263157895,4.0,1.0
File,SchemaResolutionProblem.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,2.0,40.0,6.0,36.0,17.0,4.0,5.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
File,SchemaToTypeInfo.java,19.0,2.0,13.0,3.0,3.0,3.0,3.0,2.0,1.0,11.666666666666666,0.0,2.0,10.0,2.0,11.0,1.0,0.0,11.0,0.0,7.0,1.0,3.0,283.0,37.0,174.0,60.0,106.0,72.0,96.0,127.0,56.0,87.0,10.0,10.0,15.0,1.3333333333333333,30.0,0.41,32.0,28.0,37.0,23.0,1.0,6.75,30.0,2.0,7.583333333333333,18.0,1.0,3.0,11.0,0.0,0.5,2.0,0.0
File,Scope.java,4.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.9166666666666667,5.0,0.0,2.0,0.0,0.0,6.0,8.0,11.0,8.0,6.0,0.0,0.0,2.0,74.0,11.0,34.0,15.0,14.0,29.0,20.0,27.0,15.0,14.0,1.0,1.0,1.0,1.0,11.0,0.85,6.0,6.0,6.0,6.0,0.0,6.12280701754386,51.0,0.0,3.719298245614035,16.0,0.0,1.4385964912280702,5.0,0.0,0.4385964912280701,2.0,0.0
File,ScriptDesc.java,5.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,1.0,0.0,1.0,16.0,16.0,7.0,16.0,0.0,0.0,0.0,16.0,146.0,24.0,78.0,40.0,22.0,44.0,33.0,50.0,29.0,21.0,1.0,1.0,1.0,2.0,81.0,0.56,16.0,16.0,16.0,16.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
File,ScriptErrorHeuristic.java,18.0,3.0,14.0,2.0,3.0,3.0,3.0,1.0,1.0,8.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,76.0,12.0,35.0,14.0,21.0,29.0,18.0,25.0,14.0,15.0,4.0,4.0,4.0,2.0,0.0,0.83,5.0,5.0,5.0,2.0,0.0,0.5,1.0,12.0,14.5,17.0,1.0,2.5,4.0,0.0,1.5,3.0,0.0
File,ScriptOperator.java,19.0,1.0,16.0,2.0,4.0,4.0,4.0,1.0,1.5,13.625,0.0,9.0,2.0,5.0,36.0,36.0,33.0,38.0,11.0,3.0,3.0,21.0,875.0,102.0,661.0,206.0,410.0,117.0,325.0,460.0,190.0,314.0,20.0,20.0,22.0,1.125,27.875,0.18,128.0,128.0,150.0,47.0,0.0,5.484848484848484,36.0,0.0,8.575757575757576,80.0,0.0,123.0,2538.0,0.0,1.3636363636363635,5.0,0.0
File,SearchArgument.java,18.0,0.0,15.0,2.0,5.0,4.0,6.0,4.0,1.6,17.8,0.0,3.0,0.0,0.0,20.0,22.0,7.0,22.0,0.0,0.0,0.0,22.0,287.0,25.0,123.0,32.0,64.0,139.0,47.0,73.0,25.0,48.0,10.0,10.0,13.0,1.0,30.8,1.13,32.0,24.0,38.0,22.0,1.0,6.243902439024391,20.0,1.0,5.378048780487805,25.0,0.0,2.658536585365854,33.0,0.0,0.6951219512195121,5.0,0.0
File,SearchArgumentFactory.java,3.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,7.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,38.0,5.0,13.0,6.0,3.0,20.0,5.0,9.0,6.0,3.0,1.0,1.0,1.0,1.0,0.0,1.54,3.0,3.0,3.0,3.0,3.0,8.333333333333334,19.0,1.0,1.3333333333333333,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
File,SearchArgumentImpl.java,14.0,0.0,13.0,2.0,3.0,3.0,3.0,1.0,1.75,20.5,0.0,3.0,10.0,1.0,43.0,33.0,11.0,43.0,9.0,4.0,1.0,29.0,736.0,60.0,581.0,176.0,343.0,95.0,249.0,383.0,143.0,288.0,10.0,10.0,10.0,1.0,38.5,0.16,123.0,119.0,144.0,62.0,1.0,4.381818181818182,10.0,1.0,6.872727272727273,21.0,1.0,3.272727272727273,33.0,0.0,0.9090909090909092,5.0,1.0
File,SearchResultHandler.java,13.0,0.0,9.0,3.0,2.0,2.0,2.0,1.0,1.5,8.166666666666666,0.0,4.0,0.0,1.0,10.0,10.0,1.0,10.0,1.0,1.0,0.0,8.0,163.0,14.0,82.0,27.0,42.0,67.0,36.0,58.0,32.0,33.0,6.0,6.0,6.0,1.0,18.166666666666668,0.82,17.0,17.0,18.0,12.0,1.0,2.925925925925926,11.0,1.0,5.222222222222222,13.0,0.0,1.4444444444444444,10.0,0.0,0.3333333333333333,4.0,0.0
File,SecretManager.java,12.0,0.0,11.0,1.0,2.0,2.0,2.0,1.0,1.4285714285714286,13.714285714285714,0.1428571428571428,3.0,7.0,2.0,20.0,13.0,4.0,20.0,0.0,6.0,0.0,14.0,313.0,24.0,257.0,108.0,151.0,34.0,140.0,188.0,92.0,121.0,5.0,5.0,6.0,1.7142857142857142,23.0,0.13,44.0,44.0,46.0,22.0,0.0,3.980392156862745,20.0,0.0,5.176470588235294,15.0,0.0,2.3529411764705883,15.0,0.0,0.6862745098039216,4.0,0.0
File,SecureCmdDoAs.java,10.0,1.0,8.0,1.0,2.0,2.0,2.0,1.0,1.0,17.0,0.0,1.0,0.0,1.0,3.0,3.0,2.0,3.0,0.0,0.0,0.0,3.0,82.0,11.0,45.0,25.0,18.0,27.0,29.0,36.0,26.0,14.0,3.0,3.0,3.0,1.0,33.0,0.6,5.0,5.0,5.0,3.0,2.0,3.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
File,SecureProxySupport.java,12.0,1.0,10.0,2.0,2.0,2.0,2.0,1.0,1.6,9.0,0.0,5.0,1.0,2.0,14.0,13.0,4.0,14.0,0.0,4.0,0.0,10.0,215.0,21.0,148.0,69.0,73.0,46.0,83.0,110.0,64.0,62.0,4.0,4.0,4.0,1.0,14.6,0.31,23.0,23.0,24.0,14.0,0.0,3.615384615384616,8.0,1.0,4.6923076923076925,13.0,1.0,1.7692307692307692,5.0,0.0,0.6153846153846154,2.0,0.0
File,Security.java,21.0,1.0,16.0,5.0,3.0,3.0,3.0,2.0,1.4285714285714286,8.071428571428571,0.0,2.0,1.0,2.0,6.0,5.0,0.0,6.0,5.0,0.0,0.0,1.0,191.0,16.0,124.0,64.0,60.0,51.0,64.0,84.0,50.0,48.0,5.0,5.0,5.0,1.4285714285714286,5.357142857142857,0.41,19.0,19.0,20.0,9.0,0.0,2.306451612903226,8.0,0.0,3.403225806451613,17.0,1.0,2.2419354838709675,12.0,0.0,0.7096774193548387,4.0,0.0
File,Select.java,18.0,0.0,16.0,3.0,4.0,4.0,4.0,1.0,1.394736842105263,12.36842105263158,0.0789473684210526,1.0,0.0,0.0,23.0,23.0,4.0,23.0,11.0,0.0,0.0,12.0,486.0,29.0,378.0,73.0,253.0,80.0,212.0,296.0,81.0,248.0,21.0,21.0,22.0,1.7105263157894737,28.973684210526315,0.21,83.0,83.0,84.0,31.0,0.0,5.046296296296297,30.0,0.0,6.270833333333333,93.0,0.0,203421.88888888888,86117376.0,0.0,1.3055555555555556,7.0,1.0
File,SelectColumnIsFalse.java,14.0,1.0,13.0,1.0,3.0,3.0,4.0,2.0,1.0,11.0,0.0,1.0,0.0,1.0,8.0,8.0,1.0,8.0,0.0,0.0,0.0,8.0,152.0,15.0,112.0,31.0,68.0,25.0,52.0,80.0,31.0,50.0,20.0,20.0,23.0,2.0,50.0,0.22,27.0,27.0,30.0,14.0,0.0,2.833333333333333,12.0,1.0,2.1666666666666665,6.0,1.0,8.5,46.0,0.0,0.6666666666666666,4.0,0.0
File,SelectColumnIsNotNull.java,10.0,0.0,9.0,1.0,2.0,2.0,2.0,2.0,1.0,10.0,0.0,1.0,0.0,1.0,8.0,8.0,1.0,8.0,0.0,0.0,0.0,8.0,121.0,14.0,83.0,27.0,47.0,24.0,38.0,58.0,25.0,34.0,12.0,12.0,12.0,2.0,50.0,0.29,19.0,19.0,19.0,12.0,0.0,2.857142857142857,11.0,1.0,2.857142857142857,7.0,1.0,4.571428571428571,26.0,0.0,0.4285714285714285,3.0,0.0
File,SelectColumnIsNull.java,10.0,0.0,9.0,0.0,2.0,2.0,2.0,2.0,1.0,10.0,0.0,1.0,0.0,1.0,8.0,8.0,1.0,8.0,0.0,0.0,0.0,8.0,119.0,13.0,83.0,27.0,47.0,23.0,38.0,58.0,25.0,34.0,12.0,12.0,12.0,2.0,50.0,0.28,19.0,19.0,19.0,12.0,0.0,2.857142857142857,11.0,1.0,2.857142857142857,7.0,1.0,4.571428571428571,26.0,0.0,0.4285714285714285,3.0,0.0
File,SelectColumnIsTrue.java,14.0,0.0,13.0,1.0,3.0,3.0,4.0,2.0,1.0,11.0,0.0,1.0,0.0,1.0,8.0,8.0,1.0,8.0,0.0,0.0,0.0,8.0,151.0,13.0,113.0,31.0,69.0,25.0,53.0,81.0,31.0,51.0,20.0,20.0,23.0,2.0,50.0,0.22,27.0,27.0,30.0,14.0,0.0,2.833333333333333,12.0,1.0,2.1666666666666665,6.0,1.0,8.5,46.0,0.0,0.6666666666666666,4.0,0.0
File,SelectDesc.java,5.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,0.0,1.0,0.0,1.0,16.0,16.0,4.0,16.0,0.0,0.0,0.0,16.0,138.0,20.0,83.0,40.0,27.0,35.0,32.0,50.0,27.0,24.0,3.0,3.0,3.0,2.0,75.0,0.42,19.0,19.0,19.0,16.0,2.0,7.833333333333333,26.0,1.0,1.8333333333333333,9.0,1.0,1.0833333333333333,2.0,0.0,0.0833333333333333,1.0,0.0
File,SelectOperator.java,11.0,1.0,9.0,1.0,2.0,2.0,3.0,2.0,1.6666666666666667,13.166666666666666,0.1666666666666666,1.0,1.0,1.0,13.0,12.0,3.0,13.0,0.0,0.0,2.0,11.0,205.0,31.0,138.0,45.0,70.0,36.0,65.0,96.0,38.0,64.0,12.0,12.0,21.0,1.6666666666666667,27.0,0.26,32.0,32.0,41.0,24.0,0.0,3.71875,17.0,1.0,7.21875,50.0,1.0,31.875,936.0,0.0,0.65625,4.0,0.0
File,SelectStringColLikeStringScalar.java,11.0,1.0,10.0,0.0,3.0,3.0,3.0,1.0,1.0,16.0,0.0,1.0,0.0,1.0,12.0,12.0,4.0,12.0,0.0,1.0,0.0,11.0,179.0,25.0,135.0,42.0,81.0,19.0,70.0,98.0,42.0,57.0,22.0,22.0,22.0,2.0,73.0,0.14,33.0,33.0,33.0,12.0,0.0,3.1,17.0,1.0,2.4,7.0,1.0,6.5,56.0,0.0,0.4,4.0,0.0
File,SelfDescribingInputFormatInterface.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,3.0,3.0,2.0,0.0,21.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
File,SemanticAnalyzer.java,41.0,3.0,31.0,6.0,6.0,6.0,7.0,2.0,1.1538461538461535,28.28846153846154,0.4807692307692308,10.0,27.0,7.0,305.0,278.0,70.0,305.0,48.0,177.0,17.0,63.0,13344.0,1407.0,9839.0,2968.0,7235.0,2138.0,5150.0,6936.0,2675.0,5751.0,66.0,63.0,88.0,1.4615384615384617,41.69230769230769,0.22,1827.0,1716.0,2161.0,605.0,0.0,7.717477003942181,110.0,0.0,11.295663600525623,197.0,0.0,1182946.579500657,754466816.0,0.0,1.3482260183968462,8.0,1.0
File,SemanticAnalyzerFactory.java,52.0,2.0,49.0,1.0,33.0,3.0,33.0,7.0,1.0,19.0,0.0,1.0,2.0,2.0,3.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,327.0,15.0,289.0,22.0,261.0,26.0,144.0,152.0,18.0,140.0,97.0,7.0,97.0,1.0,41.5,0.09,99.0,9.0,99.0,21.0,1.0,23.6,110.0,2.0,7.4,23.0,1.0,4.6,19.0,0.0,0.6,3.0,0.0
File,SemanticException.java,3.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,5.0,51.0,10.0,21.0,10.0,6.0,20.0,9.0,15.0,10.0,5.0,1.0,1.0,1.0,2.8,15.0,0.95,5.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
File,SeparatedValuesOutputFormat.java,11.0,0.0,10.0,1.0,2.0,2.0,3.0,2.0,2.0,12.0,0.0,1.0,0.0,1.0,7.0,7.0,3.0,7.0,1.0,5.0,0.0,1.0,126.0,12.0,85.0,28.0,49.0,30.0,42.0,60.0,27.0,40.0,4.0,4.0,5.0,1.0,46.5,0.35,17.0,17.0,20.0,11.0,2.0,3.2,5.0,1.0,5.0,10.0,1.0,2.3,4.0,0.0,1.2,3.0,0.0
File,SequenceFileInputFormatChecker.java,21.0,0.0,21.0,0.0,4.0,4.0,4.0,4.0,2.0,7.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,58.0,6.0,31.0,13.0,14.0,21.0,18.0,23.0,12.0,11.0,4.0,4.0,4.0,1.0,0.0,0.68,4.0,4.0,4.0,4.0,3.0,3.0,3.0,6.0,6.0,6.0,4.0,4.0,4.0,2.0,2.0,2.0,0.0
File,SequenceFileStorageFormatDescriptor.java,4.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,8.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,41.0,5.0,19.0,12.0,3.0,17.0,8.0,12.0,9.0,3.0,1.0,1.0,1.0,2.0,0.0,0.89,3.0,3.0,3.0,3.0,0.0,0.6666666666666666,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
