Kind,Name,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxInheritanceTree,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,CountInputMin,CountInputMean,CountInputMax,CountOutputMin,CountOutputMean,CountOutputMax,CountPathMin,CountPathMean,CountPathMax,MaxNestingMin,MaxNestingMean,MaxNestingMax,Bugs
File,MPartitionEvent.java,6.0,0.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,8.0,8.0,5.0,8.0,0.0,0.0,0.0,8.0,90.0,18.0,37.0,16.0,13.0,35.0,18.0,27.0,15.0,12.0,1.0,1.0,1.0,1.0,63.0,0.95,8.0,8.0,8.0,8.0,1.0,1.6666666666666667,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
File,MPartitionPrivilege.java,5.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,18.0,18.0,8.0,18.0,0.0,0.0,0.0,18.0,139.0,30.0,74.0,30.0,25.0,35.0,34.0,53.0,28.0,25.0,1.0,1.0,1.0,1.0,83.0,0.47,18.0,18.0,18.0,18.0,1.0,2.5,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
File,MPrincipalDesc.java,3.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,8.0,8.0,2.0,8.0,0.0,0.0,0.0,8.0,59.0,11.0,31.0,15.0,9.0,17.0,12.0,21.0,13.0,8.0,1.0,1.0,2.0,1.0,38.0,0.55,8.0,8.0,9.0,8.0,1.0,1.5,3.0,1.0,1.3333333333333333,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
File,MResourceUri.java,3.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,6.0,6.0,2.0,6.0,0.0,0.0,0.0,6.0,49.0,8.0,24.0,10.0,7.0,17.0,10.0,17.0,10.0,7.0,1.0,1.0,1.0,1.0,50.0,0.71,6.0,6.0,6.0,6.0,1.0,1.6,2.0,1.0,2.4,8.0,1.0,1.4,3.0,0.0,0.4,2.0,0.0
File,MRole.java,5.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.5,0.0,1.0,0.0,0.0,8.0,8.0,3.0,8.0,0.0,0.0,0.0,8.0,80.0,15.0,32.0,13.0,10.0,33.0,14.0,23.0,13.0,10.0,1.0,1.0,1.0,1.0,72.0,1.03,8.0,8.0,8.0,8.0,1.0,3.0434782608695654,10.0,1.0,2.608695652173913,17.0,1.0,1.565217391304348,8.0,0.0,0.2608695652173913,2.0,0.0
File,MRoleMap.java,4.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,16.0,16.0,7.0,16.0,0.0,0.0,0.0,16.0,120.0,26.0,65.0,26.0,22.0,29.0,30.0,47.0,25.0,22.0,1.0,1.0,1.0,1.0,81.0,0.45,16.0,16.0,16.0,16.0,1.0,2.2857142857142856,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
File,MSerDeInfo.java,7.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,7.0,7.0,3.0,7.0,0.0,0.0,0.0,7.0,81.0,11.0,30.0,13.0,9.0,40.0,14.0,22.0,13.0,9.0,1.0,1.0,1.0,1.0,57.0,1.33,7.0,7.0,7.0,7.0,2.0,2.571428571428572,4.0,1.0,1.7142857142857142,6.0,1.0,1.1428571428571428,2.0,0.0,0.1428571428571428,1.0,0.0
File,MStorageDescriptor.java,7.0,0.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,3.5,0.0,1.0,0.0,0.0,30.0,30.0,14.0,30.0,0.0,0.0,0.0,30.0,277.0,40.0,124.0,52.0,44.0,113.0,59.0,90.0,48.0,42.0,1.0,1.0,1.0,1.0,73.5,0.91,30.0,30.0,30.0,30.0,1.0,2.8421052631578947,9.0,1.0,2.3947368421052637,20.0,1.0,2.0,34.0,0.0,0.2368421052631578,5.0,0.0
File,MStringList.java,6.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,4.0,4.0,1.0,4.0,0.0,0.0,0.0,4.0,62.0,7.0,18.0,9.0,4.0,37.0,7.0,12.0,8.0,4.0,1.0,1.0,1.0,1.0,0.0,2.06,4.0,4.0,4.0,4.0,1.0,1.8,3.0,1.0,3.0,7.0,1.0,1.8,3.0,0.0,0.8,2.0,0.0
File,MTable.java,7.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,26.0,26.0,12.0,26.0,0.0,0.0,0.0,26.0,240.0,30.0,107.0,45.0,36.0,103.0,51.0,78.0,42.0,36.0,1.0,1.0,1.0,1.0,79.8,0.96,26.0,26.0,26.0,26.0,1.0,3.836363636363637,20.0,1.0,2.8363636363636364,90.0,1.0,1.5,19.0,0.0,0.1272727272727272,2.0,0.0
File,MTableColumnPrivilege.java,5.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,20.0,20.0,9.0,20.0,0.0,0.0,0.0,20.0,160.0,32.0,82.0,33.0,28.0,46.0,38.0,59.0,31.0,28.0,1.0,1.0,1.0,1.0,85.0,0.56,20.0,20.0,20.0,20.0,1.0,3.611111111111111,9.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
File,MTableColumnStatistics.java,3.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,44.0,44.0,18.0,44.0,0.0,0.0,0.0,44.0,249.0,51.0,171.0,65.0,62.0,27.0,81.0,126.0,64.0,62.0,1.0,1.0,1.0,1.0,92.0,0.16,44.0,44.0,44.0,44.0,1.0,3.0434782608695654,7.0,1.0,3.9130434782608696,90.0,1.0,1.5,16.0,0.0,0.108695652173913,2.0,0.0
File,MTablePrivilege.java,5.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,18.0,18.0,8.0,18.0,0.0,0.0,0.0,18.0,139.0,30.0,74.0,30.0,25.0,35.0,34.0,53.0,28.0,25.0,1.0,1.0,1.0,1.0,83.0,0.47,18.0,18.0,18.0,18.0,1.0,3.625,9.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
File,MType.java,6.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,10.0,10.0,4.0,10.0,0.0,0.0,0.0,10.0,105.0,12.0,39.0,17.0,12.0,54.0,18.0,29.0,17.0,12.0,1.0,1.0,1.0,1.0,70.0,1.38,10.0,10.0,10.0,10.0,1.0,1.5555555555555556,2.0,1.0,2.2222222222222223,12.0,1.0,1.2222222222222223,3.0,0.0,0.2222222222222222,2.0,0.0
File,MVersionTable.java,5.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,6.0,6.0,2.0,6.0,0.0,0.0,0.0,6.0,57.0,6.0,22.0,10.0,6.0,29.0,9.0,16.0,10.0,6.0,1.0,1.0,1.0,1.0,50.0,1.32,6.0,6.0,6.0,6.0,2.0,2.25,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
File,MacroSemanticAnalyzer.java,20.0,1.0,18.0,1.0,3.0,3.0,4.0,1.0,1.3333333333333333,22.666666666666668,0.0,2.0,0.0,1.0,6.0,6.0,0.0,6.0,0.0,3.0,0.0,3.0,177.0,18.0,130.0,68.0,66.0,29.0,77.0,96.0,61.0,54.0,8.0,8.0,8.0,1.3333333333333333,29.666666666666668,0.22,19.0,19.0,21.0,6.0,0.0,3.04,18.0,1.0,4.44,31.0,1.0,3.88,64.0,0.0,0.24,2.0,0.0
File,Main.java,13.0,1.0,11.0,3.0,2.0,2.0,2.0,1.0,1.0,23.0,0.0,2.0,4.0,4.0,18.0,14.0,1.0,18.0,4.0,3.0,0.0,11.0,341.0,42.0,234.0,88.0,140.0,78.0,136.0,175.0,85.0,112.0,4.0,4.0,4.0,1.0,37.5,0.33,36.0,36.0,37.0,18.0,1.0,4.3,22.0,1.0,5.0,20.0,1.0,2.2,8.0,0.0,0.75,2.0,0.0
File,ManyMiniCluster.java,11.0,1.0,9.0,1.0,2.0,2.0,2.0,1.0,1.0,14.5,0.0,2.0,2.0,0.0,24.0,22.0,28.0,24.0,0.0,7.0,2.0,15.0,370.0,52.0,264.0,78.0,153.0,55.0,151.0,199.0,78.0,126.0,10.0,10.0,10.0,1.0,87.0,0.21,46.0,46.0,47.0,24.0,1.0,3.4545454545454546,11.0,1.0,4.636363636363637,15.0,1.0,9.409090909090908,162.0,0.0,0.5454545454545454,3.0,0.0
File,MapAggrMemErrorHeuristic.java,10.0,1.0,9.0,0.0,2.0,2.0,2.0,1.0,1.0,9.0,0.0,1.0,0.0,1.0,3.0,3.0,1.0,3.0,0.0,0.0,0.0,3.0,73.0,10.0,36.0,17.0,20.0,27.0,17.0,23.0,14.0,12.0,3.0,3.0,4.0,2.0,33.0,0.75,5.0,5.0,6.0,3.0,1.0,2.333333333333333,3.0,3.0,11.0,20.0,1.0,1.6666666666666667,3.0,0.0,0.6666666666666666,2.0,0.0
File,MapBuilder.java,4.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,10.2,0.0,1.0,1.0,0.0,8.0,7.0,1.0,8.0,0.0,1.0,0.0,7.0,67.0,10.0,36.0,14.0,15.0,21.0,17.0,28.0,14.0,15.0,2.0,2.0,2.0,1.8,30.8,0.58,10.0,10.0,10.0,8.0,0.0,4.166666666666667,14.0,1.0,4.333333333333333,11.0,1.0,1.25,3.0,0.0,0.5,2.0,0.0
File,MapColumnVector.java,11.0,0.0,11.0,1.0,2.0,2.0,3.0,1.0,1.0,6.0,0.0,1.0,0.0,0.0,8.0,8.0,2.0,8.0,0.0,0.0,1.0,7.0,131.0,11.0,89.0,24.0,53.0,31.0,49.0,66.0,19.0,47.0,5.0,5.0,6.0,2.0,6.5,0.35,16.0,16.0,20.0,8.0,4.0,7.125,12.0,1.0,7.25,23.0,1.0,98.625,768.0,0.0,1.125,3.0,0.0
File,MapEqualComparer.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2857142857142858,7.428571428571429,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,26.0,1.0,5.0,4.0,0.0,20.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,1.2142857142857142,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.5294117647058822,5.0,1.0,8.882352941176471,16.0,0.0,1.8823529411764703,10.0,0.0,0.4117647058823529,3.0,0.0
File,MapInput.java,6.0,0.0,6.0,0.0,1.0,1.0,1.0,1.0,2.0,7.5,0.0,2.0,0.0,0.0,8.0,8.0,5.0,8.0,0.0,0.0,0.0,8.0,104.0,18.0,69.0,36.0,22.0,17.0,32.0,44.0,26.0,18.0,2.0,2.0,2.0,1.0,32.0,0.25,10.0,10.0,10.0,8.0,1.0,2.0,4.0,1.0,3.4285714285714284,7.0,1.0,1.4285714285714286,2.0,0.0,0.4285714285714285,1.0,0.0
File,MapJoinBytesTableContainer.java,8.0,0.0,8.0,0.0,2.0,2.0,2.0,1.0,2.5,21.33333333333333,0.0,7.0,3.0,1.0,66.0,63.0,36.0,66.0,2.0,4.0,0.0,60.0,771.0,95.0,608.0,261.0,290.0,75.0,311.0,428.0,207.0,262.0,5.0,5.0,7.0,1.0,65.66666666666667,0.12,113.0,113.0,119.0,73.0,0.0,2.830508474576271,12.0,0.0,3.7288135593220337,18.0,0.0,1.7118644067796611,7.0,0.0,0.5084745762711864,2.0,0.0
File,MapJoinCounterHook.java,49.0,3.0,45.0,1.0,9.0,4.0,9.0,1.0,2.0,10.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,80.0,7.0,55.0,24.0,40.0,18.0,36.0,42.0,25.0,25.0,9.0,4.0,9.0,1.0,0.0,0.33,9.0,4.0,9.0,1.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,2.0,2.0,2.0,0.0
File,MapJoinDesc.java,5.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.5,11.5,1.0,1.0,0.0,1.0,50.0,50.0,21.0,50.0,0.0,1.0,0.0,49.0,391.0,64.0,255.0,107.0,104.0,73.0,126.0,186.0,95.0,100.0,4.0,4.0,4.0,2.5,80.5,0.29,58.0,58.0,58.0,50.0,0.0,4.88135593220339,38.0,1.0,2.7288135593220337,56.0,1.0,220.94915254237287,12960.0,0.0,0.2033898305084746,4.0,0.0
File,MapJoinEagerRowContainer.java,6.0,0.0,6.0,0.0,1.0,1.0,1.0,1.0,2.0,10.5,0.0,2.0,0.0,1.0,20.0,20.0,4.0,20.0,0.0,1.0,0.0,19.0,197.0,23.0,145.0,71.0,56.0,29.0,66.0,98.0,54.0,53.0,4.0,4.0,4.0,1.0,35.5,0.2,29.0,29.0,29.0,20.0,0.0,2.333333333333333,6.0,1.0,2.888888888888889,11.0,1.0,1.7222222222222223,8.0,0.0,0.3888888888888889,2.0,0.0
File,MapJoinFactory.java,23.0,1.0,16.0,5.0,2.0,2.0,3.0,1.0,1.5,17.5,0.0,2.0,5.0,0.0,7.0,2.0,0.0,7.0,0.0,3.0,0.0,4.0,243.0,21.0,136.0,68.0,74.0,86.0,77.0,96.0,54.0,62.0,10.0,10.0,11.0,1.0,0.0,0.63,17.0,17.0,19.0,10.0,1.0,3.1666666666666665,5.0,1.0,10.0,24.0,1.0,5.5,27.0,0.0,1.0,5.0,0.0
File,MapJoinKey.java,12.0,0.0,11.0,2.0,3.0,3.0,3.0,2.0,1.0,18.33333333333333,0.3333333333333333,1.0,7.0,2.0,9.0,2.0,0.0,9.0,0.0,0.0,0.0,9.0,171.0,15.0,124.0,59.0,65.0,36.0,81.0,99.0,48.0,61.0,5.0,5.0,5.0,1.3333333333333333,6.666666666666667,0.29,19.0,19.0,19.0,11.0,0.0,4.222222222222222,13.0,0.0,3.1481481481481484,11.0,0.0,2.111111111111111,8.0,0.0,0.6666666666666666,3.0,0.0
File,MapJoinKeyObject.java,7.0,0.0,7.0,0.0,2.0,2.0,2.0,1.0,1.0,20.0,0.0,1.0,0.0,1.0,15.0,15.0,1.0,15.0,0.0,0.0,2.0,13.0,162.0,20.0,125.0,53.0,53.0,17.0,61.0,92.0,46.0,50.0,5.0,5.0,7.0,2.0,20.0,0.14,30.0,30.0,35.0,22.0,1.0,3.692307692307693,7.0,1.0,2.1538461538461537,4.0,1.0,2.3076923076923075,5.0,0.0,0.7692307692307693,3.0,0.0
File,MapJoinMemoryExhaustionException.java,3.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,29.0,4.0,8.0,5.0,2.0,17.0,4.0,6.0,5.0,1.0,1.0,1.0,1.0,2.0,0.0,2.13,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
File,MapJoinMemoryExhaustionHandler.java,13.0,0.0,8.0,5.0,2.0,2.0,2.0,1.0,1.0,10.0,0.0,1.0,2.0,1.0,4.0,2.0,5.0,4.0,0.0,1.0,0.0,3.0,102.0,8.0,48.0,25.0,22.0,46.0,31.0,38.0,23.0,19.0,2.0,2.0,2.0,1.0,25.0,0.96,6.0,6.0,6.0,4.0,0.0,3.2,9.0,2.0,3.8,6.0,1.0,1.6,2.0,0.0,0.6,1.0,0.0
File,MapJoinObjectSerDeContext.java,5.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,0.0,1.0,0.0,0.0,5.0,5.0,3.0,5.0,0.0,0.0,0.0,5.0,64.0,8.0,33.0,18.0,9.0,23.0,16.0,22.0,15.0,7.0,1.0,1.0,1.0,1.0,40.0,0.7,5.0,5.0,5.0,5.0,3.0,6.5,15.0,1.0,1.25,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
File,MapJoinOperator.java,22.0,2.0,17.0,4.0,4.0,4.0,5.0,2.0,1.7333333333333334,17.8,0.4,2.0,1.0,3.0,29.0,28.0,13.0,29.0,0.0,3.0,14.0,12.0,769.0,82.0,560.0,180.0,336.0,134.0,313.0,430.0,177.0,295.0,22.0,22.0,28.0,2.333333333333333,37.0,0.24,113.0,113.0,133.0,46.0,0.0,5.295918367346939,28.0,1.0,6.775510204081633,31.0,0.0,162.1734693877551,6337.0,0.0,1.1326530612244898,7.0,1.0
File,MapJoinPersistableTableContainer.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,30.0,3.0,10.0,9.0,0.0,17.0,8.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,2.0,3.4,6.0,0.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
File,MapJoinProcessor.java,24.0,2.0,17.0,5.0,3.0,3.0,4.0,2.0,1.7777777777777777,21.77777777777778,0.1111111111111111,6.0,21.0,2.0,42.0,21.0,4.0,42.0,0.0,10.0,1.0,31.0,1209.0,143.0,804.0,325.0,499.0,264.0,424.0,589.0,285.0,434.0,20.0,20.0,22.0,1.3333333333333333,7.444444444444445,0.33,138.0,138.0,155.0,66.0,0.0,4.104166666666667,14.0,1.0,9.854166666666666,56.0,1.0,311.4583333333333,12960.0,0.0,1.25,5.0,1.0
File,MapJoinResolver.java,12.0,0.0,10.0,2.0,2.0,2.0,2.0,1.0,2.0,24.8,0.0,3.0,0.0,0.0,20.0,20.0,6.0,20.0,0.0,2.0,0.0,18.0,346.0,34.0,247.0,119.0,132.0,65.0,145.0,188.0,107.0,114.0,13.0,13.0,13.0,1.0,47.8,0.26,36.0,36.0,36.0,22.0,1.0,3.1785714285714284,9.0,1.0,8.071428571428571,54.0,1.0,8.178571428571429,110.0,0.0,1.3571428571428572,6.0,0.0
File,MapJoinRowContainer.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,1.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,38.0,8.0,13.0,12.0,0.0,17.0,10.0,11.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,1.31,0.0,0.0,0.0,0.0,0.0,2.8,5.0,0.0,2.4,10.0,0.0,0.2,1.0,0.0,0.0,0.0,0.0
File,MapJoinTableContainer.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,21.666666666666668,0.3333333333333333,2.0,0.0,0.0,15.0,15.0,0.0,15.0,15.0,0.0,0.0,0.0,116.0,18.0,35.0,33.0,0.0,63.0,27.0,29.0,29.0,0.0,0.0,0.0,0.0,1.0,27.0,1.8,0.0,0.0,0.0,0.0,1.0,3.588235294117647,10.0,0.0,5.088235294117647,26.0,0.0,5.470588235294118,105.0,0.0,0.5882352941176471,7.0,0.0
File,MapJoinTableContainerDirectAccess.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,31.0,7.0,7.0,6.0,0.0,17.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.43,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
File,MapJoinTableContainerSerDe.java,23.0,1.0,20.0,2.0,4.0,4.0,4.0,2.0,1.0,38.0,0.0,1.0,2.0,0.0,12.0,10.0,2.0,12.0,0.0,4.0,0.0,8.0,329.0,24.0,266.0,101.0,167.0,39.0,149.0,199.0,91.0,146.0,14.0,14.0,15.0,1.0,42.0,0.15,50.0,50.0,52.0,20.0,2.0,6.0,10.0,1.0,10.090909090909092,26.0,1.0,16.363636363636363,105.0,0.0,1.818181818181818,7.0,1.0
File,MapObjectInspector.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.6,0.4,1.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,57.0,7.0,9.0,8.0,0.0,41.0,7.0,8.0,8.0,0.0,0.0,0.0,0.0,1.4,50.2,4.56,0.0,0.0,0.0,0.0,0.0,4.709090909090909,40.0,1.0,2.1818181818181817,17.0,0.0,1.181818181818182,3.0,0.0,0.3272727272727272,2.0,0.0
File,MapOperator.java,19.0,1.0,16.0,1.0,4.0,4.0,4.0,2.0,1.25,24.0,0.625,2.0,2.0,1.0,26.0,24.0,19.0,26.0,1.0,7.0,2.0,16.0,637.0,68.0,499.0,184.0,295.0,73.0,268.0,376.0,176.0,257.0,19.0,19.0,19.0,2.0,61.875,0.15,98.0,98.0,107.0,45.0,0.0,4.014705882352941,19.0,0.0,6.838235294117647,46.0,0.0,9.0,280.0,0.0,0.8676470588235294,6.0,0.0
File,MapRecordProcessor.java,34.0,3.0,28.0,4.0,5.0,5.0,6.0,2.0,1.75,19.5,0.0,4.0,0.0,2.0,13.0,13.0,15.0,13.0,3.0,5.0,0.0,5.0,543.0,52.0,419.0,123.0,267.0,74.0,244.0,327.0,130.0,226.0,26.0,26.0,29.0,1.25,18.5,0.18,69.0,69.0,77.0,20.0,0.0,6.166666666666667,27.0,2.0,13.083333333333334,75.0,1.0,5407.416666666667,64608.0,0.0,1.6666666666666667,6.0,1.0
File,MapRecordSource.java,13.0,0.0,12.0,1.0,3.0,3.0,3.0,2.0,2.0,17.0,0.0,1.0,0.0,1.0,5.0,5.0,4.0,5.0,1.0,2.0,0.0,2.0,115.0,12.0,79.0,27.0,44.0,26.0,43.0,57.0,25.0,33.0,4.0,4.0,4.0,1.0,60.0,0.33,14.0,14.0,14.0,9.0,1.0,4.833333333333333,10.0,1.0,6.5,15.0,1.0,3.1666666666666665,6.0,0.0,1.3333333333333333,3.0,0.0
File,MapRedStats.java,6.0,0.0,5.0,0.0,2.0,2.0,2.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0,15.0,15.0,6.0,15.0,0.0,0.0,0.0,15.0,143.0,25.0,93.0,34.0,42.0,25.0,42.0,66.0,31.0,39.0,8.0,8.0,10.0,1.0,73.0,0.27,24.0,24.0,26.0,15.0,1.0,1.9375,5.0,1.0,1.5,6.0,1.0,3.625,40.0,0.0,0.1875,2.0,0.0
File,MapRedTask.java,35.0,5.0,26.0,5.0,5.0,5.0,5.0,1.0,2.0,41.0,0.0,1.0,2.0,8.0,11.0,9.0,5.0,11.0,1.0,1.0,0.0,9.0,478.0,72.0,329.0,122.0,225.0,77.0,177.0,226.0,106.0,162.0,26.0,26.0,27.0,3.0,80.0,0.23,53.0,53.0,58.0,16.0,0.0,5.904761904761905,25.0,1.0,11.666666666666666,93.0,1.0,1347.7619047619048,27235.0,0.0,1.238095238095238,4.0,0.0
File,MapReduceCompiler.java,24.0,2.0,19.0,2.0,4.0,4.0,4.0,2.0,1.0,31.5,0.0,2.0,1.0,0.0,10.0,9.0,1.0,10.0,0.0,4.0,4.0,2.0,325.0,38.0,243.0,106.0,130.0,44.0,117.0,168.0,98.0,91.0,9.0,9.0,11.0,2.0,44.5,0.18,40.0,40.0,42.0,17.0,1.0,3.6666666666666665,10.0,2.0,9.555555555555555,26.0,1.0,8.11111111111111,22.0,0.0,1.5555555555555556,3.0,0.0
File,MapTezProcessor.java,4.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,31.0,3.0,8.0,4.0,2.0,20.0,4.0,6.0,4.0,2.0,1.0,1.0,1.0,3.0,0.0,2.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
File,MapTran.java,4.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,6.0,6.0,2.0,6.0,0.0,0.0,0.0,6.0,56.0,9.0,30.0,17.0,7.0,17.0,12.0,19.0,13.0,6.0,1.0,1.0,1.0,2.0,67.0,0.57,6.0,6.0,6.0,6.0,1.0,1.5,2.0,1.0,1.25,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
File,MapTypeInfo.java,5.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,0.0,1.0,0.0,1.0,10.0,10.0,2.0,10.0,1.0,0.0,0.0,9.0,105.0,17.0,52.0,22.0,19.0,36.0,19.0,32.0,18.0,14.0,3.0,3.0,4.0,2.0,50.0,0.69,12.0,12.0,13.0,12.0,1.0,9.2,29.0,1.0,2.6,7.0,1.0,1.4,3.0,0.0,0.3,2.0,0.0
File,MapWork.java,5.0,0.0,5.0,0.0,2.0,2.0,2.0,1.0,1.3333333333333333,24.666666666666668,1.0,1.0,1.0,2.0,84.0,83.0,32.0,84.0,0.0,3.0,0.0,81.0,694.0,120.0,497.0,213.0,212.0,82.0,216.0,350.0,192.0,192.0,8.0,8.0,12.0,2.0,49.0,0.16,129.0,129.0,135.0,95.0,0.0,6.3826086956521735,63.0,1.0,3.704347826086957,71.0,1.0,65958.02608695652,7584840.0,0.0,0.4956521739130435,6.0,1.0
File,Mapper.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4666666666666666,13.966666666666669,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,35.0,1.0,4.0,3.0,0.0,30.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,1.5666666666666669,16.133333333333333,7.5,0.0,0.0,0.0,0.0,1.0,4.94392523364486,18.0,0.0,5.906542056074766,31.0,0.0,3.448598130841121,49.0,0.0,0.7570093457943925,4.0,0.0
File,MapredContext.java,7.0,0.0,6.0,1.0,2.0,2.0,2.0,1.0,1.0,19.0,1.0,1.0,3.0,2.0,15.0,12.0,4.0,15.0,2.0,4.0,1.0,8.0,166.0,22.0,114.0,43.0,50.0,30.0,52.0,80.0,43.0,43.0,3.0,3.0,4.0,1.0,85.0,0.26,27.0,27.0,30.0,15.0,1.0,5.571428571428571,21.0,1.0,2.7857142857142856,8.0,1.0,1.9285714285714288,4.0,0.0,0.6428571428571429,2.0,0.0
