key,filename
HIVE-26018,ql/src/java/org/apache/hadoop/hive/ql/exec/CommonJoinOperator.java
HIVE-26018,ql/src/test/queries/clientpositive/uniquejoin2.q
HIVE-26018,ql/src/test/results/clientpositive/llap/uniquejoin2.q.out
HIVE-27675,common/src/java/org/apache/hadoop/hive/conf/HiveConf.java
HIVE-27675,hcatalog/webhcat/svr/src/main/java/org/apache/hive/hcatalog/templeton/tool/ZooKeeperStorage.java
HIVE-27675,itests/hive-unit/src/test/java/org/apache/hadoop/hive/metastore/security/ZooKeeperTokenStoreTestBase.java
HIVE-27675,itests/hive-unit/src/test/java/org/apache/hive/jdbc/TestRestrictedList.java
HIVE-27675,itests/hive-unit/src/test/java/org/apache/hive/service/server/InformationSchemaWithPrivilegeTestBase.java
HIVE-27675,jdbc/src/java/org/apache/hive/jdbc/HiveConnection.java
HIVE-27675,jdbc/src/java/org/apache/hive/jdbc/Utils.java
HIVE-27675,jdbc/src/java/org/apache/hive/jdbc/ZooKeeperHiveClientHelper.java
HIVE-27675,llap-client/src/java/org/apache/hadoop/hive/registry/impl/ZkRegistryBase.java
HIVE-27675,standalone-metastore/metastore-common/src/main/java/org/apache/hadoop/hive/common/SSLZookeeperFactory.java
HIVE-27675,standalone-metastore/metastore-common/src/main/java/org/apache/hadoop/hive/common/ZooKeeperHiveHelper.java
HIVE-27675,standalone-metastore/metastore-common/src/main/java/org/apache/hadoop/hive/metastore/conf/MetastoreConf.java
HIVE-27675,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/security/MetastoreDelegationTokenManager.java
HIVE-27675,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/security/ZooKeeperTokenStore.java
HIVE-21074,ql/src/java/org/apache/hadoop/hive/ql/optimizer/FixedBucketPruningOptimizer.java
HIVE-21074,ql/src/test/queries/clientpositive/bucketpruning1.q
HIVE-21074,ql/src/test/results/clientpositive/llap/bucketpruning1.q.out
HIVE-21074,ql/src/test/results/clientpositive/llap/tez_fixed_bucket_pruning.q.out
HIVE-25443,ql/src/java/org/apache/hadoop/hive/ql/io/arrow/ArrowColumnarBatchSerDe.java
HIVE-25443,ql/src/java/org/apache/hadoop/hive/ql/io/arrow/Deserializer.java
HIVE-25443,ql/src/test/org/apache/hadoop/hive/ql/io/arrow/TestArrowColumnarBatchSerDe.java
HIVE-25659,standalone-metastore/metastore-common/src/main/java/org/apache/hadoop/hive/metastore/conf/MetastoreConf.java
HIVE-25659,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/txn/TxnUtils.java
HIVE-25659,standalone-metastore/metastore-server/src/test/java/org/apache/hadoop/hive/metastore/txn/TestTxnUtils.java
HIVE-25219,common/src/java/org/apache/hadoop/hive/conf/HiveConf.java
HIVE-25219,iceberg/iceberg-handler/src/test/results/positive/alter_multi_part_table_to_iceberg.q.out
HIVE-25219,iceberg/iceberg-handler/src/test/results/positive/alter_part_table_to_iceberg.q.out
HIVE-25219,iceberg/iceberg-handler/src/test/results/positive/alter_table_to_iceberg.q.out
HIVE-25219,ql/src/java/org/apache/hadoop/hive/ql/io/avro/AvroContainerOutputFormat.java
HIVE-25219,ql/src/java/org/apache/hadoop/hive/ql/io/avro/AvroGenericRecordReader.java
HIVE-25219,ql/src/test/queries/clientpositive/avro_write_legacy_timestamp.q
HIVE-25219,ql/src/test/queries/clientpositive/avro_write_new_timestamp.q
HIVE-25219,ql/src/test/results/clientpositive/llap/avro_schema_evolution_native.q.out
HIVE-25219,ql/src/test/results/clientpositive/llap/avro_write_legacy_timestamp.q.out
HIVE-25219,ql/src/test/results/clientpositive/llap/avro_write_new_timestamp.q.out
HIVE-25219,serde/src/java/org/apache/hadoop/hive/serde2/avro/AvroDeserializer.java
HIVE-25219,serde/src/java/org/apache/hadoop/hive/serde2/avro/AvroGenericRecordWritable.java
HIVE-25219,serde/src/java/org/apache/hadoop/hive/serde2/avro/AvroSerDe.java
HIVE-25219,serde/src/java/org/apache/hadoop/hive/serde2/avro/AvroSerializer.java
HIVE-25219,serde/src/test/org/apache/hadoop/hive/serde2/avro/TestAvroDeserializer.java
HIVE-25268,ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFDateFormat.java
HIVE-25268,ql/src/java/org/apache/hadoop/hive/ql/util/DateTimeMath.java
HIVE-25268,ql/src/test/org/apache/hadoop/hive/ql/udf/generic/TestGenericUDFDateFormat.java
HIVE-25268,ql/src/test/queries/clientpositive/udf_date_format.q
