Name,AvgCountLine,AvgCountLineBlank,AvgCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgEssential,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclMethodDefault,CountDeclMethodPrivate,MaxCyclomatic,MaxInheritanceTree,PercentLackOfCohesion,RatioCommentToCode,CountInputMin,CountInputMean,CountInputMax,CountOutputMin,CountOutputMean,CountOutputMax,"CountPathMin-divided-by-1,000","CountPathMean-divided-by-1,000,000","CountPathMax-divided-by-1,000,000",MaxNestingMin,MaxNestingMean,MaxNestingMax,Bugs
ACLConfigurationParser.java,11.0,0.0,0.0,3.0,3.0,2.0,1.0,7.5,0.0,1.0,0.0,0.0,3.0,11.0,1.0,22.5,0.16,1.0,3.9,13.0,1.0,4.4,12.0,0.0,0.0,0.0,0.0,0.9,3.0,0.0
AMReporter.java,12.0,0.0,1.0,2.0,2.0,1.0,1.0769230769230769,12.076923076923077,0.0769230769230769,10.0,0.0,11.0,2.0,7.0,1.8461538461538465,20.23076923076923,0.13,0.0,4.513513513513513,18.0,0.0,4.702702702702703,21.0,0.0,0.0,0.0,0.0,0.6756756756756757,4.0,0.0
ASTBuilder.java,17.0,1.0,1.0,5.0,2.0,1.0,1.0,30.0,0.0,1.0,14.0,0.0,0.0,66.0,1.0,72.0,0.1,1.0,10.894736842105264,47.0,1.0,5.578947368421052,28.0,0.0,0.0,0.0,0.0,0.3157894736842105,2.0,0.0
ASTConverter.java,18.0,1.0,2.0,4.0,4.0,1.0,1.0,15.25,0.0,8.0,2.0,12.0,9.0,20.0,1.5,23.125,0.14,2.0,6.956521739130435,27.0,1.0,9.217391304347826,49.0,0.0,0.0,0.0,0.0,1.608695652173913,5.0,0.0
ASTErrorNode.java,2.0,0.0,0.0,1.0,1.0,1.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.95,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASTNode.java,10.0,1.0,1.0,2.0,2.0,1.0,2.0,7.0,0.5,1.0,0.0,0.0,8.0,11.0,1.5,77.5,0.24,0.0,8.212121212121213,60.0,1.0,4.303030303030303,23.0,0.0,0.0,0.0,0.0,0.8181818181818182,5.0,0.0
ASTNodeOrigin.java,7.0,0.0,3.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,67.0,1.77,2.0,2.2,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATSHook.java,19.0,1.0,2.0,2.0,2.0,1.0,1.1666666666666667,15.5,0.0,10.0,1.0,3.0,4.0,10.0,1.6666666666666667,17.833333333333332,0.14,0.0,7.9375,46.0,1.0,10.0625,38.0,0.0,0.0,0.0,0.0,1.3125,4.0,0.0
AbortDroneException.java,3.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AbortTxnEvent.java,8.0,0.0,4.0,1.0,1.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.81,2.0,4.5,7.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AbortTxnHandler.java,5.0,0.0,0.0,1.0,1.0,1.0,1.0,10.5,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.85,1.0,4.333333333333333,9.0,1.0,8.0,17.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0
AbortTxnHandler.java,19.0,2.0,0.0,2.0,2.0,1.0,1.0,10.5,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.7,1.0,4.333333333333333,9.0,1.0,8.0,17.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0
AbortTxnMessage.java,3.0,0.0,0.0,1.0,1.0,1.0,1.0,4.5,0.5,1.0,0.0,0.0,0.0,1.0,2.5,37.5,3.43,0.0,1.5454545454545454,4.0,1.0,1.3636363636363635,3.0,0.0,0.0,0.0,0.0,0.1818181818181818,1.0,0.0
AbortTxnRequest.java,8.0,0.0,1.0,2.0,2.0,1.0,2.2,10.0,0.0,6.0,3.0,1.0,2.0,8.0,1.4,14.2,0.08,0.0,3.135135135135135,10.0,1.0,2.864864864864865,12.0,0.0,0.0,0.0,0.0,0.6756756756756757,3.0,0.0
AbortTxnsDesc.java,5.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.77,1.0,2.333333333333333,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AbortTxnsRequest.java,8.0,0.0,0.0,2.0,2.0,1.0,2.2,11.2,0.0,6.0,3.0,1.0,2.0,6.0,1.4,8.8,0.08,0.0,2.4571428571428573,7.0,1.0,2.571428571428572,12.0,0.0,0.0,0.0,0.0,0.7428571428571429,4.0,0.0
AbstractBucketJoinProc.java,39.0,3.0,3.0,7.0,7.0,4.0,2.0,42.0,2.0,1.0,2.0,0.0,4.0,27.0,1.0,73.0,0.17,0.0,4.5,11.0,1.0,12.1,46.0,0.0,0.0,0.0,0.0,3.1,6.0,0.0
AbstractCliConfig.java,7.0,0.0,0.0,2.0,2.0,1.0,1.4,8.2,5.8,6.0,0.0,0.0,3.0,8.0,1.4,18.6,0.09,1.0,10.705882352941176,30.0,1.0,2.9411764705882355,12.0,0.0,0.0,0.0,0.0,0.7352941176470589,4.0,0.0
AbstractCommandHandler.java,7.0,0.0,0.0,2.0,2.0,2.0,2.0,9.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,73.0,0.37,1.0,1.5714285714285714,4.0,1.0,1.4285714285714286,4.0,0.0,0.0,0.0,0.0,0.2857142857142857,2.0,0.0
AbstractConstraintEventHandler.java,6.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.06,9.0,9.0,9.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AbstractCoreBlobstoreCliDriver.java,16.0,1.0,1.0,2.0,2.0,1.0,1.5,11.0,1.0,2.0,0.0,0.0,1.0,6.0,1.5,28.5,0.19,0.0,5.285714285714286,12.0,1.0,10.571428571428571,21.0,0.0,0.0,0.0,0.0,1.1428571428571428,2.0,0.0
AbstractCorrelationProcCtx.java,5.0,0.0,0.0,2.0,2.0,1.0,2.0,11.0,3.0,1.0,0.0,0.0,0.0,5.0,1.0,70.0,0.37,1.0,5.142857142857143,9.0,1.0,1.2857142857142858,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AbstractDeserializer.java,0.0,0.0,0.0,0.0,0.0,0.0,1.5,8.5,2.0,1.0,0.0,0.0,0.0,0.0,1.0,50.0,4.45,0.0,0.5,3.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AbstractEncodingAwareSerDe.java,8.0,0.0,0.0,2.0,2.0,1.0,1.0,12.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.74,1.0,3.857142857142857,10.0,1.0,2.4285714285714284,5.0,0.0,0.0,0.0,0.0,0.4285714285714285,1.0,0.0
AbstractEventHandler.java,4.0,0.0,0.0,1.0,1.0,1.0,2.0,6.0,19.0,1.0,0.0,1.0,0.0,1.0,1.0,33.0,0.74,1.0,12.0,23.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AbstractExpression.java,9.0,0.0,0.0,2.0,2.0,1.0,1.0,17.0,37.0,1.0,0.0,0.0,0.0,3.0,1.0,92.0,0.09,0.0,8.307692307692308,41.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
AbstractFileMergeOperator.java,21.0,1.0,5.0,4.0,4.0,1.0,2.0,19.0,2.0,1.0,1.0,0.0,2.0,14.0,2.0,82.0,0.38,1.0,6.583333333333333,19.0,1.0,8.0,24.0,0.0,0.0,0.0,0.0,1.5833333333333333,6.0,1.0
AbstractFilterStringColLikeStringScalar.java,14.0,1.0,1.0,3.0,3.0,1.0,1.75,6.25,0.25,10.0,0.0,9.0,1.0,23.0,1.125,17.375,0.31,1.0,4.842105263157895,18.0,1.0,2.8421052631578947,12.0,0.0,0.0,0.0,0.0,0.7894736842105263,5.0,0.0
AbstractGenericUDAFResolver.java,9.0,1.0,0.0,2.0,2.0,1.0,2.0,7.0,30.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.13,1.0,1.0,1.0,2.0,3.5,5.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0
AbstractGenericUDFReflect.java,15.0,0.0,1.0,3.0,3.0,2.0,1.0,14.0,2.0,1.0,0.0,3.0,0.0,6.0,2.0,50.0,0.37,1.0,6.0,11.0,1.0,5.2,10.0,0.0,0.0,0.0,0.0,1.2,3.0,0.0
AbstractHBaseKeyFactory.java,5.0,0.0,0.0,1.0,1.0,1.0,2.0,14.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,67.0,0.61,2.0,2.6666666666666665,3.0,2.0,2.6666666666666665,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AbstractHBaseKeyPredicateDecomposer.java,16.0,2.0,3.0,2.0,2.0,2.0,1.0,13.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.84,1.0,2.333333333333333,5.0,1.0,5.333333333333333,14.0,0.0,0.0,0.0,0.0,0.6666666666666666,2.0,0.0
AbstractHCatLoaderTest.java,22.0,1.0,2.0,2.0,2.0,1.0,1.0,35.0,3.0,2.0,8.0,5.0,7.0,5.0,1.5,44.0,0.13,0.0,6.222222222222222,27.0,1.0,7.407407407407407,22.0,0.0,0.0,0.0,0.0,0.8888888888888888,4.0,0.0
AbstractHCatStorerTest.java,27.0,2.0,2.0,2.0,2.0,1.0,1.0,21.5,3.5,2.0,1.0,6.0,0.0,11.0,2.0,34.0,0.13,0.0,5.735294117647059,20.0,1.0,9.147058823529411,24.0,0.0,0.0,0.0,0.0,0.6176470588235294,2.0,0.0
AbstractHiveAuthorizer.java,6.0,0.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.36,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AbstractHiveService.java,6.0,0.0,2.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,83.0,0.71,1.0,5.764705882352941,31.0,1.0,1.3529411764705883,3.0,0.0,0.0,0.0,0.0,0.1764705882352941,1.0,0.0
AbstractJdbcTriggersTest.java,14.0,1.0,0.0,2.0,2.0,1.0,1.0,35.0,3.0,1.0,2.0,5.0,1.0,5.0,1.0,78.0,0.12,0.0,7.727272727272727,27.0,0.0,6.454545454545454,23.0,0.0,0.0,0.0,0.0,0.5454545454545454,4.0,0.0
AbstractJoinTaskDispatcher.java,26.0,1.0,4.0,5.0,5.0,2.0,2.0,22.0,2.0,1.0,0.0,0.0,0.0,7.0,1.0,20.0,0.33,1.0,4.2,7.0,1.0,7.6,12.0,0.0,0.0,0.0,0.0,2.8,5.0,0.0
AbstractMapJoin.java,17.0,3.0,1.0,2.0,2.0,1.0,1.6666666666666667,14.333333333333334,3.333333333333333,1.0,4.0,0.0,3.0,2.0,1.6666666666666667,58.0,0.15,1.0,6.0,22.0,1.0,5.214285714285714,17.0,0.0,0.0,0.0,0.0,0.4285714285714285,1.0,0.0
AbstractMapJoinOperator.java,9.0,1.0,0.0,1.0,1.0,1.0,2.0,12.0,3.0,1.0,0.0,0.0,0.0,3.0,3.0,80.0,0.35,1.0,5.5,13.0,1.0,6.25,16.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0
AbstractMapJoinTableContainer.java,4.0,0.0,0.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,25.0,0.72,1.0,3.0,5.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AbstractMapOperator.java,7.0,0.0,1.0,2.0,2.0,1.0,3.0,22.0,2.0,2.0,0.0,0.0,1.0,6.0,2.0,80.0,0.49,1.0,3.6666666666666665,13.0,0.0,2.4166666666666665,10.0,0.0,0.0,0.0,0.0,0.4166666666666667,2.0,0.0
AbstractMessageHandler.java,3.0,0.0,0.0,1.0,1.0,1.0,2.0,6.0,23.0,1.0,0.0,0.0,0.0,1.0,1.0,75.0,0.71,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AbstractMetaStoreService.java,10.0,0.0,6.0,1.0,1.0,1.0,1.0,15.0,3.0,1.0,0.0,0.0,0.0,3.0,1.0,69.0,1.28,1.0,30.272727272727277,149.0,0.0,3.090909090909091,8.0,0.0,0.0,0.0,0.0,0.0909090909090909,1.0,0.0
AbstractOperatorBench.java,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AbstractOperatorDesc.java,4.0,0.0,0.0,1.0,1.0,1.0,2.0,11.0,32.0,1.0,0.0,0.0,0.0,2.0,1.0,90.0,0.26,0.0,4.304347826086956,18.0,0.0,1.2173913043478262,5.0,0.0,0.0,0.0,0.0,0.0434782608695652,1.0,0.0
AbstractOutputFormat.java,12.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,3.0,0.0,2.0,1.0,0.0,1.47,1.0,1.0,1.0,0.0,1.5,6.0,0.0,0.0,0.0,0.0,0.25,1.0,0.0
AbstractParquetMapInspector.java,10.0,1.0,0.0,3.0,3.0,2.0,1.3333333333333333,6.666666666666667,1.0,1.0,0.0,0.0,0.0,10.0,1.6666666666666667,20.666666666666668,0.1,0.0,1.8421052631578947,7.0,1.0,2.631578947368421,5.0,0.0,0.0,0.0,0.0,0.3157894736842105,2.0,0.0
AbstractPrimitiveJavaObjectInspector.java,4.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,20.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.87,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AbstractPrimitiveLazyObjectInspector.java,4.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,18.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.91,0.0,4.0,8.0,1.0,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AbstractPrimitiveObjectInspector.java,7.0,0.0,3.0,1.0,1.0,1.0,2.0,7.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,20.0,1.04,1.0,3.125,9.0,1.0,1.75,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AbstractPrimitiveWritableObjectInspector.java,4.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,18.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AbstractRecordWriter.java,14.0,0.0,1.0,3.0,3.0,1.0,1.6,23.0,1.2,3.0,1.0,3.0,4.0,9.0,1.2,34.2,0.25,0.0,4.883720930232558,16.0,0.0,7.1395348837209305,47.0,0.0,0.0,0.0,0.0,1.2790697674418603,4.0,0.0
AbstractRecordWriter.java,16.0,0.0,1.0,3.0,3.0,1.0,1.6,23.0,1.2,2.0,1.0,1.0,0.0,8.0,1.2,34.2,0.12,0.0,4.883720930232558,16.0,0.0,7.1395348837209305,47.0,0.0,0.0,0.0,0.0,1.2790697674418603,4.0,0.0
AbstractRowContainer.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.0,4.875,7.0,0.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AbstractSMBJoinProc.java,41.0,4.0,10.0,4.0,4.0,3.0,2.0,48.0,4.0,1.0,0.0,0.0,2.0,12.0,2.0,0.0,0.42,0.0,5.1,8.0,1.0,13.4,28.0,0.0,0.0,0.0,0.0,1.4,3.0,0.0
AbstractSSHCommand.java,3.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,82.0,0.38,3.0,5.3,9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AbstractSSHResult.java,5.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,71.0,0.43,1.0,3.8333333333333335,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AbstractSemanticAnalyzerHook.java,4.0,0.0,0.0,1.0,1.0,1.0,2.0,4.0,8.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.21,3.0,3.0,3.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AbstractSerDe.java,11.0,0.0,8.0,1.0,1.0,1.0,3.0,12.0,27.0,1.0,0.0,0.0,0.0,2.0,1.0,67.0,2.77,1.0,9.666666666666666,34.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AbstractSerializer.java,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.75,0.0,0.0,0.0,0.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AbstractService.java,9.0,0.0,4.0,1.0,1.0,1.0,2.0,10.0,4.0,1.0,0.0,0.0,2.0,2.0,1.0,78.0,1.13,1.0,5.636363636363637,12.0,1.0,2.1818181818181817,6.0,0.0,0.0,0.0,0.0,0.1818181818181818,1.0,0.0
AbstractStorageFormatDescriptor.java,4.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,6.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.43,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AbstractTestAuthorizationApiAuthorizer.java,9.0,0.0,1.0,1.0,1.0,1.0,1.9,6.1,0.2,11.0,1.0,0.0,1.0,6.0,1.0,8.8,0.23,0.0,1.8571428571428568,17.0,0.0,1.809523809523809,10.0,0.0,0.0,0.0,0.0,0.1428571428571428,2.0,0.0
AbstractTestGenericUDFOPNumeric.java,12.0,1.0,2.0,1.0,1.0,1.0,1.0,12.0,6.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.67,12.0,12.0,12.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AbstractTestParquetDirect.java,7.0,0.0,0.0,1.0,1.0,1.0,1.0,19.5,1.5,3.0,7.0,0.0,1.0,3.0,1.5,66.5,0.15,0.0,9.461538461538462,23.0,0.0,2.8461538461538463,8.0,0.0,0.0,0.0,0.0,0.2307692307692307,2.0,0.0
AbstractTestPhase.java,10.0,0.0,0.0,1.0,1.0,1.0,1.0,27.0,6.0,1.0,3.0,2.0,1.0,2.0,1.0,72.0,0.17,2.0,10.5,24.0,2.0,9.0,31.0,0.0,0.0,0.0,0.0,0.1666666666666666,1.0,0.0
AbstractVectorDesc.java,3.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,13.0,1.0,0.0,0.0,0.0,1.0,1.0,33.0,1.13,0.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AccumuloCompositeRowId.java,13.0,3.0,3.0,1.0,1.0,1.0,1.0,9.0,0.5,1.0,0.0,0.0,0.0,2.0,4.5,25.0,1.5,1.0,4.0,6.0,5.0,7.333333333333333,9.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0
AccumuloConnectionParameters.java,8.0,1.0,1.0,2.0,2.0,1.0,1.0,12.5,0.5,1.0,0.0,2.0,0.0,4.0,1.0,34.5,0.31,0.0,6.238095238095238,21.0,1.0,3.4761904761904763,9.0,0.0,0.0,0.0,0.0,0.3333333333333333,2.0,0.0
AccumuloDefaultIndexScanner.java,10.0,1.0,2.0,2.0,2.0,1.0,1.5,24.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,39.0,0.48,0.0,3.333333333333333,16.0,1.0,4.62962962962963,20.0,0.0,0.0,0.0,0.0,0.3333333333333333,4.0,0.0
AccumuloHiveConstants.java,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AccumuloHiveRow.java,8.0,0.0,0.0,2.0,2.0,2.0,1.3333333333333333,8.333333333333334,0.0,2.0,0.0,0.0,0.0,10.0,1.0,22.666666666666668,0.14,0.0,4.0,10.0,1.0,3.727272727272727,10.0,0.0,0.0,0.0,0.0,0.7272727272727273,3.0,0.0
AccumuloIndexDefinition.java,4.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,67.0,0.44,1.0,2.625,5.0,1.0,2.125,5.0,0.0,0.0,0.0,0.0,0.375,3.0,0.0
AccumuloIndexLexicoder.java,12.0,0.0,0.0,5.0,2.0,1.0,1.0,8.5,0.0,1.0,4.0,0.0,1.0,9.0,1.0,0.0,0.3,2.0,5.5,18.0,3.0,4.75,11.0,0.0,0.0,0.0,0.0,0.25,1.0,0.0
AccumuloIndexParameters.java,7.0,0.0,0.0,2.0,2.0,1.0,1.3333333333333333,8.666666666666666,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.3,0.0,2.1333333333333333,8.0,0.0,3.6,7.0,0.0,0.0,0.0,0.0,0.4666666666666667,2.0,0.0
AccumuloIndexScanner.java,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3.5,0.0,1.0,0.0,3.0,0.0,0.0,1.5,0.0,4.33,0.0,0.5,1.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AccumuloIndexScannerException.java,3.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AccumuloIndexedOutputFormat.java,16.0,1.0,0.0,3.0,3.0,1.0,1.5,22.0,0.5,2.0,6.0,1.0,3.0,13.0,1.5,35.0,0.1,3.0,5.071428571428571,11.0,1.0,6.214285714285714,17.0,0.0,0.0,0.0,0.0,1.5714285714285714,6.0,0.0
AccumuloPredicateHandler.java,20.0,2.0,5.0,3.0,3.0,2.0,1.0,67.5,0.0,1.0,1.0,0.0,2.0,7.0,1.0,54.5,0.36,1.0,6.325,20.0,1.0,12.45,32.0,0.0,0.0,0.0,0.0,0.55,2.0,0.0
AccumuloQTestUtil.java,7.0,1.0,0.0,2.0,2.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,1.05,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
AccumuloRangeGenerator.java,21.0,2.0,4.0,4.0,4.0,3.0,1.5,43.5,0.0,1.0,0.0,0.0,2.0,13.0,1.0,40.0,0.28,1.0,4.625,7.0,1.0,10.541666666666666,21.0,0.0,0.0,0.0,0.0,1.2083333333333333,6.0,0.0
AccumuloRowIdFactory.java,0.0,0.0,0.0,0.0,0.0,0.0,1.25,20.75,0.5,1.0,0.0,0.0,0.0,0.0,1.5,30.5,2.11,1.0,3.3684210526315788,8.0,0.0,5.684210526315789,16.0,0.0,0.0,0.0,0.0,0.2105263157894736,2.0,0.0
AccumuloRowSerializer.java,28.0,3.0,6.0,4.0,3.0,2.0,1.0,39.0,0.0,1.0,0.0,0.0,0.0,15.0,1.0,36.5,0.36,1.0,7.533333333333333,16.0,1.0,13.666666666666666,37.0,0.0,0.0,0.0,0.0,0.9333333333333332,4.0,0.0
AccumuloSerDe.java,8.0,1.0,0.0,1.0,1.0,1.0,1.0,29.0,0.0,1.0,0.0,0.0,0.0,3.0,1.5,40.5,0.21,0.0,4.222222222222222,21.0,1.0,5.407407407407407,48.0,0.0,0.0,0.0,0.0,0.3518518518518518,2.0,0.0
AccumuloSerDeParameters.java,9.0,1.0,1.0,2.0,2.0,1.0,1.0,21.5,0.0,1.0,2.0,0.0,0.0,4.0,1.5,41.0,0.27,0.0,4.142857142857143,14.0,1.0,2.9642857142857144,7.0,0.0,0.0,0.0,0.0,0.3571428571428571,2.0,0.0
AccumuloStorageHandler.java,16.0,2.0,1.0,3.0,3.0,1.0,2.0,37.0,0.0,1.0,0.0,0.0,1.0,11.0,1.5,78.5,0.16,0.0,4.35,15.0,0.0,8.075,20.0,0.0,0.0,0.0,0.0,0.5,4.0,0.0
AccumuloTestSetup.java,17.0,2.0,1.0,2.0,2.0,1.0,1.0,20.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,40.0,0.25,2.0,7.0,12.0,2.0,6.75,13.0,0.0,0.0,0.0,1.0,1.5,2.0,0.0
AcidCompactionHistoryService.java,8.0,0.0,0.0,2.0,2.0,1.0,2.0,13.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,38.0,0.47,1.0,3.5,7.0,1.0,4.25,11.0,0.0,0.0,0.0,0.0,0.5,2.0,0.0
AcidEventListener.java,10.0,1.0,1.0,2.0,2.0,1.0,1.0,12.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,40.0,0.47,3.0,4.5,9.0,4.0,5.5,7.0,0.0,0.0,0.0,0.0,0.75,1.0,0.0
AcidHouseKeeperService.java,8.0,0.0,0.0,2.0,2.0,1.0,2.0,13.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,38.0,0.5,1.0,4.5,9.0,1.0,4.25,11.0,0.0,0.0,0.0,0.0,0.5,2.0,0.0
AcidInputFormat.java,6.0,0.0,1.0,1.0,1.0,1.0,1.3333333333333333,7.0,0.0,6.0,0.0,6.0,0.0,2.0,1.0,37.66666666666666,1.24,0.0,2.526315789473684,7.0,1.0,3.842105263157895,15.0,0.0,0.0,0.0,0.0,0.1052631578947368,1.0,0.0
AcidOpenTxnsCounterService.java,8.0,0.0,0.0,2.0,2.0,1.0,2.0,10.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,56.0,0.48,1.0,3.75,8.0,1.0,3.75,9.0,0.0,0.0,0.0,0.0,0.5,2.0,0.0
AcidOutputFormat.java,6.0,0.0,3.0,1.0,1.0,1.0,2.0,12.0,1.0,2.0,0.0,2.0,0.0,3.0,1.0,94.0,0.8,1.0,8.135135135135135,37.0,1.0,1.5405405405405406,3.0,0.0,0.0,0.0,0.0,0.1081081081081081,2.0,0.0
AcidTable.java,6.0,0.0,2.0,1.0,1.0,1.0,1.1428571428571428,14.857142857142858,0.0,1.0,0.0,3.0,0.0,3.0,1.2857142857142858,19.428571428571427,0.71,1.0,5.368421052631579,18.0,1.0,6.947368421052632,32.0,0.0,0.0,0.0,0.0,0.3421052631578947,3.0,0.0
AcidTableSerializer.java,34.0,3.0,1.0,4.0,4.0,1.0,1.0,15.5,0.0,1.0,2.0,0.0,0.0,4.0,1.0,0.0,0.31,1.0,4.0,7.0,15.0,19.75,27.0,0.0,0.0,0.0,0.0,1.25,3.0,0.0
