Name,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,Bugs
AMReporter.java,11.0,0.0,11.0,0.0,2.0,2.0,2.0,10.0,101.0,101.0,0.0,9.0,0.0,1.0,32.0,32.0,32.0,29.0,32.0,32.0,8.0,0.0,3.0,21.0,121.0,476.0,56.0,380.0,146.0,197.0,40.0,125.0,62.0,186.0,250.0,129.0,143.0,1.0,8.0,8.0,8.0,2.0,4.0,0.0,0.0,0.11,58.0,58.0,61.0,0.0
ASTBuilder.java,12.0,0.0,11.0,0.0,3.0,1.0,3.0,1.0,21.0,21.0,0.0,1.0,14.0,0.0,18.0,18.0,4.0,1.0,18.0,18.0,18.0,0.0,0.0,0.0,170.0,276.0,29.0,223.0,60.0,154.0,24.0,83.0,42.0,123.0,149.0,56.0,108.0,1.0,23.0,6.0,23.0,1.0,2.0,72.0,17.0,0.11,46.0,26.0,46.0,1.0
ASTConverter.java,17.0,1.0,14.0,2.0,3.0,3.0,4.0,7.0,101.0,101.0,0.0,7.0,2.0,2.0,34.0,34.0,32.0,24.0,34.0,34.0,9.0,8.0,2.0,15.0,123.0,733.0,98.0,555.0,219.0,329.0,80.0,172.0,947.0,294.0,432.0,220.0,279.0,3.0,14.0,14.0,14.0,2.0,4.0,0.0,0.0,0.14,117.0,117.0,125.0,1.0
ASTErrorNode.java,2.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,6.0,6.0,0.0,1.0,0.0,1.0,5.0,5.0,5.0,1.0,5.0,31.0,0.0,0.0,0.0,5.0,4.0,49.0,8.0,21.0,18.0,6.0,20.0,8.0,4.0,12.0,18.0,13.0,5.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.95,5.0,5.0,5.0,0.0
ASTNode.java,10.0,1.0,8.0,1.0,2.0,2.0,3.0,4.0,14.0,14.0,1.0,1.0,0.0,1.0,26.0,26.0,26.0,7.0,26.0,32.0,0.0,8.0,0.0,18.0,301.0,350.0,53.0,240.0,75.0,133.0,57.0,141.0,113.0,123.0,178.0,67.0,129.0,1.0,11.0,11.0,15.0,2.0,4.0,77.5,69.0,0.24,58.0,58.0,71.0,1.0
ASTNodeOrigin.java,7.0,0.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,6.0,6.0,6.0,5.0,6.0,6.0,0.0,0.0,0.0,6.0,11.0,95.0,9.0,31.0,14.0,10.0,55.0,5.0,5.0,16.0,23.0,13.0,10.0,1.0,1.0,1.0,1.0,1.0,0.0,67.0,67.0,1.77,6.0,6.0,6.0,0.0
ATSHook.java,15.0,1.0,14.0,2.0,1.0,1.0,1.0,4.0,43.0,43.0,0.0,7.0,0.0,6.0,15.0,7.0,15.0,13.0,15.0,7.0,3.0,0.0,0.0,12.0,54.0,227.0,27.0,178.0,68.0,118.0,37.0,61.0,22.0,109.0,128.0,62.0,89.0,2.0,8.0,6.0,8.0,2.0,2.0,0.0,0.0,0.21,19.0,17.0,19.0,1.0
AbortDroneException.java,3.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,29.0,1.0,10.0,5.0,3.0,18.0,0.0,0.0,4.0,7.0,5.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.8,2.0,2.0,2.0,0.0
AbortTxnRequest.java,7.0,0.0,6.0,1.0,2.0,2.0,2.0,11.0,47.0,47.0,0.0,6.0,3.0,6.0,38.0,36.0,35.0,5.0,38.0,30.0,1.0,2.0,0.0,35.0,82.0,387.0,64.0,297.0,104.0,144.0,29.0,77.0,60.0,139.0,207.0,91.0,124.0,1.0,5.0,5.0,7.0,2.0,3.0,0.0,0.0,0.1,61.0,61.0,63.0,0.0
AbstractBucketJoinProc.java,38.0,3.0,32.0,3.0,7.0,7.0,7.0,2.0,40.0,40.0,2.0,1.0,2.0,0.0,11.0,12.0,10.0,1.0,12.0,12.0,0.0,4.0,3.0,5.0,44.0,515.0,52.0,395.0,155.0,236.0,69.0,118.0,1065.0,193.0,282.0,137.0,205.0,5.0,26.0,26.0,29.0,1.0,6.0,73.0,73.0,0.17,75.0,75.0,82.0,0.0
AbstractCommandHandler.java,7.0,0.0,7.0,0.0,2.0,2.0,2.0,2.0,9.0,9.0,1.0,1.0,0.0,0.0,8.0,8.0,8.0,6.0,8.0,8.0,0.0,0.0,0.0,8.0,11.0,110.0,18.0,67.0,30.0,26.0,25.0,10.0,11.0,31.0,46.0,24.0,24.0,1.0,5.0,5.0,7.0,1.0,2.0,73.0,73.0,0.37,13.0,13.0,16.0,0.0
AbstractCorrelationProcCtx.java,4.0,0.0,4.0,0.0,1.0,1.0,1.0,2.0,6.0,6.0,2.0,1.0,0.0,0.0,8.0,8.0,8.0,5.0,8.0,8.0,0.0,0.0,0.0,8.0,33.0,80.0,14.0,44.0,23.0,12.0,22.0,9.0,7.0,26.0,35.0,23.0,12.0,1.0,1.0,1.0,1.0,1.0,0.0,70.0,70.0,0.5,8.0,8.0,8.0,0.0
AbstractDeserializer.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,16.0,4.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,6.0,0.0,0.0,0.0,4.0,3.0,68.0,8.0,11.0,10.0,0.0,49.0,3.0,1.0,9.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,50.0,50.0,4.45,0.0,0.0,0.0,0.0
AbstractEncodingAwareSerDe.java,8.0,0.0,8.0,0.0,2.0,2.0,2.0,1.0,12.0,12.0,1.0,1.0,0.0,1.0,3.0,7.0,7.0,1.0,7.0,16.0,0.0,0.0,4.0,3.0,26.0,87.0,12.0,43.0,27.0,11.0,32.0,17.0,6.0,23.0,30.0,21.0,11.0,0.0,2.0,2.0,3.0,2.0,1.0,0.0,0.0,0.74,6.0,6.0,7.0,0.0
AbstractExpression.java,8.0,0.0,8.0,0.0,2.0,2.0,2.0,1.0,15.0,15.0,34.0,1.0,0.0,1.0,11.0,12.0,12.0,2.0,12.0,12.0,0.0,0.0,10.0,2.0,100.0,150.0,16.0,121.0,59.0,56.0,13.0,43.0,22.0,82.0,105.0,58.0,63.0,2.0,3.0,3.0,3.0,1.0,2.0,91.0,91.0,0.11,22.0,22.0,22.0,0.0
AbstractFileMergeOperator.java,20.0,1.0,16.0,4.0,3.0,3.0,3.0,2.0,17.0,17.0,2.0,1.0,0.0,2.0,10.0,10.0,10.0,16.0,10.0,120.0,0.0,2.0,4.0,4.0,52.0,279.0,21.0,195.0,66.0,115.0,63.0,68.0,33.0,105.0,137.0,59.0,91.0,3.0,8.0,8.0,8.0,2.0,5.0,76.0,71.0,0.32,30.0,30.0,32.0,1.0
AbstractFilterStringColLikeStringScalar.java,12.0,1.0,11.0,1.0,3.0,3.0,3.0,12.0,35.0,35.0,2.0,9.0,0.0,1.0,23.0,26.0,26.0,14.0,26.0,35.0,7.0,1.0,1.0,17.0,65.0,429.0,56.0,296.0,86.0,156.0,77.0,44.0,143.0,139.0,217.0,92.0,127.0,1.0,24.0,24.0,24.0,2.0,5.0,0.0,0.0,0.26,68.0,68.0,68.0,0.0
AbstractGenericUDAFResolver.java,9.0,1.0,8.0,0.0,2.0,2.0,2.0,2.0,6.0,6.0,21.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,56.0,6.0,23.0,12.0,6.0,27.0,7.0,3.0,6.0,10.0,6.0,4.0,1.5,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.17,3.0,3.0,3.0,0.0
AbstractGenericUDFEWAHBitmapBop.java,15.0,1.0,13.0,0.0,2.0,2.0,2.0,1.0,22.0,22.0,2.0,1.0,0.0,0.0,6.0,7.0,7.0,3.0,7.0,41.0,1.0,0.0,3.0,3.0,19.0,146.0,19.0,106.0,49.0,58.0,21.0,32.0,19.0,59.0,75.0,46.0,43.0,2.5,4.0,4.0,4.0,2.0,1.0,67.0,61.0,0.2,14.0,14.0,14.0,0.0
AbstractGenericUDFReflect.java,15.0,0.0,14.0,1.0,3.0,3.0,5.0,1.0,14.0,14.0,2.0,1.0,0.0,0.0,4.0,5.0,5.0,4.0,5.0,39.0,3.0,0.0,1.0,1.0,30.0,108.0,11.0,71.0,25.0,37.0,26.0,26.0,19.0,40.0,54.0,27.0,29.0,2.0,6.0,6.0,13.0,2.0,3.0,50.0,50.0,0.37,13.0,13.0,20.0,0.0
AbstractHBaseKeyFactory.java,5.0,0.0,5.0,0.0,1.0,1.0,1.0,2.0,14.0,14.0,2.0,1.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,8.0,53.0,8.0,28.0,19.0,5.0,17.0,8.0,3.0,17.0,21.0,16.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,67.0,67.0,0.61,3.0,3.0,3.0,0.0
AbstractHBaseKeyPredicateDecomposer.java,16.0,2.0,12.0,3.0,2.0,2.0,2.0,1.0,13.0,13.0,1.0,1.0,0.0,1.0,2.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,2.0,1.0,7.0,80.0,10.0,38.0,19.0,18.0,32.0,16.0,4.0,25.0,30.0,18.0,16.0,1.0,3.0,3.0,3.0,1.0,2.0,0.0,0.0,0.84,4.0,4.0,4.0,0.0
AbstractHiveAuthorizer.java,8.0,0.0,4.0,4.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,41.0,4.0,7.0,4.0,1.0,30.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.29,1.0,1.0,1.0,0.0
AbstractHiveService.java,6.0,0.0,4.0,2.0,1.0,1.0,1.0,1.0,7.0,7.0,1.0,1.0,0.0,0.0,17.0,17.0,17.0,6.0,17.0,17.0,0.0,0.0,3.0,14.0,69.0,159.0,22.0,78.0,30.0,30.0,59.0,22.0,19.0,36.0,58.0,31.0,28.0,1.0,2.0,2.0,2.0,1.0,1.0,81.0,78.0,0.76,20.0,20.0,20.0,0.0
AbstractIndexHandler.java,6.0,0.0,6.0,0.0,2.0,2.0,2.0,2.0,9.0,9.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,2.0,58.0,7.0,28.0,14.0,9.0,23.0,9.0,5.0,17.0,23.0,14.0,10.0,1.0,3.0,3.0,3.0,1.0,2.0,0.0,0.0,0.82,5.0,5.0,5.0,0.0
AbstractJoinTaskDispatcher.java,26.0,1.0,21.0,4.0,5.0,5.0,5.0,2.0,21.0,21.0,2.0,1.0,0.0,0.0,5.0,6.0,6.0,1.0,6.0,6.0,0.0,0.0,2.0,4.0,21.0,186.0,14.0,129.0,51.0,68.0,43.0,38.0,43.0,63.0,97.0,49.0,60.0,6.0,7.0,7.0,7.0,1.0,5.0,20.0,20.0,0.33,25.0,25.0,26.0,0.0
AbstractMapJoinOperator.java,9.0,1.0,8.0,0.0,1.0,1.0,1.0,2.0,12.0,12.0,3.0,1.0,0.0,1.0,7.0,7.0,7.0,5.0,7.0,153.0,0.0,0.0,3.0,4.0,22.0,120.0,20.0,75.0,40.0,33.0,26.0,25.0,7.0,42.0,54.0,33.0,25.0,1.5,3.0,3.0,3.0,3.0,1.0,80.0,80.0,0.35,10.0,10.0,10.0,1.0
AbstractMapJoinTableContainer.java,4.0,0.0,4.0,0.0,1.0,1.0,1.0,2.0,5.0,5.0,1.0,1.0,1.0,2.0,4.0,4.0,3.0,1.0,4.0,4.0,0.0,0.0,3.0,1.0,9.0,51.0,8.0,25.0,14.0,9.0,18.0,6.0,3.0,14.0,19.0,13.0,7.0,1.0,1.0,1.0,1.0,1.0,0.0,25.0,25.0,0.72,4.0,4.0,4.0,0.0
AbstractOperatorDesc.java,4.0,0.0,4.0,0.0,1.0,1.0,1.0,2.0,7.0,7.0,30.0,1.0,0.0,0.0,11.0,11.0,11.0,5.0,11.0,11.0,0.0,0.0,0.0,11.0,42.0,87.0,17.0,53.0,30.0,13.0,17.0,11.0,11.0,20.0,32.0,21.0,11.0,1.0,1.0,1.0,1.0,1.0,0.0,82.0,82.0,0.32,11.0,11.0,11.0,1.0
AbstractOutputFormat.java,12.0,1.0,11.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,4.0,4.0,0.0,4.0,4.0,3.0,0.0,0.0,1.0,4.0,50.0,8.0,17.0,8.0,8.0,25.0,6.0,2.0,11.0,14.0,8.0,7.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.47,2.0,2.0,2.0,0.0
AbstractParquetMapInspector.java,10.0,1.0,9.0,0.0,3.0,3.0,3.0,4.0,21.0,21.0,3.0,1.0,0.0,0.0,13.0,13.0,13.0,2.0,13.0,34.0,0.0,0.0,0.0,13.0,36.0,173.0,26.0,134.0,48.0,68.0,13.0,50.0,40.0,57.0,90.0,37.0,58.0,1.0,10.0,10.0,10.0,2.0,2.0,0.0,0.0,0.1,33.0,33.0,35.0,0.0
AbstractPrimitiveJavaObjectInspector.java,4.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,19.0,1.0,0.0,0.0,5.0,5.0,5.0,0.0,5.0,15.0,0.0,0.0,2.0,3.0,2.0,49.0,6.0,23.0,12.0,5.0,20.0,3.0,3.0,7.0,13.0,8.0,5.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.87,5.0,5.0,5.0,0.0
AbstractPrimitiveLazyObjectInspector.java,4.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,17.0,1.0,0.0,0.0,4.0,4.0,4.0,0.0,4.0,14.0,0.0,0.0,2.0,2.0,8.0,48.0,6.0,22.0,13.0,4.0,20.0,3.0,2.0,9.0,14.0,10.0,4.0,1.5,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.91,5.0,5.0,5.0,0.0
AbstractPrimitiveObjectInspector.java,7.0,0.0,4.0,3.0,1.0,1.0,1.0,2.0,7.0,7.0,3.0,1.0,0.0,0.0,10.0,10.0,10.0,1.0,10.0,10.0,0.0,0.0,2.0,8.0,24.0,107.0,13.0,46.0,25.0,10.0,48.0,14.0,8.0,15.0,26.0,16.0,10.0,1.0,1.0,1.0,1.0,1.0,0.0,20.0,20.0,1.04,10.0,10.0,10.0,0.0
AbstractPrimitiveWritableObjectInspector.java,4.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,17.0,1.0,0.0,0.0,4.0,4.0,4.0,0.0,4.0,14.0,0.0,0.0,2.0,2.0,1.0,46.0,6.0,20.0,11.0,4.0,20.0,2.0,2.0,6.0,11.0,7.0,4.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,0.0
AbstractRecordWriter.java,13.0,0.0,12.0,1.0,3.0,3.0,3.0,2.0,39.0,39.0,2.0,1.0,1.0,1.0,13.0,18.0,17.0,12.0,18.0,18.0,1.0,5.0,6.0,6.0,53.0,273.0,31.0,200.0,82.0,101.0,43.0,69.0,28.0,110.0,142.0,77.0,77.0,2.0,8.0,8.0,8.0,1.0,2.0,85.0,78.0,0.21,34.0,34.0,35.0,0.0
AbstractRowContainer.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,39.0,59.0,10.0,14.0,12.0,0.0,35.0,6.0,0.0,10.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0
AbstractSMBJoinProc.java,41.0,4.0,27.0,10.0,4.0,4.0,5.0,2.0,48.0,48.0,4.0,1.0,0.0,0.0,11.0,12.0,12.0,0.0,12.0,24.0,0.0,2.0,7.0,3.0,51.0,537.0,61.0,335.0,134.0,201.0,141.0,134.0,93.0,175.0,227.0,109.0,163.0,4.5,12.0,12.0,15.0,2.0,3.0,0.0,0.0,0.42,49.0,49.0,55.0,1.0
AbstractSSHCommand.java,3.0,0.0,3.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,11.0,11.0,11.0,7.0,11.0,11.0,0.0,0.0,0.0,11.0,53.0,70.0,4.0,48.0,22.0,15.0,18.0,10.0,10.0,23.0,35.0,21.0,14.0,1.0,1.0,1.0,1.0,1.0,0.0,82.0,82.0,0.38,11.0,11.0,11.0,0.0
AbstractSSHResult.java,5.0,0.0,5.0,0.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,0.0,0.0,7.0,7.0,7.0,6.0,7.0,7.0,0.0,0.0,0.0,7.0,23.0,62.0,2.0,42.0,22.0,12.0,18.0,6.0,6.0,19.0,27.0,15.0,12.0,1.0,1.0,1.0,1.0,1.0,0.0,71.0,71.0,0.43,7.0,7.0,7.0,0.0
AbstractSemanticAnalyzerHook.java,4.0,0.0,4.0,0.0,1.0,1.0,1.0,2.0,4.0,4.0,8.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,6.0,37.0,6.0,14.0,10.0,1.0,17.0,1.0,2.0,5.0,8.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.21,2.0,2.0,2.0,0.0
AbstractSerDe.java,11.0,0.0,4.0,8.0,1.0,1.0,1.0,2.0,12.0,12.0,20.0,1.0,0.0,0.0,3.0,9.0,9.0,1.0,9.0,9.0,0.0,0.0,0.0,9.0,10.0,127.0,15.0,30.0,22.0,4.0,83.0,9.0,3.0,17.0,21.0,18.0,3.0,0.0,2.0,2.0,2.0,1.0,0.0,67.0,67.0,2.77,4.0,4.0,4.0,0.0
AbstractSerializer.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,7.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,65.0,8.0,12.0,11.0,0.0,45.0,3.0,0.0,9.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.75,0.0,0.0,0.0,0.0
AbstractService.java,9.0,0.0,5.0,4.0,1.0,1.0,1.0,2.0,10.0,10.0,4.0,1.0,0.0,1.0,12.0,12.0,12.0,5.0,12.0,12.0,0.0,2.0,0.0,10.0,57.0,184.0,22.0,76.0,35.0,29.0,86.0,24.0,13.0,34.0,50.0,26.0,26.0,1.0,2.0,2.0,4.0,1.0,1.0,78.0,65.0,1.13,14.0,14.0,16.0,0.0
AbstractStorageFormatDescriptor.java,4.0,0.0,4.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,28.0,4.0,7.0,4.0,1.0,17.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.43,1.0,1.0,1.0,0.0
AbstractTestAuthorizationApiAuthorizer.java,9.0,0.0,8.0,1.0,1.0,1.0,1.0,19.0,61.0,61.0,2.0,11.0,1.0,3.0,20.0,21.0,20.0,0.0,21.0,20.0,0.0,1.0,1.0,19.0,39.0,211.0,23.0,153.0,63.0,76.0,36.0,41.0,26.0,69.0,95.0,54.0,52.0,1.0,4.0,4.0,4.0,1.0,2.0,0.0,0.0,0.24,24.0,24.0,24.0,0.0
AbstractTestGenericUDFOPNumeric.java,12.0,1.0,9.0,2.0,1.0,1.0,1.0,1.0,12.0,12.0,6.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,12.0,56.0,6.0,30.0,22.0,11.0,20.0,6.0,1.0,19.0,22.0,19.0,8.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.67,2.0,2.0,2.0,0.0
AbstractTestParquetDirect.java,7.0,0.0,6.0,0.0,1.0,1.0,1.0,2.0,39.0,39.0,3.0,3.0,7.0,2.0,13.0,14.0,7.0,5.0,14.0,13.0,0.0,1.0,0.0,13.0,123.0,173.0,27.0,128.0,75.0,50.0,19.0,37.0,15.0,76.0,95.0,65.0,42.0,1.0,3.0,3.0,3.0,2.0,2.0,66.5,64.0,0.15,16.0,16.0,16.0,0.0
AbstractTestPhase.java,10.0,0.0,9.0,0.0,1.0,1.0,1.0,1.0,27.0,27.0,6.0,1.0,3.0,12.0,6.0,6.0,3.0,17.0,6.0,6.0,2.0,1.0,2.0,1.0,62.0,139.0,12.0,108.0,60.0,55.0,19.0,54.0,7.0,81.0,89.0,59.0,33.0,1.0,2.0,2.0,2.0,1.0,1.0,72.0,72.0,0.18,7.0,7.0,7.0,0.0
AbstractVectorDesc.java,4.0,0.0,4.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,3.0,7.0,4.0,1.0,17.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.43,1.0,1.0,1.0,0.0
AccumuloCompositeRowId.java,13.0,3.0,7.0,3.0,1.0,1.0,1.0,2.0,18.0,18.0,1.0,1.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,68.0,0.0,0.0,0.0,3.0,12.0,95.0,15.0,32.0,20.0,12.0,48.0,22.0,4.0,23.0,28.0,20.0,13.0,1.0,2.0,2.0,2.0,5.0,1.0,25.0,25.0,1.5,4.0,4.0,4.0,0.0
AccumuloConnectionParameters.java,9.0,1.0,7.0,2.0,2.0,2.0,2.0,2.0,27.0,27.0,1.0,1.0,0.0,9.0,17.0,17.0,17.0,2.0,17.0,23.0,3.0,0.0,0.0,14.0,106.0,230.0,39.0,142.0,56.0,78.0,49.0,79.0,41.0,75.0,105.0,56.0,61.0,1.0,4.0,4.0,4.0,1.0,2.0,35.5,29.5,0.35,29.0,29.0,30.0,0.0
AccumuloHiveConstants.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,7.0,14.0,13.0,10.0,21.0,0.0,0.0,9.0,10.0,10.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0
AccumuloHiveRow.java,8.0,0.0,8.0,0.0,2.0,2.0,2.0,4.0,25.0,25.0,0.0,2.0,0.0,0.0,21.0,21.0,21.0,5.0,21.0,25.0,0.0,0.0,0.0,21.0,88.0,247.0,36.0,185.0,63.0,97.0,26.0,82.0,63.0,93.0,143.0,62.0,93.0,1.0,10.0,10.0,10.0,1.0,3.0,29.0,29.0,0.14,44.0,44.0,46.0,0.0
AccumuloPredicateHandler.java,19.0,2.0,13.0,5.0,3.0,3.0,3.0,2.0,134.0,134.0,0.0,1.0,1.0,6.0,16.0,16.0,15.0,0.0,16.0,41.0,0.0,2.0,1.0,13.0,246.0,426.0,50.0,277.0,128.0,161.0,99.0,495.0,144.0,168.0,213.0,118.0,132.0,1.0,7.0,7.0,9.0,1.0,2.0,54.5,46.0,0.36,46.0,46.0,48.0,1.0
AccumuloQTestUtil.java,6.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,87.0,0.0,0.0,0.0,2.0,0.0,38.0,4.0,13.0,7.0,3.0,21.0,0.0,1.0,5.0,8.0,5.0,3.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.62,2.0,2.0,2.0,0.0
AccumuloRangeGenerator.java,29.0,3.0,22.0,6.0,6.0,6.0,6.0,3.0,79.0,79.0,0.0,1.0,0.0,1.0,9.0,9.0,9.0,3.0,9.0,17.0,0.0,0.0,7.0,2.0,66.0,338.0,36.0,237.0,75.0,140.0,75.0,174.0,244.0,119.0,179.0,75.0,113.0,2.0,14.0,13.0,15.0,1.0,6.0,39.0,33.5,0.32,54.0,53.0,55.0,0.0
AccumuloRowIdFactory.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,80.0,80.0,2.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,25.0,0.0,0.0,0.0,5.0,64.0,67.0,8.0,19.0,18.0,0.0,40.0,105.0,23.0,15.0,16.0,16.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,29.0,29.0,2.11,0.0,0.0,0.0,0.0
AccumuloRowSerializer.java,28.0,3.0,19.0,6.0,4.0,3.0,4.0,2.0,78.0,78.0,0.0,1.0,0.0,1.0,11.0,11.0,11.0,6.0,11.0,16.0,0.0,0.0,9.0,2.0,113.0,381.0,45.0,247.0,92.0,152.0,89.0,205.0,91.0,141.0,180.0,85.0,120.0,2.0,15.0,12.0,15.0,1.0,4.0,36.5,31.0,0.36,39.0,36.0,41.0,0.0
AccumuloSerDe.java,8.0,1.0,7.0,0.0,1.0,1.0,1.0,5.0,113.0,113.0,0.0,1.0,0.0,1.0,11.0,11.0,11.0,4.0,11.0,71.0,0.0,0.0,2.0,9.0,227.0,157.0,26.0,108.0,53.0,48.0,23.0,291.0,76.0,58.0,75.0,49.0,35.0,1.0,3.0,3.0,3.0,2.0,2.0,40.0,40.0,0.21,16.0,16.0,16.0,0.0
AccumuloSerDeParameters.java,9.0,1.0,6.0,1.0,2.0,2.0,2.0,2.0,40.0,40.0,0.0,1.0,2.0,10.0,23.0,23.0,21.0,5.0,23.0,45.0,0.0,0.0,3.0,20.0,115.0,292.0,54.0,185.0,82.0,93.0,53.0,82.0,39.0,102.0,141.0,79.0,81.0,1.0,4.0,4.0,4.0,2.0,2.0,39.5,39.5,0.29,38.0,38.0,42.0,0.0
AccumuloStorageHandler.java,15.0,1.0,12.0,1.0,3.0,3.0,3.0,4.0,77.0,77.0,0.0,1.0,0.0,2.0,21.0,21.0,21.0,4.0,21.0,48.0,0.0,0.0,3.0,18.0,150.0,408.0,54.0,305.0,125.0,154.0,49.0,280.0,132.0,142.0,196.0,100.0,121.0,1.0,9.0,9.0,9.0,2.0,4.0,71.5,71.0,0.16,57.0,57.0,58.0,0.0
