Name,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,Bugs
GenTezWork.java,87.0,8.0,56.0,23.0,10.0,10.0,11.0,5.0,94.0,94.0,0.0,1.0,0.0,1.0,5.0,5.0,5.0,1.0,5.0,33.0,0.0,3.0,0.0,2.0,85.0,506.0,51.0,317.0,94.0,217.0,138.0,170.0,51352723.0,191.0,250.0,96.0,184.0,1.0,45.0,45.0,50.0,2.0,7.0,15.0,2.5,0.44,51.0,51.0,56.0,1.0
GenVectorCode.java,20.0,1.0,18.0,1.0,3.0,3.0,3.0,1.0,13.0,13.0,0.0,1.0,9.0,2.0,96.0,96.0,87.0,9.0,96.0,96.0,6.0,85.0,0.0,5.0,672.0,2893.0,305.0,2437.0,1397.0,2161.0,151.0,547.0,239.0,1169.0,1410.0,655.0,1008.0,1.0,75.0,75.0,78.0,2.0,2.0,80.0,70.0,0.06,246.0,246.0,262.0,1.0
GenericUDAFAverage.java,12.0,1.0,11.0,1.0,2.0,2.0,2.0,9.0,90.0,90.0,2.0,8.0,1.0,1.0,32.0,39.0,38.0,12.0,39.0,164.0,0.0,1.0,23.0,15.0,120.0,460.0,56.0,364.0,157.0,185.0,40.0,102.0,63.0,167.0,223.0,120.0,120.0,1.0,16.0,5.0,16.0,4.0,3.0,0.0,0.0,0.11,72.0,60.0,77.0,1.0
GenericUDAFComputeStats.java,15.0,2.0,13.0,1.0,2.0,2.0,3.0,17.0,196.0,196.0,8.0,17.0,0.0,3.0,66.0,70.0,70.0,80.0,70.0,252.0,0.0,2.0,23.0,45.0,317.0,1385.0,232.0,1014.0,370.0,597.0,156.0,324.0,234.0,586.0,725.0,285.0,498.0,1.0,17.0,10.0,17.0,3.0,4.0,0.0,0.0,0.15,145.0,132.0,176.0,1.0
GenericUDAFCovarianceSample.java,36.0,2.0,34.0,1.0,15.0,5.0,15.0,2.0,15.0,15.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,28.0,0.0,0.0,0.0,2.0,17.0,123.0,10.0,87.0,24.0,53.0,28.0,8.0,27.0,19.0,30.0,13.0,17.0,14.5,26.0,6.0,26.0,3.0,2.0,0.0,0.0,0.32,29.0,9.0,29.0,0.0
GenericUDF.java,12.0,0.0,11.0,1.0,3.0,2.0,3.0,212.0,3138.0,3138.0,155.0,3.0,0.0,1.0,34.0,39.0,39.0,1.0,39.0,6181.0,2.0,0.0,21.0,16.0,4232.0,564.0,52.0,408.0,153.0,232.0,104.0,4905.0,4421.0,192.0,262.0,128.0,164.0,1.0,8.0,7.0,12.0,5.0,2.0,33.0,33.0,0.25,89.0,68.0,95.0,1.0
GenericUDFFormatNumber.java,55.0,4.0,50.0,1.0,11.0,5.0,11.0,1.0,23.0,23.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,5.0,3.0,37.0,0.0,0.0,0.0,3.0,42.0,231.0,19.0,184.0,51.0,132.0,28.0,29.0,82.0,75.0,90.0,40.0,55.0,14.0,17.0,7.0,17.0,2.0,3.0,60.0,60.0,0.15,32.0,14.0,33.0,0.0
GrantRevokeRoleRequest.java,13.0,1.0,11.0,1.0,3.0,3.0,4.0,11.0,54.0,54.0,0.0,6.0,3.0,13.0,68.0,66.0,65.0,17.0,68.0,60.0,1.0,2.0,0.0,65.0,261.0,1059.0,117.0,874.0,176.0,560.0,89.0,215.0,27433.0,403.0,611.0,154.0,494.0,1.0,23.0,23.0,51.0,2.0,3.0,0.0,0.0,0.1,231.0,201.0,266.0,0.0
HBaseReadWrite.java,17.0,0.0,12.0,5.0,3.0,3.0,3.0,6.0,112.0,112.0,0.0,6.0,4.0,37.0,128.0,128.0,124.0,26.0,128.0,141.0,92.0,29.0,1.0,6.0,891.0,2571.0,201.0,1714.0,691.0,1140.0,658.0,849.0,3914.0,1007.0,1359.0,654.0,1044.0,2.0,16.0,16.0,23.0,2.0,4.0,25.0,25.0,0.38,330.0,330.0,349.0,1.0
HBaseStore.java,16.0,0.0,15.0,1.0,3.0,3.0,3.0,7.0,246.0,246.0,0.0,2.0,3.0,1.0,140.0,140.0,137.0,10.0,140.0,238.0,3.0,18.0,0.0,119.0,1453.0,2511.0,198.0,2175.0,690.0,1369.0,141.0,2739.0,1022.0,1016.0,1446.0,501.0,1078.0,2.0,11.0,10.0,11.0,2.0,6.0,71.0,58.0,0.06,382.0,368.0,394.0,1.0
HBaseUtils.java,19.0,0.0,15.0,3.0,3.0,3.0,4.0,4.0,150.0,150.0,0.0,4.0,65.0,4.0,67.0,67.0,2.0,5.0,67.0,67.0,46.0,19.0,0.0,2.0,359.0,1423.0,89.0,1099.0,350.0,725.0,235.0,846.0,112457.0,597.0,845.0,317.0,660.0,2.0,24.0,24.0,24.0,2.0,3.0,0.0,0.0,0.21,234.0,223.0,235.0,0.0
HCatBaseInputFormat.java,29.0,3.0,19.0,7.0,3.0,3.0,3.0,1.0,44.0,44.0,1.0,1.0,6.0,0.0,9.0,9.0,3.0,1.0,9.0,9.0,0.0,4.0,1.0,4.0,46.0,340.0,42.0,206.0,102.0,113.0,92.0,77.0,40.0,111.0,145.0,89.0,87.0,2.0,9.0,7.0,10.0,2.0,3.0,100.0,100.0,0.45,29.0,27.0,30.0,0.0
HCatClientHMSImpl.java,16.0,0.0,15.0,0.0,3.0,3.0,4.0,3.0,88.0,88.0,0.0,3.0,2.0,1.0,58.0,58.0,56.0,5.0,58.0,103.0,1.0,9.0,0.0,48.0,318.0,1103.0,91.0,956.0,278.0,601.0,61.0,325.0,228.0,350.0,490.0,195.0,341.0,3.0,9.0,9.0,10.0,2.0,3.0,67.0,50.0,0.06,202.0,202.0,207.0,1.0
HCatConstants.java,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,0.0,1.0,0.0,73.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,211.0,35.0,89.0,86.0,75.0,88.0,0.0,0.0,77.0,79.0,79.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.99,1.0,1.0,1.0,1.0
HCatSemanticAnalyzer.java,86.0,11.0,63.0,13.0,36.0,8.0,36.0,2.0,56.0,56.0,3.0,1.0,0.0,0.0,4.0,4.0,4.0,2.0,4.0,26.0,0.0,1.0,1.0,2.0,176.0,406.0,52.0,288.0,70.0,214.0,68.0,83.0,18866.0,95.0,128.0,63.0,86.0,2.0,68.0,21.0,68.0,3.0,4.0,69.5,41.5,0.24,143.0,33.0,143.0,0.0
HWISessionItem.java,13.0,0.0,9.0,4.0,2.0,2.0,2.0,3.0,35.0,35.0,0.0,2.0,0.0,1.0,35.0,33.0,35.0,19.0,35.0,33.0,0.0,2.0,2.0,31.0,116.0,610.0,62.0,370.0,94.0,217.0,182.0,122.0,409.0,181.0,262.0,91.0,183.0,1.0,18.0,18.0,18.0,1.0,9.0,86.0,81.0,0.49,75.0,75.0,75.0,0.0
Hadoop23Shims.java,9.0,0.0,8.0,1.0,2.0,2.0,2.0,27.0,263.0,263.0,2.0,18.0,3.0,3.0,128.0,128.0,125.0,26.0,128.0,197.0,0.0,10.0,2.0,116.0,281.0,1504.0,186.0,1188.0,467.0,580.0,137.0,365.0,235.0,503.0,739.0,350.0,453.0,1.0,8.0,8.0,9.0,3.0,4.0,0.0,0.0,0.12,230.0,223.0,240.0,1.0
HadoopShims.java,3.0,0.0,2.0,1.0,1.0,1.0,1.0,20.0,119.0,119.0,3.0,18.0,1.0,0.0,14.0,111.0,116.0,10.0,117.0,63.0,27.0,0.0,0.0,90.0,476.0,749.0,102.0,239.0,208.0,7.0,411.0,206.0,103.0,155.0,179.0,172.0,7.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,1.72,9.0,9.0,9.0,1.0
Handle.java,7.0,0.0,7.0,0.0,2.0,2.0,2.0,331.0,3225.0,3225.0,18.0,1.0,0.0,0.0,6.0,7.0,7.0,1.0,7.0,1566.0,0.0,0.0,0.0,7.0,7930.0,78.0,14.0,47.0,17.0,21.0,17.0,9304.0,7847915.0,19.0,32.0,14.0,18.0,2.0,7.0,7.0,7.0,4.0,2.0,0.0,0.0,0.36,13.0,13.0,13.0,0.0
Handler.java,2.0,0.0,2.0,0.0,0.0,0.0,0.0,287.0,3011.0,3011.0,15.0,2.0,0.0,0.0,3.0,1.0,3.0,7.0,3.0,1314.0,1.0,0.0,0.0,2.0,6543.0,41.0,4.0,17.0,10.0,5.0,20.0,8491.0,7846606.0,13.0,15.0,10.0,5.0,2.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,1.18,1.0,1.0,1.0,0.0
HbaseMetastoreProto.java,9.0,0.0,8.0,1.0,2.0,2.0,2.0,201.0,1715.0,1715.0,0.0,166.0,642.0,344.0,3207.0,3579.0,2945.0,505.0,3587.0,3167.0,380.0,374.0,156.0,2677.0,7499.0,34901.0,1793.0,26948.0,8280.0,14622.0,6160.0,9718.0,448027.0,11184.0,16711.0,5471.0,11694.0,1.0,29.0,23.0,29.0,2.0,4.0,72.0,53.0,0.23,5600.0,5463.0,5622.0,0.0
HcatTestUtils.java,15.0,1.0,12.0,3.0,3.0,3.0,3.0,1.0,14.0,14.0,0.0,1.0,3.0,9.0,3.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,37.0,100.0,10.0,61.0,32.0,31.0,37.0,15.0,15.0,36.0,50.0,34.0,28.0,3.0,5.0,5.0,5.0,1.0,2.0,100.0,100.0,0.61,9.0,9.0,9.0,0.0
Hive.java,20.0,1.0,14.0,6.0,3.0,3.0,4.0,4482.0,27696.0,27696.0,107.0,4.0,22.0,7.0,154.0,154.0,132.0,4.0,154.0,21101.0,0.0,22.0,4.0,128.0,59507.0,3436.0,276.0,2285.0,638.0,1412.0,884.0,62074.0,13819688.0,963.0,1472.0,535.0,1123.0,1.0,28.0,28.0,29.0,4.0,7.0,0.0,0.0,0.39,500.0,498.0,542.0,1.0
HiveAlterHandler.java,52.0,3.0,44.0,5.0,9.0,9.0,11.0,2.0,40.0,40.0,0.0,1.0,0.0,1.0,12.0,12.0,12.0,1.0,12.0,12.0,1.0,5.0,0.0,6.0,87.0,695.0,47.0,568.0,145.0,401.0,83.0,208.0,1113419.0,259.0,372.0,134.0,292.0,5.5,32.0,32.0,41.0,1.0,7.0,58.0,50.0,0.15,107.0,107.0,132.0,1.0
HiveBaseResultSet.java,4.0,0.0,4.0,0.0,1.0,1.0,1.0,2.0,35.0,35.0,2.0,1.0,0.0,0.0,192.0,192.0,192.0,9.0,192.0,192.0,0.0,2.0,2.0,188.0,117.0,1058.0,201.0,830.0,270.0,359.0,27.0,184.0,262.0,315.0,560.0,256.0,321.0,1.0,12.0,6.0,12.0,1.0,2.0,99.0,94.0,0.03,251.0,243.0,253.0,0.0
HiveCallableStatement.java,4.0,0.0,3.0,1.0,1.0,1.0,1.0,2.0,26.0,26.0,0.0,1.0,0.0,0.0,213.0,213.0,213.0,1.0,213.0,213.0,0.0,0.0,0.0,213.0,1.0,2462.0,425.0,719.0,292.0,213.0,1318.0,98.0,212.0,237.0,451.0,238.0,213.0,1.0,1.0,1.0,1.0,1.0,0.0,99.0,99.0,1.83,213.0,213.0,213.0,0.0
HiveConf.java,7.0,0.0,6.0,1.0,2.0,2.0,2.0,11.0,92.0,92.0,0.0,9.0,53.0,21.0,125.0,122.0,73.0,740.0,126.0,146.0,17.0,16.0,0.0,93.0,2051.0,3767.0,332.0,3196.0,2495.0,668.0,252.0,518.0,10303.0,427.0,664.0,266.0,445.0,1.0,17.0,17.0,21.0,2.0,4.0,0.0,0.0,0.08,237.0,231.0,262.0,1.0
HiveConnection.java,11.0,0.0,9.0,2.0,2.0,2.0,2.0,5.0,99.0,99.0,0.0,3.0,1.0,1.0,83.0,83.0,82.0,18.0,83.0,83.0,2.0,17.0,0.0,64.0,219.0,1428.0,157.0,842.0,320.0,437.0,432.0,247.0,252.0,367.0,527.0,247.0,331.0,1.0,11.0,11.0,14.0,2.0,4.0,0.0,0.0,0.51,155.0,155.0,167.0,1.0
HiveDatabaseMetaData.java,5.0,0.0,5.0,0.0,1.0,1.0,1.0,7.0,42.0,42.0,0.0,4.0,2.0,3.0,186.0,186.0,184.0,4.0,186.0,380.0,0.0,2.0,0.0,184.0,89.0,1152.0,213.0,873.0,274.0,406.0,67.0,338.0,221.0,311.0,528.0,250.0,292.0,1.0,8.0,8.0,8.0,3.0,4.0,0.0,0.0,0.08,214.0,214.0,214.0,0.0
HiveGBOpConvUtil.java,38.0,4.0,28.0,6.0,5.0,4.0,5.0,3.0,67.0,67.0,0.0,4.0,28.0,0.0,30.0,28.0,2.0,29.0,30.0,28.0,1.0,27.0,0.0,2.0,304.0,1292.0,152.0,927.0,346.0,681.0,213.0,304.0,3757.0,551.0,674.0,309.0,497.0,4.0,20.0,20.0,24.0,1.0,5.0,0.0,0.0,0.23,143.0,124.0,160.0,1.0
HiveInsertExchange4JoinRule.java,40.0,3.0,36.0,2.0,8.0,8.0,8.0,1.0,27.0,27.0,0.0,1.0,0.0,3.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,5.0,150.0,15.0,104.0,51.0,55.0,31.0,28.0,269.0,61.0,81.0,49.0,46.0,15.0,15.0,15.0,15.0,2.0,4.0,0.0,0.0,0.3,16.0,16.0,16.0,0.0
HiveMetaStore.java,20.0,1.0,17.0,2.0,3.0,3.0,4.0,51.0,879.0,879.0,8.0,20.0,28.0,23.0,290.0,290.0,262.0,19.0,290.0,1101.0,2.0,96.0,7.0,185.0,3464.0,6239.0,614.0,5162.0,1496.0,3383.0,482.0,4632.0,122899.0,2309.0,3308.0,1074.0,2547.0,2.0,26.0,26.0,35.0,3.0,6.0,0.0,0.0,0.09,968.0,966.0,1052.0,1.0
HiveMetaStoreClient.java,10.0,0.0,8.0,2.0,2.0,2.0,2.0,11.0,235.0,235.0,3.0,4.0,2.0,2.0,181.0,182.0,180.0,17.0,182.0,579.0,1.0,17.0,7.0,157.0,1221.0,2261.0,211.0,1647.0,775.0,705.0,407.0,849.0,2403.0,654.0,963.0,461.0,584.0,1.0,19.0,19.0,23.0,2.0,6.0,58.5,53.0,0.25,324.0,324.0,337.0,1.0
HiveObjectRef.java,11.0,0.0,11.0,1.0,3.0,3.0,3.0,11.0,57.0,57.0,0.0,6.0,3.0,9.0,61.0,59.0,58.0,12.0,61.0,53.0,1.0,2.0,0.0,58.0,252.0,872.0,102.0,729.0,160.0,441.0,56.0,188.0,2486.0,333.0,505.0,143.0,394.0,1.0,17.0,17.0,37.0,2.0,4.0,0.0,0.0,0.08,185.0,165.0,210.0,0.0
HiveOpConverter.java,28.0,3.0,24.0,2.0,5.0,5.0,5.0,7.0,158.0,158.0,0.0,3.0,17.0,1.0,38.0,36.0,21.0,12.0,38.0,43.0,11.0,23.0,0.0,4.0,243.0,1248.0,145.0,1000.0,389.0,672.0,108.0,520.0,4151.0,603.0,788.0,372.0,589.0,4.0,16.0,16.0,21.0,2.0,5.0,0.0,0.0,0.11,176.0,172.0,193.0,1.0
HiveOperation.java,4.0,0.0,4.0,0.0,1.0,1.0,1.0,2.0,5.0,5.0,0.0,2.0,0.0,0.0,21.0,19.0,21.0,109.0,21.0,13.0,0.0,2.0,0.0,19.0,54.0,247.0,26.0,200.0,147.0,33.0,21.0,39.0,25.0,49.0,69.0,36.0,33.0,1.0,2.0,2.0,2.0,1.0,1.0,41.5,41.5,0.1,20.0,20.0,20.0,0.0
HiveOperationType.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,111.0,2.0,1.0,0.0,0.0,0.0,2.0,4.0,151.0,6.0,118.0,117.0,0.0,34.0,13.0,7.0,3.0,4.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0
HiveStatsUtils.java,39.0,2.0,19.0,18.0,4.0,4.0,4.0,1.0,8.0,8.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,15.0,76.0,8.0,28.0,14.0,13.0,40.0,10.0,4.0,18.0,23.0,14.0,13.0,4.0,4.0,4.0,4.0,1.0,2.0,0.0,0.0,1.43,4.0,4.0,4.0,0.0
HiveWindowingFixRule.java,52.0,4.0,35.0,14.0,8.0,8.0,9.0,1.0,19.0,19.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,3.0,163.0,17.0,92.0,42.0,52.0,54.0,21.0,464.0,53.0,74.0,45.0,41.0,14.0,14.0,14.0,17.0,2.0,4.0,0.0,0.0,0.59,15.0,15.0,18.0,1.0
IMetaStoreClient.java,3.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,132.0,132.0,0.0,132.0,25.0,128.0,0.0,0.0,4.0,307.0,1512.0,143.0,344.0,339.0,1.0,1025.0,98.0,1.0,197.0,201.0,200.0,1.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,2.98,1.0,1.0,1.0,1.0
Index.java,14.0,1.0,13.0,1.0,4.0,3.0,4.0,98.0,867.0,867.0,5.0,6.0,3.0,17.0,85.0,83.0,82.0,23.0,85.0,862.0,1.0,2.0,0.0,82.0,2967.0,1374.0,146.0,1193.0,225.0,786.0,65.0,3139.0,14036154.0,573.0,843.0,198.0,688.0,1.0,32.0,32.0,66.0,4.0,4.0,35.5,33.0,0.05,307.0,262.0,348.0,0.0
JoinOperator.java,15.0,1.0,11.0,3.0,3.0,3.0,3.0,36.0,368.0,368.0,8.0,2.0,0.0,1.0,14.0,12.0,14.0,3.0,14.0,1562.0,0.0,2.0,2.0,10.0,991.0,286.0,28.0,187.0,65.0,102.0,71.0,1221.0,21940.0,93.0,133.0,55.0,92.0,2.0,10.0,10.0,13.0,6.0,6.0,33.0,33.0,0.38,37.0,37.0,43.0,1.0
LazySimpleDeserializeRead.java,12.0,1.0,11.0,1.0,2.0,2.0,3.0,11.0,68.0,68.0,0.0,10.0,1.0,4.0,52.0,52.0,51.0,38.0,52.0,81.0,0.0,1.0,0.0,51.0,129.0,959.0,115.0,643.0,212.0,344.0,201.0,151.0,3963.0,311.0,422.0,173.0,262.0,1.0,57.0,42.0,80.0,3.0,4.0,0.0,0.0,0.31,119.0,104.0,142.0,0.0
LinearExtrapolatePartStatus.java,80.0,0.0,75.0,5.0,14.0,14.0,14.0,2.0,8.0,8.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,10.0,106.0,4.0,80.0,30.0,62.0,22.0,6.0,25.0,33.0,48.0,20.0,33.0,14.0,14.0,14.0,14.0,1.0,3.0,0.0,0.0,0.28,14.0,14.0,14.0,0.0
ListBucketingPruner.java,43.0,2.0,15.0,26.0,3.0,3.0,4.0,3.0,42.0,42.0,0.0,2.0,10.0,1.0,11.0,11.0,1.0,0.0,11.0,29.0,0.0,5.0,0.0,6.0,121.0,636.0,38.0,191.0,73.0,112.0,412.0,134.0,74.0,93.0,137.0,67.0,92.0,2.0,6.0,6.0,7.0,2.0,4.0,0.0,0.0,2.16,35.0,35.0,40.0,0.0
LlapDaemonProtocolProtos.java,9.0,0.0,8.0,1.0,2.0,2.0,2.0,105.0,811.0,811.0,4.0,88.0,292.0,145.0,1355.0,1501.0,1213.0,219.0,1505.0,1390.0,135.0,159.0,70.0,1141.0,3398.0,14553.0,854.0,11524.0,3606.0,6285.0,2175.0,4058.0,87239.0,4657.0,6967.0,2327.0,4823.0,1.0,28.0,28.0,34.0,2.0,4.0,0.0,0.0,0.19,2339.0,2268.0,2461.0,0.0
LlapServiceDriver.java,52.0,8.0,40.0,5.0,9.0,9.0,9.0,1.0,33.0,33.0,0.0,1.0,2.0,5.0,6.0,6.0,4.0,1.0,6.0,6.0,0.0,3.0,0.0,3.0,48.0,385.0,61.0,279.0,81.0,189.0,46.0,88.0,238878744.0,152.0,215.0,87.0,158.0,3.0,35.0,35.0,36.0,1.0,4.0,50.0,33.0,0.16,53.0,53.0,54.0,1.0
LlapTaskSchedulerService.java,14.0,0.0,12.0,1.0,2.0,2.0,3.0,20.0,179.0,179.0,1.0,14.0,0.0,7.0,82.0,80.0,82.0,90.0,82.0,141.0,19.0,18.0,1.0,44.0,516.0,1512.0,160.0,1200.0,374.0,736.0,158.0,529.0,923.0,581.0,814.0,330.0,559.0,1.0,18.0,18.0,21.0,3.0,7.0,16.5,16.5,0.13,194.0,194.0,219.0,0.0
LocalSparkJobMonitor.java,53.0,5.0,46.0,2.0,8.0,7.0,9.0,1.0,9.0,9.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,6.0,0.0,0.0,0.0,2.0,23.0,141.0,16.0,101.0,21.0,78.0,24.0,20.0,83.0,64.0,79.0,22.0,63.0,15.0,15.0,12.0,16.0,2.0,6.0,0.0,0.0,0.24,16.0,13.0,17.0,0.0
Lock.java,8.0,0.0,7.0,1.0,2.0,2.0,2.0,136.0,766.0,766.0,4.0,2.0,5.0,3.0,27.0,27.0,22.0,19.0,27.0,723.0,5.0,9.0,0.0,13.0,3993.0,322.0,39.0,247.0,90.0,130.0,36.0,3742.0,194029247.0,135.0,187.0,88.0,113.0,1.0,8.0,8.0,9.0,3.0,4.0,0.0,0.0,0.15,49.0,49.0,52.0,1.0
LockRequest.java,11.0,1.0,10.0,1.0,3.0,3.0,3.0,27.0,132.0,132.0,0.0,6.0,3.0,11.0,61.0,59.0,58.0,13.0,61.0,136.0,1.0,2.0,0.0,58.0,666.0,861.0,107.0,724.0,161.0,443.0,45.0,723.0,1162.0,341.0,509.0,147.0,394.0,1.0,17.0,17.0,37.0,2.0,4.0,0.0,0.0,0.06,180.0,160.0,205.0,0.0
MapJoinOperator.java,21.0,1.0,17.0,3.0,4.0,4.0,5.0,25.0,253.0,253.0,6.0,2.0,1.0,3.0,29.0,29.0,28.0,14.0,29.0,954.0,0.0,3.0,14.0,12.0,512.0,746.0,80.0,544.0,178.0,322.0,129.0,628.0,15888.0,302.0,418.0,175.0,285.0,2.0,22.0,22.0,28.0,6.0,7.0,33.0,33.0,0.24,112.0,112.0,133.0,1.0
MegaStruct.java,17.0,1.0,16.0,0.0,4.0,4.0,5.0,11.0,87.0,87.0,0.0,6.0,3.0,31.0,164.0,162.0,161.0,43.0,164.0,156.0,1.0,2.0,0.0,161.0,718.0,3128.0,285.0,2798.0,451.0,1802.0,105.0,623.0,3249205145.0,1322.0,1977.0,486.0,1633.0,1.0,62.0,62.0,142.0,2.0,5.0,0.0,0.0,0.04,725.0,630.0,825.0,0.0
Meta.java,23.0,0.0,21.0,3.0,5.0,5.0,5.0,4023.0,23927.0,23927.0,55.0,1.0,0.0,0.0,8.0,8.0,8.0,4.0,8.0,19126.0,4.0,0.0,0.0,4.0,54519.0,236.0,17.0,177.0,53.0,118.0,42.0,60263.0,28490190.0,101.0,140.0,57.0,109.0,1.0,10.0,10.0,11.0,4.0,5.0,0.0,0.0,0.24,39.0,39.0,43.0,0.0
MetaStoreDirectSql.java,26.0,1.0,22.0,3.0,4.0,4.0,5.0,13.0,130.0,130.0,10.0,15.0,8.0,4.0,60.0,57.0,53.0,27.0,61.0,71.0,3.0,27.0,4.0,27.0,305.0,1666.0,114.0,1340.0,374.0,994.0,228.0,435.0,177318.0,715.0,961.0,356.0,749.0,2.0,38.0,38.0,41.0,2.0,6.0,0.0,0.0,0.17,258.0,258.0,287.0,1.0
MetaStoreUtils.java,19.0,1.0,14.0,4.0,3.0,3.0,4.0,5.0,95.0,95.0,0.0,4.0,77.0,14.0,80.0,80.0,3.0,0.0,80.0,82.0,5.0,6.0,0.0,69.0,484.0,1759.0,157.0,1237.0,356.0,786.0,371.0,472.0,12557.0,563.0,837.0,325.0,615.0,3.0,19.0,19.0,22.0,2.0,4.0,0.0,0.0,0.3,259.0,259.0,288.0,1.0
MetadataOperation.java,10.0,0.0,8.0,2.0,2.0,2.0,2.0,1.0,16.0,16.0,7.0,1.0,0.0,3.0,9.0,9.0,9.0,0.0,9.0,53.0,0.0,2.0,6.0,1.0,40.0,148.0,16.0,88.0,35.0,43.0,44.0,26.0,14.0,47.0,63.0,32.0,35.0,2.0,3.0,3.0,3.0,2.0,2.0,100.0,100.0,0.5,15.0,15.0,17.0,0.0
Metastore.java,8.0,0.0,7.0,1.0,2.0,2.0,2.0,3665.0,20847.0,20847.0,11.0,10.0,34.0,15.0,139.0,150.0,116.0,18.0,150.0,15909.0,11.0,19.0,8.0,112.0,44895.0,1331.0,86.0,1054.0,345.0,534.0,191.0,48934.0,582596.0,415.0,638.0,220.0,432.0,1.0,9.0,8.0,9.0,4.0,4.0,0.0,0.0,0.18,223.0,219.0,223.0,0.0
MoveTask.java,54.0,4.0,41.0,10.0,9.0,9.0,11.0,2.0,74.0,74.0,0.0,1.0,0.0,2.0,10.0,10.0,10.0,0.0,10.0,82.0,0.0,5.0,0.0,5.0,89.0,638.0,50.0,467.0,141.0,308.0,125.0,198.0,5308178.0,226.0,318.0,138.0,228.0,4.5,43.0,42.0,56.0,2.0,7.0,0.0,0.0,0.27,90.0,89.0,107.0,1.0
MyTestClassSmaller.java,27.0,2.0,25.0,0.0,17.0,17.0,17.0,1.0,19.0,19.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,17.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,85.0,10.0,58.0,35.0,24.0,17.0,33.0,1.0,51.0,53.0,35.0,19.0,17.0,17.0,17.0,17.0,1.0,0.0,0.0,0.0,0.29,17.0,17.0,17.0,0.0
NotificationEvent.java,11.0,1.0,11.0,1.0,3.0,3.0,3.0,45.0,204.0,204.0,0.0,6.0,3.0,13.0,63.0,61.0,60.0,15.0,63.0,162.0,1.0,2.0,0.0,60.0,815.0,900.0,112.0,757.0,166.0,482.0,49.0,528.0,1715.0,364.0,536.0,145.0,418.0,1.0,20.0,20.0,40.0,2.0,3.0,0.0,0.0,0.06,190.0,165.0,214.0,0.0
NumericOpMethodResolver.java,46.0,7.0,34.0,6.0,8.0,8.0,9.0,2.0,13.0,13.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,7.0,148.0,21.0,78.0,22.0,49.0,49.0,15.0,400.0,38.0,55.0,22.0,38.0,14.0,14.0,14.0,17.0,1.0,4.0,0.0,0.0,0.63,15.0,15.0,18.0,0.0
