Name,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,Bugs
Address.java,7.0,0.0,5.0,2.0,2.0,1.0,2.0,1.0,11.0,77.0,77.0,2.0,2.0,4.0,1.0,55.0,0.0,55.0,51.0,14.0,55.0,109.0,0.0,3.0,0.0,52.0,209.0,465.0,54.0,310.0,79.0,164.0,101.0,284.0,1.0,168.0,242.0,74.0,170.0,1.0,9.0,9.0,9.0,3.0,1.0,0.0,0.0,0.33,91.0,79.0,91.0,55.0,0.0
Adjacency.java,10.0,0.0,9.0,1.0,3.0,2.0,3.0,1.0,11.0,57.0,57.0,0.0,6.0,3.0,7.0,51.0,0.0,49.0,48.0,8.0,51.0,43.0,1.0,2.0,0.0,48.0,177.0,664.0,84.0,541.0,136.0,305.0,48.0,159.0,1.0,245.0,373.0,123.0,274.0,1.5,11.0,11.0,23.0,2.0,4.0,0.0,0.0,0.09,131.0,121.0,146.0,73.0,0.0
AggrStats.java,9.0,0.0,8.0,1.0,2.0,2.0,2.0,1.0,48.0,355.0,355.0,0.0,6.0,3.0,7.0,46.0,0.0,44.0,43.0,7.0,46.0,430.0,1.0,2.0,0.0,43.0,1070.0,542.0,77.0,438.0,124.0,235.0,33.0,1514.0,1.0,207.0,307.0,114.0,208.0,1.0,8.0,8.0,14.0,2.0,4.0,0.0,0.0,0.08,97.0,92.0,104.0,62.0,0.0
AlreadyExistsException.java,7.0,0.0,6.0,1.0,2.0,2.0,2.0,1.0,22.0,90.0,90.0,0.0,6.0,3.0,5.0,38.0,0.0,36.0,35.0,4.0,38.0,60.0,1.0,2.0,0.0,35.0,213.0,395.0,63.0,307.0,104.0,148.0,28.0,154.0,2.0,136.0,210.0,91.0,132.0,2.0,5.0,5.0,9.0,2.0,3.0,0.0,0.0,0.09,67.0,67.0,72.0,48.0,0.0
AuthorizationPreEventListener.java,14.0,0.0,13.0,1.0,3.0,3.0,3.0,1.0,11.0,128.0,128.0,0.0,9.0,0.0,5.0,26.0,0.0,26.0,26.0,0.0,26.0,202.0,0.0,15.0,4.0,7.0,207.0,462.0,39.0,382.0,108.0,233.0,42.0,253.0,1.0,147.0,229.0,100.0,151.0,1.0,16.0,6.0,16.0,2.0,4.0,0.0,0.0,0.11,87.0,76.0,88.0,38.0,0.0
BinaryColumnStatsData.java,9.0,0.0,8.0,1.0,2.0,2.0,2.0,1.0,11.0,48.0,48.0,0.0,6.0,3.0,10.0,48.0,0.0,46.0,45.0,9.0,48.0,40.0,1.0,2.0,0.0,45.0,209.0,577.0,84.0,465.0,130.0,272.0,37.0,123.0,1.0,233.0,333.0,113.0,230.0,1.0,11.0,11.0,17.0,2.0,3.0,0.0,0.0,0.08,103.0,93.0,109.0,70.0,0.0
BinarySortableDeserializeRead.java,9.0,1.0,7.0,1.0,2.0,2.0,2.0,1.0,11.0,54.0,54.0,0.0,10.0,0.0,1.0,53.0,0.0,53.0,53.0,17.0,53.0,82.0,0.0,2.0,0.0,51.0,129.0,747.0,125.0,458.0,199.0,218.0,164.0,135.0,1.0,242.0,335.0,169.0,194.0,1.0,12.0,12.0,15.0,3.0,2.0,0.0,0.0,0.36,87.0,87.0,90.0,59.0,0.0
BloomFilter.java,6.0,0.0,5.0,1.0,1.0,1.0,2.0,1.0,24.0,181.0,181.0,1.0,2.0,2.0,1.0,34.0,0.0,34.0,32.0,4.0,34.0,357.0,2.0,3.0,0.0,29.0,1026.0,309.0,42.0,182.0,60.0,90.0,88.0,1190.0,1.0,87.0,135.0,61.0,78.0,1.0,4.0,4.0,4.0,2.0,2.0,65.5,40.5,0.48,48.0,48.0,51.0,36.0,0.0
BooleanColumnStatsData.java,9.0,0.0,8.0,1.0,2.0,2.0,2.0,1.0,11.0,47.0,47.0,0.0,6.0,3.0,10.0,48.0,0.0,46.0,45.0,9.0,48.0,40.0,1.0,2.0,0.0,45.0,249.0,577.0,84.0,465.0,130.0,272.0,37.0,119.0,1.0,233.0,333.0,113.0,230.0,1.0,11.0,11.0,17.0,2.0,3.0,0.0,0.0,0.08,103.0,93.0,109.0,70.0,0.0
CLIService.java,9.0,0.0,8.0,1.0,1.0,1.0,1.0,1.0,538.0,3012.0,3012.0,12.0,1.0,0.0,1.0,36.0,0.0,36.0,36.0,6.0,36.0,2014.0,0.0,2.0,0.0,34.0,4706.0,493.0,48.0,344.0,178.0,163.0,101.0,5164.0,1.0,148.0,195.0,98.0,125.0,1.0,7.0,7.0,8.0,4.0,3.0,0.0,0.0,0.29,50.0,50.0,52.0,36.0,1.0
CheckLockRequest.java,9.0,0.0,8.0,1.0,2.0,2.0,3.0,1.0,11.0,48.0,48.0,0.0,6.0,3.0,11.0,48.0,0.0,46.0,45.0,9.0,48.0,40.0,1.0,2.0,0.0,45.0,150.0,589.0,82.0,479.0,131.0,280.0,37.0,131.0,1.0,233.0,341.0,116.0,243.0,1.0,11.0,11.0,21.0,2.0,3.0,0.0,0.0,0.08,111.0,101.0,123.0,70.0,0.0
ClearFileMetadataRequest.java,8.0,0.0,7.0,0.0,2.0,2.0,2.0,1.0,11.0,54.0,54.0,0.0,6.0,3.0,5.0,41.0,0.0,39.0,38.0,4.0,41.0,33.0,1.0,2.0,0.0,38.0,85.0,438.0,67.0,346.0,110.0,164.0,28.0,90.0,2.0,154.0,236.0,101.0,149.0,2.0,6.0,6.0,9.0,2.0,4.0,0.0,0.0,0.08,75.0,75.0,80.0,51.0,0.0
CloudExecutionContextProvider.java,17.0,0.0,17.0,0.0,3.0,3.0,3.0,1.0,10.0,97.0,97.0,0.0,6.0,3.0,17.0,23.0,0.0,23.0,20.0,14.0,23.0,27.0,1.0,13.0,0.0,9.0,136.0,459.0,26.0,410.0,155.0,261.0,24.0,205.0,2.0,216.0,294.0,144.0,191.0,2.0,8.0,8.0,8.0,2.0,3.0,0.0,0.0,0.06,64.0,64.0,67.0,23.0,0.0
ColumnStatistics.java,9.0,0.0,8.0,0.0,2.0,2.0,2.0,1.0,63.0,455.0,455.0,8.0,6.0,3.0,6.0,46.0,0.0,44.0,43.0,6.0,46.0,775.0,1.0,2.0,0.0,43.0,2866.0,549.0,77.0,446.0,122.0,238.0,32.0,2534.0,1.0,204.0,309.0,112.0,215.0,1.0,8.0,8.0,16.0,3.0,4.0,5.5,5.5,0.07,102.0,97.0,112.0,62.0,0.0
ColumnStatisticsImpl.java,8.0,0.0,8.0,0.0,2.0,2.0,2.0,1.0,18.0,102.0,102.0,8.0,9.0,2.0,0.0,106.0,0.0,106.0,104.0,25.0,106.0,314.0,18.0,0.0,0.0,88.0,299.0,1097.0,123.0,954.0,288.0,528.0,20.0,280.0,1.0,393.0,630.0,201.0,463.0,1.0,15.0,9.0,15.0,2.0,3.0,32.0,30.0,0.02,245.0,232.0,258.0,114.0,1.0
ColumnStatisticsObj.java,9.0,0.0,8.0,1.0,2.0,2.0,3.0,1.0,11.0,49.0,49.0,0.0,6.0,3.0,7.0,48.0,0.0,46.0,45.0,8.0,48.0,40.0,1.0,2.0,0.0,45.0,312.0,593.0,84.0,482.0,126.0,277.0,36.0,250.0,1.0,223.0,335.0,109.0,245.0,1.0,11.0,11.0,23.0,2.0,3.0,0.0,0.0,0.07,115.0,105.0,130.0,70.0,0.0
CommitTxnRequest.java,7.0,0.0,6.0,1.0,2.0,2.0,2.0,1.0,11.0,47.0,47.0,0.0,6.0,3.0,6.0,38.0,0.0,36.0,35.0,5.0,38.0,30.0,1.0,2.0,0.0,35.0,82.0,387.0,64.0,297.0,104.0,144.0,29.0,77.0,1.0,139.0,207.0,91.0,124.0,1.0,5.0,5.0,7.0,2.0,3.0,0.0,0.0,0.1,61.0,61.0,63.0,48.0,0.0
CompactorMR.java,13.0,1.0,11.0,1.0,2.0,2.0,2.0,1.0,13.0,122.0,122.0,0.0,9.0,1.0,16.0,46.0,0.0,46.0,45.0,10.0,46.0,46.0,11.0,6.0,0.0,29.0,173.0,788.0,83.0,619.0,251.0,361.0,89.0,227.0,1.0,368.0,482.0,225.0,325.0,1.0,9.0,9.0,11.0,2.0,4.0,0.0,0.0,0.14,102.0,102.0,107.0,48.0,0.0
CompactorTest.java,7.0,0.0,7.0,0.0,2.0,2.0,2.0,1.0,9.0,100.0,100.0,3.0,6.0,0.0,2.0,53.0,0.0,52.0,54.0,16.0,54.0,52.0,5.0,5.0,22.0,22.0,431.0,532.0,71.0,419.0,192.0,195.0,45.0,158.0,1.0,226.0,312.0,150.0,195.0,1.0,12.0,9.0,13.0,1.0,3.0,0.0,0.0,0.11,87.0,82.0,91.0,56.0,1.0
ConfigValSecurityException.java,7.0,0.0,6.0,1.0,2.0,2.0,2.0,1.0,11.0,45.0,45.0,0.0,6.0,3.0,5.0,38.0,0.0,36.0,35.0,4.0,38.0,30.0,1.0,2.0,0.0,35.0,73.0,395.0,63.0,307.0,104.0,148.0,28.0,77.0,2.0,136.0,210.0,91.0,132.0,2.0,5.0,5.0,9.0,2.0,3.0,0.0,0.0,0.09,67.0,67.0,72.0,48.0,0.0
Context.java,9.0,0.0,6.0,2.0,2.0,2.0,2.0,1.0,156.0,1349.0,1349.0,23.0,1.0,2.0,4.0,60.0,0.0,60.0,58.0,31.0,60.0,997.0,0.0,6.0,0.0,54.0,4044.0,723.0,106.0,441.0,164.0,226.0,177.0,3104.0,1.0,222.0,319.0,160.0,188.0,1.0,9.0,9.0,10.0,2.0,4.0,33.0,25.0,0.4,97.0,97.0,101.0,72.0,1.0
CurrentNotificationEventId.java,7.0,0.0,6.0,1.0,2.0,2.0,2.0,1.0,11.0,47.0,47.0,0.0,6.0,3.0,6.0,38.0,0.0,36.0,35.0,5.0,38.0,30.0,1.0,2.0,0.0,35.0,97.0,387.0,64.0,297.0,104.0,144.0,29.0,102.0,1.0,139.0,207.0,91.0,124.0,1.0,5.0,5.0,7.0,2.0,3.0,0.0,0.0,0.1,61.0,61.0,63.0,48.0,0.0
DataWritableWriter.java,8.0,0.0,7.0,1.0,2.0,1.0,2.0,1.0,40.0,180.0,180.0,2.0,21.0,0.0,1.0,44.0,0.0,45.0,45.0,30.0,45.0,85.0,1.0,4.0,0.0,40.0,265.0,550.0,85.0,418.0,187.0,183.0,48.0,277.0,1.0,219.0,305.0,173.0,164.0,1.0,18.0,5.0,20.0,2.0,3.0,0.0,0.0,0.11,77.0,64.0,79.0,61.0,0.0
Date.java,7.0,0.0,6.0,1.0,2.0,2.0,2.0,1.0,130.0,933.0,933.0,12.0,6.0,3.0,6.0,38.0,0.0,36.0,35.0,5.0,38.0,1407.0,1.0,2.0,0.0,35.0,2570.0,387.0,64.0,297.0,104.0,144.0,29.0,2605.0,1.0,139.0,207.0,91.0,124.0,1.0,5.0,5.0,7.0,4.0,3.0,0.0,0.0,0.1,61.0,61.0,63.0,48.0,0.0
Decimal.java,8.0,0.0,7.0,1.0,2.0,2.0,2.0,1.0,132.0,856.0,856.0,20.0,6.0,3.0,7.0,45.0,0.0,43.0,42.0,7.0,45.0,1750.0,1.0,2.0,0.0,42.0,4509.0,497.0,76.0,394.0,118.0,213.0,33.0,4138.0,1.0,186.0,276.0,103.0,185.0,1.0,8.0,8.0,14.0,4.0,3.0,33.0,32.0,0.08,90.0,85.0,97.0,61.0,0.0
DeserializeRead.java,3.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,43.0,195.0,195.0,31.0,11.0,0.0,0.0,25.0,0.0,58.0,58.0,14.0,58.0,274.0,32.0,0.0,0.0,26.0,644.0,387.0,89.0,168.0,102.0,30.0,130.0,568.0,1.0,96.0,132.0,102.0,30.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.77,25.0,25.0,25.0,25.0,0.0
DropPartitionsExpr.java,8.0,0.0,7.0,1.0,2.0,2.0,2.0,1.0,11.0,50.0,50.0,0.0,6.0,3.0,8.0,45.0,0.0,43.0,42.0,7.0,45.0,37.0,1.0,2.0,0.0,42.0,118.0,505.0,75.0,403.0,120.0,219.0,33.0,117.0,1.0,188.0,282.0,106.0,193.0,2.0,8.0,8.0,16.0,2.0,3.0,0.0,0.0,0.08,94.0,89.0,104.0,61.0,0.0
DropPartitionsResult.java,8.0,0.0,7.0,0.0,2.0,2.0,2.0,1.0,11.0,54.0,54.0,0.0,6.0,3.0,6.0,40.0,0.0,38.0,37.0,4.0,40.0,32.0,1.0,2.0,0.0,37.0,86.0,447.0,65.0,357.0,111.0,174.0,28.0,97.0,2.0,159.0,246.0,104.0,158.0,2.0,6.0,6.0,9.0,2.0,4.0,0.0,0.0,0.08,79.0,79.0,84.0,50.0,0.0
DynamicPartitionPruner.java,20.0,2.0,16.0,2.0,3.0,3.0,3.0,1.0,15.0,182.0,182.0,1.0,3.0,0.0,1.0,19.0,0.0,19.0,19.0,22.0,19.0,63.0,1.0,6.0,3.0,9.0,229.0,526.0,84.0,386.0,162.0,221.0,57.0,412.0,1.0,222.0,293.0,145.0,199.0,1.0,10.0,10.0,10.0,2.0,5.0,0.0,0.0,0.15,57.0,57.0,57.0,23.0,1.0
ETypeConverter.java,7.0,0.0,7.0,0.0,1.0,1.0,1.0,1.0,23.0,109.0,109.0,4.0,24.0,1.0,0.0,32.0,0.0,32.0,33.0,15.0,34.0,112.0,11.0,2.0,5.0,16.0,77.0,262.0,21.0,220.0,94.0,93.0,21.0,61.0,1.0,82.0,123.0,73.0,56.0,1.0,7.0,7.0,8.0,3.0,2.0,0.0,0.0,0.1,39.0,39.0,42.0,36.0,0.0
EncodedTreeReaderFactory.java,9.0,0.0,8.0,0.0,2.0,2.0,2.0,1.0,43.0,379.0,379.0,0.0,30.0,15.0,0.0,152.0,0.0,153.0,138.0,135.0,153.0,467.0,1.0,14.0,0.0,138.0,511.0,1836.0,271.0,1492.0,504.0,779.0,73.0,449.0,1.0,607.0,914.0,386.0,569.0,1.0,16.0,10.0,16.0,4.0,3.0,42.0,42.0,0.05,290.0,277.0,294.0,152.0,0.0
Entity.java,7.0,0.0,5.0,1.0,2.0,1.0,2.0,1.0,23.0,143.0,143.0,7.0,2.0,0.0,1.0,36.0,0.0,34.0,36.0,15.0,36.0,272.0,0.0,1.0,0.0,35.0,591.0,377.0,53.0,219.0,63.0,110.0,105.0,498.0,1.0,102.0,153.0,59.0,97.0,1.0,8.0,8.0,9.0,3.0,2.0,29.0,29.0,0.48,56.0,52.0,58.0,48.0,0.0
EnvironmentContext.java,8.0,0.0,7.0,0.0,2.0,2.0,2.0,1.0,12.0,88.0,88.0,0.0,6.0,3.0,5.0,40.0,0.0,38.0,37.0,4.0,40.0,35.0,1.0,2.0,0.0,37.0,210.0,447.0,65.0,357.0,113.0,173.0,28.0,179.0,1.0,162.0,245.0,104.0,157.0,1.0,6.0,6.0,9.0,2.0,4.0,0.0,0.0,0.08,75.0,75.0,80.0,50.0,0.0
Exec.java,10.0,0.0,8.0,2.0,2.0,2.0,2.0,1.0,168.0,1664.0,1664.0,7.0,2.0,0.0,4.0,199.0,0.0,197.0,199.0,46.0,199.0,972.0,33.0,0.0,0.0,166.0,3709.0,2361.0,219.0,1669.0,485.0,916.0,477.0,4334.0,1.0,735.0,1123.0,395.0,828.0,1.0,12.0,12.0,15.0,3.0,4.0,0.0,0.0,0.29,382.0,382.0,418.0,241.0,1.0
FieldSchema.java,10.0,0.0,9.0,1.0,3.0,2.0,3.0,1.0,20.0,99.0,99.0,0.0,6.0,3.0,7.0,48.0,0.0,46.0,45.0,8.0,48.0,146.0,1.0,2.0,0.0,45.0,938.0,603.0,81.0,495.0,128.0,284.0,36.0,580.0,1.0,224.0,342.0,111.0,252.0,1.0,11.0,11.0,23.0,2.0,3.0,0.0,0.0,0.07,121.0,111.0,136.0,70.0,0.0
FlatRowContainer.java,6.0,0.0,6.0,0.0,2.0,2.0,2.0,1.0,9.0,40.0,40.0,0.0,5.0,0.0,4.0,54.0,0.0,54.0,54.0,9.0,54.0,54.0,1.0,6.0,0.0,47.0,125.0,411.0,54.0,322.0,118.0,150.0,44.0,109.0,1.0,147.0,234.0,103.0,137.0,1.0,5.0,5.0,5.0,2.0,3.0,36.0,29.0,0.14,86.0,86.0,87.0,62.0,0.0
Function.java,15.0,0.0,12.0,3.0,3.0,3.0,4.0,1.0,251.0,1618.0,1618.0,36.0,3.0,0.0,0.0,45.0,0.0,47.0,47.0,7.0,47.0,1770.0,18.0,0.0,0.0,29.0,4632.0,781.0,51.0,586.0,153.0,372.0,153.0,4596.0,1.0,297.0,448.0,160.0,353.0,1.0,20.0,20.0,20.0,5.0,5.0,0.0,0.0,0.26,147.0,147.0,160.0,63.0,0.0
GenericUDAFAverage.java,12.0,1.0,11.0,1.0,2.0,2.0,2.0,1.0,9.0,90.0,90.0,2.0,8.0,1.0,1.0,32.0,0.0,39.0,38.0,12.0,39.0,164.0,0.0,1.0,23.0,15.0,120.0,460.0,56.0,364.0,157.0,185.0,40.0,102.0,1.0,167.0,223.0,120.0,120.0,1.0,16.0,5.0,16.0,4.0,3.0,0.0,0.0,0.11,72.0,60.0,77.0,32.0,1.0
GenericUDAFComputeStats.java,15.0,2.0,13.0,1.0,2.0,2.0,3.0,1.0,17.0,196.0,196.0,8.0,17.0,0.0,3.0,66.0,0.0,70.0,70.0,80.0,70.0,252.0,0.0,2.0,23.0,45.0,317.0,1385.0,232.0,1014.0,370.0,597.0,156.0,324.0,1.0,586.0,725.0,285.0,498.0,1.0,17.0,10.0,17.0,3.0,4.0,0.0,0.0,0.15,145.0,132.0,176.0,66.0,1.0
GenericUDAFSum.java,11.0,1.0,11.0,0.0,3.0,2.0,3.0,1.0,15.0,139.0,139.0,2.0,10.0,1.0,1.0,34.0,0.0,34.0,33.0,15.0,34.0,216.0,0.0,0.0,6.0,28.0,173.0,464.0,54.0,372.0,133.0,210.0,39.0,137.0,1.0,153.0,216.0,107.0,117.0,2.0,16.0,5.0,16.0,4.0,2.0,0.0,0.0,0.1,90.0,68.0,92.0,40.0,1.0
GenericUDF.java,12.0,0.0,11.0,1.0,3.0,2.0,3.0,1.0,212.0,3138.0,3138.0,155.0,3.0,0.0,1.0,34.0,0.0,39.0,39.0,1.0,39.0,6181.0,2.0,0.0,21.0,16.0,4232.0,564.0,52.0,408.0,153.0,232.0,104.0,4905.0,1.0,192.0,262.0,128.0,164.0,1.0,8.0,7.0,12.0,5.0,2.0,33.0,33.0,0.25,89.0,68.0,95.0,45.0,1.0
GetAllFunctionsResponse.java,8.0,0.0,7.0,0.0,2.0,2.0,2.0,1.0,11.0,54.0,54.0,0.0,6.0,3.0,6.0,40.0,0.0,38.0,37.0,4.0,40.0,32.0,1.0,2.0,0.0,37.0,87.0,447.0,65.0,357.0,111.0,174.0,28.0,97.0,2.0,159.0,246.0,104.0,158.0,2.0,6.0,6.0,9.0,2.0,4.0,0.0,0.0,0.08,79.0,79.0,84.0,50.0,0.0
GetFileMetadataByExprRequest.java,10.0,0.0,10.0,1.0,3.0,2.0,3.0,1.0,11.0,63.0,63.0,0.0,6.0,3.0,10.0,58.0,0.0,56.0,55.0,11.0,58.0,50.0,1.0,2.0,0.0,55.0,183.0,773.0,97.0,635.0,151.0,375.0,53.0,182.0,1.0,296.0,444.0,138.0,334.0,1.0,14.0,14.0,30.0,2.0,4.0,0.0,0.0,0.08,158.0,143.0,178.0,86.0,0.0
GetFileMetadataByExprResult.java,9.0,0.0,8.0,1.0,2.0,2.0,2.0,1.0,11.0,62.0,62.0,0.0,6.0,3.0,7.0,45.0,0.0,43.0,42.0,7.0,45.0,37.0,1.0,2.0,0.0,42.0,117.0,553.0,80.0,446.0,129.0,243.0,33.0,126.0,1.0,216.0,315.0,119.0,214.0,2.0,8.0,8.0,14.0,2.0,4.0,0.0,0.0,0.07,95.0,90.0,102.0,61.0,0.0
GetFileMetadataRequest.java,8.0,0.0,7.0,0.0,2.0,2.0,2.0,1.0,11.0,54.0,54.0,0.0,6.0,3.0,5.0,41.0,0.0,39.0,38.0,4.0,41.0,33.0,1.0,2.0,0.0,38.0,85.0,438.0,67.0,346.0,110.0,164.0,28.0,90.0,2.0,154.0,236.0,101.0,149.0,2.0,6.0,6.0,9.0,2.0,4.0,0.0,0.0,0.08,75.0,75.0,80.0,51.0,0.0
GetFileMetadataResult.java,9.0,0.0,8.0,1.0,2.0,2.0,2.0,1.0,11.0,60.0,60.0,0.0,6.0,3.0,7.0,45.0,0.0,43.0,42.0,7.0,45.0,37.0,1.0,2.0,0.0,42.0,118.0,540.0,76.0,437.0,125.0,235.0,33.0,124.0,1.0,209.0,306.0,114.0,207.0,2.0,8.0,8.0,14.0,2.0,4.0,0.0,0.0,0.08,94.0,89.0,101.0,61.0,0.0
GetOpenTxnsInfoResponse.java,9.0,0.0,8.0,1.0,2.0,2.0,2.0,1.0,11.0,57.0,57.0,0.0,6.0,3.0,7.0,46.0,0.0,44.0,43.0,7.0,46.0,38.0,1.0,2.0,0.0,43.0,131.0,542.0,77.0,438.0,124.0,235.0,33.0,118.0,1.0,207.0,307.0,114.0,208.0,2.0,8.0,8.0,14.0,2.0,4.0,0.0,0.0,0.08,97.0,92.0,104.0,62.0,0.0
GetOpenTxnsResponse.java,9.0,0.0,8.0,1.0,2.0,2.0,2.0,1.0,11.0,57.0,57.0,0.0,6.0,3.0,7.0,46.0,0.0,44.0,43.0,7.0,46.0,38.0,1.0,2.0,0.0,43.0,128.0,537.0,77.0,433.0,124.0,231.0,33.0,112.0,1.0,204.0,302.0,113.0,204.0,2.0,8.0,8.0,14.0,2.0,4.0,0.0,0.0,0.08,96.0,91.0,103.0,62.0,0.0
GetPrincipalsInRoleRequest.java,7.0,0.0,6.0,1.0,2.0,2.0,2.0,1.0,11.0,45.0,45.0,0.0,6.0,3.0,5.0,38.0,0.0,36.0,35.0,4.0,38.0,30.0,1.0,2.0,0.0,35.0,76.0,389.0,64.0,300.0,102.0,143.0,28.0,74.0,1.5,133.0,205.0,89.0,127.0,1.5,5.0,5.0,9.0,2.0,3.0,0.0,0.0,0.09,65.0,65.0,70.0,48.0,0.0
GetPrincipalsInRoleResponse.java,8.0,0.0,7.0,0.0,2.0,2.0,2.0,1.0,11.0,54.0,54.0,0.0,6.0,3.0,5.0,41.0,0.0,39.0,38.0,4.0,41.0,33.0,1.0,2.0,0.0,38.0,84.0,443.0,67.0,351.0,110.0,168.0,28.0,92.0,2.0,157.0,241.0,102.0,153.0,2.0,6.0,6.0,9.0,2.0,4.0,0.0,0.0,0.08,76.0,76.0,81.0,51.0,0.0
GetRoleGrantsForPrincipalRequest.java,8.0,0.0,7.0,1.0,2.0,2.0,2.0,1.0,11.0,49.0,49.0,0.0,6.0,3.0,6.0,43.0,0.0,41.0,40.0,6.0,43.0,35.0,1.0,2.0,0.0,40.0,103.0,502.0,74.0,390.0,114.0,209.0,44.0,101.0,1.0,177.0,269.0,99.0,185.0,1.0,8.0,8.0,16.0,2.0,3.0,0.0,0.0,0.11,90.0,85.0,100.0,59.0,0.0
GetRoleGrantsForPrincipalResponse.java,8.0,0.0,7.0,0.0,2.0,2.0,2.0,1.0,11.0,54.0,54.0,0.0,6.0,3.0,5.0,41.0,0.0,39.0,38.0,4.0,41.0,33.0,1.0,2.0,0.0,38.0,85.0,443.0,67.0,351.0,110.0,168.0,28.0,92.0,2.0,157.0,241.0,102.0,153.0,2.0,6.0,6.0,9.0,2.0,4.0,0.0,0.0,0.08,76.0,76.0,81.0,51.0,0.0
GrantRevokePrivilegeRequest.java,10.0,0.0,9.0,1.0,3.0,2.0,3.0,1.0,11.0,55.0,55.0,0.0,6.0,3.0,9.0,48.0,0.0,46.0,45.0,9.0,48.0,40.0,1.0,2.0,0.0,45.0,145.0,620.0,81.0,499.0,130.0,290.0,49.0,138.0,1.0,232.0,349.0,114.0,256.0,1.0,11.0,11.0,23.0,2.0,3.0,0.0,0.0,0.1,120.0,110.0,135.0,70.0,0.0
GrantRevokePrivilegeResponse.java,7.0,0.0,6.0,1.0,2.0,2.0,2.0,1.0,11.0,47.0,47.0,0.0,6.0,3.0,7.0,37.0,0.0,35.0,34.0,5.0,37.0,29.0,1.0,2.0,0.0,34.0,86.0,390.0,62.0,302.0,105.0,149.0,29.0,84.0,1.5,140.0,211.0,93.0,131.0,1.5,5.0,5.0,9.0,2.0,3.0,0.0,0.0,0.1,64.0,64.0,69.0,47.0,0.0
GrantRevokeRoleResponse.java,7.0,0.0,6.0,1.0,2.0,2.0,2.0,1.0,11.0,47.0,47.0,0.0,6.0,3.0,7.0,37.0,0.0,35.0,34.0,5.0,37.0,29.0,1.0,2.0,0.0,34.0,86.0,390.0,62.0,302.0,105.0,149.0,29.0,84.0,1.5,140.0,211.0,93.0,131.0,1.5,5.0,5.0,9.0,2.0,3.0,0.0,0.0,0.1,64.0,64.0,69.0,47.0,0.0
Graph.java,10.0,0.0,10.0,1.0,3.0,2.0,3.0,1.0,16.0,90.0,90.0,9.0,6.0,3.0,7.0,54.0,0.0,52.0,51.0,8.0,54.0,60.0,1.0,2.0,0.0,51.0,357.0,718.0,87.0,592.0,144.0,330.0,48.0,277.0,1.0,269.0,409.0,136.0,300.0,1.0,11.0,11.0,23.0,2.0,4.0,25.0,20.0,0.08,142.0,132.0,157.0,76.0,0.0
HCatRecord.java,3.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,19.0,263.0,263.0,2.0,1.0,0.0,0.0,35.0,0.0,39.0,39.0,0.0,39.0,239.0,0.0,0.0,1.0,38.0,447.0,196.0,34.0,130.0,59.0,35.0,32.0,523.0,1.0,51.0,87.0,52.0,35.0,1.0,1.0,1.0,1.0,4.0,0.0,29.0,25.0,0.25,35.0,35.0,35.0,35.0,0.0
Hadoop23Shims.java,9.0,0.0,8.0,1.0,2.0,2.0,2.0,1.0,27.0,263.0,263.0,2.0,18.0,3.0,3.0,128.0,0.0,128.0,125.0,26.0,128.0,197.0,0.0,10.0,2.0,116.0,281.0,1504.0,186.0,1188.0,467.0,580.0,137.0,365.0,1.0,503.0,739.0,350.0,453.0,1.0,8.0,8.0,9.0,3.0,4.0,0.0,0.0,0.12,230.0,223.0,240.0,148.0,1.0
HadoopShims.java,3.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,20.0,119.0,119.0,3.0,18.0,1.0,0.0,14.0,0.0,111.0,116.0,10.0,117.0,63.0,27.0,0.0,0.0,90.0,476.0,749.0,102.0,239.0,208.0,7.0,411.0,206.0,0.0,155.0,179.0,172.0,7.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,1.72,9.0,9.0,9.0,8.0,1.0
