Name,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,Bugs
AbstractBucketJoinProc.java,38.0,3.0,32.0,3.0,7.0,7.0,7.0,3.0,2.0,40.0,40.0,2.0,1.0,2.0,0.0,11.0,0.0,12.0,10.0,1.0,12.0,12.0,0.0,4.0,3.0,5.0,44.0,515.0,52.0,395.0,155.0,236.0,69.0,118.0,4.5,193.0,282.0,137.0,205.0,5.0,26.0,26.0,29.0,1.0,6.0,73.0,73.0,0.17,75.0,75.0,82.0,38.0,0.0
AbstractSMBJoinProc.java,41.0,4.0,27.0,10.0,4.0,4.0,5.0,3.0,2.0,48.0,48.0,4.0,1.0,0.0,0.0,11.0,0.0,12.0,12.0,0.0,12.0,24.0,0.0,2.0,7.0,3.0,51.0,537.0,61.0,335.0,134.0,201.0,141.0,134.0,4.5,175.0,227.0,109.0,163.0,4.5,12.0,12.0,15.0,2.0,3.0,0.0,0.0,0.42,49.0,49.0,55.0,34.0,1.0
CalcitePlanner.java,40.0,4.0,30.0,7.0,5.0,5.0,6.0,1.0,10.0,283.0,283.0,0.0,11.0,5.0,3.0,72.0,0.0,68.0,67.0,23.0,72.0,401.0,14.0,45.0,0.0,13.0,537.0,3238.0,357.0,2348.0,877.0,1719.0,537.0,991.0,3.0,1345.0,1694.0,788.0,1287.0,3.0,23.0,23.0,34.0,3.0,6.0,0.0,0.0,0.23,363.0,352.0,437.0,89.0,1.0
CommonJoinTaskDispatcher.java,49.0,5.0,33.0,12.0,7.0,7.0,8.0,5.0,2.0,48.0,48.0,0.0,1.0,1.0,0.0,10.0,0.0,10.0,9.0,1.0,10.0,16.0,0.0,7.0,0.0,3.0,41.0,623.0,67.0,373.0,143.0,239.0,185.0,140.0,5.0,208.0,278.0,129.0,209.0,4.0,22.0,22.0,30.0,2.0,4.0,80.0,60.0,0.5,65.0,65.0,83.0,48.0,1.0
CompactIndexHandler.java,35.0,4.0,27.0,5.0,5.0,5.0,6.0,3.0,1.0,50.0,50.0,1.0,1.0,0.0,1.0,9.0,0.0,9.0,9.0,3.0,9.0,19.0,0.0,4.0,1.0,4.0,51.0,405.0,49.0,298.0,111.0,179.0,61.0,100.0,7.0,181.0,236.0,105.0,163.0,5.0,12.0,12.0,13.0,3.0,5.0,81.0,74.0,0.2,47.0,47.0,52.0,27.0,0.0
CompactionTxnHandler.java,42.0,1.0,34.0,7.0,5.0,5.0,5.0,2.0,3.0,63.0,63.0,0.0,2.0,2.0,2.0,20.0,0.0,20.0,18.0,3.0,20.0,89.0,1.0,2.0,0.0,17.0,252.0,893.0,33.0,703.0,139.0,577.0,159.0,492.0,4.0,419.0,516.0,135.0,420.0,4.0,15.0,15.0,15.0,2.0,5.0,0.0,0.0,0.23,102.0,99.0,104.0,35.0,0.0
ConstantPropagateProcFactory.java,35.0,1.0,28.0,6.0,7.0,7.0,9.0,4.0,19.0,213.0,213.0,0.0,10.0,23.0,3.0,35.0,0.0,35.0,12.0,0.0,35.0,35.0,0.0,15.0,0.0,20.0,144.0,1444.0,90.0,1111.0,360.0,716.0,243.0,356.0,3.0,549.0,807.0,337.0,603.0,3.0,71.0,71.0,88.0,1.0,5.0,0.0,0.0,0.22,253.0,251.0,299.0,146.0,1.0
ConvertJoinMapJoin.java,48.0,5.0,36.0,7.0,8.0,8.0,9.0,5.0,2.0,59.0,59.0,0.0,1.0,1.0,2.0,15.0,0.0,15.0,14.0,0.0,15.0,15.0,0.0,12.0,0.0,3.0,97.0,849.0,92.0,603.0,177.0,399.0,156.0,215.0,9.0,287.0,420.0,162.0,315.0,6.0,21.0,16.0,30.0,1.0,6.0,0.0,0.0,0.26,118.0,113.0,138.0,72.0,1.0
Copy.java,35.0,0.0,33.0,3.0,7.0,7.0,7.0,1.0,22.0,118.0,118.0,6.0,1.0,0.0,0.0,11.0,0.0,11.0,11.0,13.0,11.0,137.0,8.0,0.0,0.0,3.0,350.0,457.0,19.0,392.0,95.0,263.0,48.0,1404.0,1.0,208.0,287.0,103.0,218.0,1.0,18.0,18.0,19.0,3.0,5.0,0.0,0.0,0.12,74.0,74.0,76.0,13.0,0.0
DDLTask.java,40.0,3.0,30.0,7.0,6.0,6.0,7.0,2.0,4.0,236.0,236.0,0.0,4.0,8.0,9.0,103.0,0.0,101.0,95.0,5.0,103.0,172.0,7.0,85.0,0.0,11.0,669.0,4469.0,424.0,3340.0,887.0,2401.0,707.0,1592.0,4.0,1790.0,2420.0,859.0,1976.0,3.0,70.0,70.0,93.0,2.0,6.0,0.0,0.0,0.21,631.0,623.0,689.0,235.0,1.0
DataType.java,44.0,4.0,37.0,3.0,13.0,9.0,13.0,13.0,1.0,20.0,20.0,0.0,1.0,4.0,19.0,4.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0,1.0,0.0,3.0,105.0,242.0,26.0,181.0,51.0,143.0,36.0,136.0,2.0,101.0,138.0,53.0,97.0,2.0,28.0,18.0,28.0,1.0,6.0,0.0,0.0,0.2,53.0,37.0,53.0,52.0,0.0
ExecReducer.java,67.0,5.0,56.0,6.0,9.0,9.0,10.0,1.0,2.0,32.0,32.0,0.0,1.0,0.0,4.0,3.0,0.0,3.0,3.0,15.0,3.0,3.0,0.0,0.0,0.0,3.0,50.0,295.0,27.0,221.0,68.0,142.0,49.0,73.0,27.0,127.0,156.0,65.0,100.0,7.0,15.0,15.0,15.0,2.0,4.0,36.0,36.0,0.22,28.0,28.0,29.0,3.0,0.0
ExplainTask.java,33.0,3.0,29.0,1.0,8.0,8.0,9.0,2.0,6.0,73.0,73.0,0.0,3.0,2.0,2.0,27.0,0.0,27.0,25.0,3.0,27.0,99.0,0.0,14.0,0.0,13.0,134.0,1006.0,114.0,826.0,200.0,533.0,66.0,224.0,3.0,382.0,584.0,187.0,465.0,3.0,50.0,50.0,70.0,2.0,7.0,0.0,0.0,0.08,206.0,205.0,252.0,41.0,1.0
ExportSemanticAnalyzer.java,73.0,6.0,60.0,8.0,11.0,11.0,14.0,1.0,1.0,33.0,33.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,82.0,0.0,0.0,0.0,2.0,22.0,198.0,20.0,143.0,47.0,96.0,36.0,48.0,3000.0,67.0,89.0,44.0,62.0,20.0,20.0,20.0,26.0,2.0,4.0,50.0,50.0,0.25,21.0,21.0,27.0,2.0,0.0
FileOutputCommitterContainer.java,37.0,3.0,28.0,7.0,6.0,6.0,7.0,1.0,1.0,62.0,62.0,0.0,1.0,1.0,9.0,24.0,0.0,24.0,23.0,10.0,24.0,26.0,0.0,15.0,0.0,9.0,152.0,1019.0,107.0,726.0,198.0,486.0,193.0,286.0,4.0,321.0,476.0,186.0,362.0,3.0,30.0,30.0,33.0,3.0,8.0,84.0,76.0,0.27,138.0,138.0,161.0,29.0,1.0
GenMRSkewJoinProcessor.java,55.0,7.0,41.0,8.0,6.0,6.0,6.0,2.0,1.0,48.0,48.0,0.0,1.0,5.0,5.0,6.0,0.0,6.0,1.0,0.0,6.0,6.0,3.0,1.0,0.0,2.0,38.0,411.0,53.0,293.0,140.0,202.0,67.0,98.0,1.0,213.0,252.0,137.0,168.0,1.0,24.0,24.0,26.0,1.0,3.0,67.0,50.0,0.23,33.0,33.0,36.0,14.0,1.0
GenMapRedUtils.java,38.0,3.0,25.0,10.0,5.0,5.0,6.0,2.0,5.0,135.0,135.0,0.0,2.0,46.0,1.0,48.0,0.0,48.0,2.0,0.0,48.0,56.0,5.0,4.0,0.0,39.0,332.0,1987.0,209.0,1294.0,439.0,857.0,488.0,581.0,2.0,668.0,938.0,388.0,722.0,2.0,42.0,42.0,44.0,1.0,6.0,25.0,25.0,0.38,239.0,238.0,280.0,72.0,1.0
GenSparkSkewJoinProcessor.java,85.0,6.0,73.0,6.0,9.0,9.0,9.0,1.0,1.0,63.0,63.0,0.0,1.0,3.0,1.0,4.0,0.0,4.0,1.0,0.0,4.0,4.0,0.0,3.0,0.0,1.0,26.0,421.0,34.0,343.0,158.0,240.0,46.0,129.0,4.0,251.0,291.0,152.0,204.0,4.0,27.0,27.0,28.0,1.0,3.0,0.0,0.0,0.13,35.0,35.0,37.0,4.0,1.0
GenSparkWork.java,111.0,10.0,63.0,38.0,11.0,11.0,11.0,1.0,3.0,45.0,45.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,12.0,0.0,0.0,0.0,2.0,32.0,290.0,28.0,161.0,57.0,100.0,101.0,61.0,3.0,94.0,122.0,58.0,76.0,3.0,21.0,21.0,21.0,2.0,7.0,12.5,0.0,0.63,22.0,22.0,22.0,2.0,1.0
GenTezWork.java,87.0,8.0,56.0,23.0,10.0,10.0,11.0,3.0,5.0,94.0,94.0,0.0,1.0,0.0,1.0,5.0,0.0,5.0,5.0,1.0,5.0,33.0,0.0,3.0,0.0,2.0,85.0,506.0,51.0,317.0,94.0,217.0,138.0,170.0,1.0,191.0,250.0,96.0,184.0,1.0,45.0,45.0,50.0,2.0,7.0,15.0,2.5,0.44,51.0,51.0,56.0,15.0,1.0
GroupByOperator.java,35.0,2.0,26.0,6.0,6.0,6.0,7.0,1.0,38.0,311.0,311.0,8.0,1.0,2.0,6.0,27.0,0.0,27.0,25.0,45.0,27.0,486.0,0.0,12.0,5.0,10.0,940.0,1156.0,121.0,803.0,217.0,508.0,238.0,1335.0,1.0,437.0,608.0,233.0,421.0,1.0,30.0,30.0,33.0,2.0,6.0,0.0,0.0,0.3,172.0,162.0,191.0,40.0,1.0
HBaseRowSerializer.java,38.0,3.0,32.0,4.0,7.0,6.0,7.0,4.0,1.0,30.0,30.0,0.0,1.0,0.0,0.0,6.0,0.0,6.0,6.0,14.0,6.0,6.0,1.0,3.0,0.0,2.0,49.0,305.0,29.0,227.0,81.0,143.0,53.0,64.0,11.0,134.0,171.0,80.0,113.0,8.0,15.0,11.0,15.0,1.0,4.0,73.0,50.0,0.23,39.0,35.0,44.0,25.0,1.0
HBaseSchemaTool.java,37.0,3.0,32.0,2.0,8.0,8.0,9.0,5.0,3.0,66.0,66.0,0.0,1.0,2.0,0.0,4.0,0.0,4.0,2.0,0.0,4.0,38.0,2.0,1.0,0.0,1.0,123.0,192.0,19.0,144.0,32.0,111.0,29.0,150.0,1.0,75.0,110.0,30.0,85.0,1.0,22.0,22.0,22.0,2.0,4.0,14.0,14.0,0.2,33.0,33.0,35.0,20.0,0.0
HBaseSerDeHelper.java,39.0,6.0,23.0,10.0,5.0,5.0,5.0,1.0,1.0,40.0,40.0,0.0,1.0,13.0,1.0,13.0,0.0,13.0,0.0,0.0,13.0,13.0,0.0,9.0,0.0,4.0,80.0,576.0,90.0,334.0,88.0,218.0,152.0,81.0,2.0,155.0,217.0,82.0,155.0,2.0,29.0,29.0,33.0,1.0,6.0,0.0,0.0,0.46,61.0,61.0,66.0,15.0,0.0
HCatCli.java,38.0,6.0,29.0,4.0,5.0,5.0,6.0,2.0,18.0,286.0,286.0,1.0,1.0,8.0,1.0,8.0,0.0,8.0,0.0,0.0,8.0,201.0,0.0,7.0,0.0,1.0,817.0,371.0,58.0,266.0,74.0,181.0,47.0,1206.0,1.0,145.0,190.0,76.0,133.0,1.0,13.0,13.0,14.0,2.0,3.0,0.0,0.0,0.18,42.0,42.0,45.0,13.0,1.0
HCatSemanticAnalyzer.java,86.0,11.0,63.0,13.0,36.0,8.0,36.0,3.0,2.0,56.0,56.0,3.0,1.0,0.0,0.0,4.0,0.0,4.0,4.0,2.0,4.0,26.0,0.0,1.0,1.0,2.0,176.0,406.0,52.0,288.0,70.0,214.0,68.0,83.0,2.0,95.0,128.0,63.0,86.0,2.0,68.0,21.0,68.0,3.0,4.0,69.5,41.5,0.24,143.0,33.0,143.0,10.0,0.0
HashTableLoader.java,34.0,2.0,31.0,2.0,7.0,7.0,8.0,2.0,9.0,148.0,148.0,0.0,1.0,0.0,1.0,4.0,0.0,4.0,4.0,5.0,4.0,16.0,0.0,2.0,0.0,2.0,105.0,207.0,17.0,163.0,78.0,86.0,27.0,218.0,3.0,97.0,123.0,70.0,75.0,4.0,12.0,12.0,15.0,1.0,5.0,20.0,15.0,0.17,26.0,26.0,32.0,8.0,1.0
HashTableLoader.java,51.0,5.0,44.0,3.0,9.0,9.0,9.0,4.0,9.0,148.0,148.0,0.0,1.0,1.0,1.0,4.0,0.0,4.0,3.0,3.0,4.0,16.0,0.0,2.0,0.0,2.0,105.0,272.0,29.0,214.0,88.0,131.0,32.0,218.0,3.0,123.0,160.0,83.0,100.0,4.0,22.0,22.0,24.0,1.0,5.0,20.0,15.0,0.15,34.0,34.0,36.0,16.0,1.0
HiveAggregateJoinTransposeRule.java,38.0,1.0,31.0,5.0,5.0,5.0,6.0,2.0,4.0,50.0,50.0,0.0,4.0,4.0,1.0,8.0,0.0,8.0,4.0,6.0,8.0,8.0,0.0,5.0,0.0,3.0,30.0,380.0,29.0,289.0,137.0,170.0,62.0,82.0,2.0,146.0,194.0,118.0,125.0,2.0,26.0,26.0,30.0,2.0,4.0,0.0,0.0,0.21,41.0,41.0,45.0,18.0,1.0
HiveAlterHandler.java,52.0,3.0,44.0,5.0,9.0,9.0,11.0,3.0,2.0,40.0,40.0,0.0,1.0,0.0,1.0,12.0,0.0,12.0,12.0,1.0,12.0,12.0,1.0,5.0,0.0,6.0,87.0,695.0,47.0,568.0,145.0,401.0,83.0,208.0,6.0,259.0,372.0,134.0,292.0,5.5,32.0,32.0,41.0,1.0,7.0,58.0,50.0,0.15,107.0,107.0,132.0,38.0,1.0
HiveGBOpConvUtil.java,38.0,4.0,28.0,6.0,5.0,4.0,5.0,1.0,3.0,67.0,67.0,0.0,4.0,28.0,0.0,30.0,0.0,28.0,2.0,29.0,30.0,28.0,1.0,27.0,0.0,2.0,304.0,1292.0,152.0,927.0,346.0,681.0,213.0,304.0,3.0,551.0,674.0,309.0,497.0,4.0,20.0,20.0,24.0,1.0,5.0,0.0,0.0,0.23,143.0,124.0,160.0,32.0,1.0
HiveInsertExchange4JoinRule.java,40.0,3.0,36.0,2.0,8.0,8.0,8.0,4.0,1.0,27.0,27.0,0.0,1.0,0.0,3.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,5.0,150.0,15.0,104.0,51.0,55.0,31.0,28.0,269.0,61.0,81.0,49.0,46.0,15.0,15.0,15.0,15.0,2.0,4.0,0.0,0.0,0.3,16.0,16.0,16.0,8.0,0.0
HiveJoinToMultiJoinRule.java,35.0,2.0,30.0,3.0,5.0,5.0,5.0,3.0,1.0,29.0,29.0,0.0,1.0,4.0,2.0,6.0,0.0,6.0,2.0,1.0,6.0,6.0,0.0,4.0,0.0,2.0,22.0,296.0,26.0,215.0,89.0,135.0,57.0,61.0,4.0,132.0,163.0,83.0,110.0,4.0,16.0,16.0,19.0,2.0,3.0,67.0,67.0,0.27,28.0,28.0,31.0,16.0,1.0
HivePreFilteringRule.java,49.0,7.0,35.0,8.0,8.0,8.0,9.0,5.0,1.0,29.0,29.0,0.0,1.0,1.0,3.0,4.0,0.0,4.0,3.0,1.0,4.0,4.0,0.0,2.0,0.0,2.0,15.0,267.0,42.0,178.0,72.0,114.0,47.0,51.0,35.0,99.0,135.0,71.0,91.0,12.0,15.0,14.0,15.0,2.0,5.0,50.0,50.0,0.26,31.0,30.0,35.0,19.0,1.0
ImportSemanticAnalyzer.java,37.0,2.0,31.0,5.0,5.0,5.0,6.0,2.0,3.0,67.0,67.0,0.0,2.0,2.0,1.0,22.0,0.0,22.0,20.0,1.0,22.0,102.0,0.0,18.0,0.0,4.0,141.0,899.0,69.0,715.0,202.0,487.0,128.0,313.0,2.0,304.0,428.0,172.0,326.0,3.0,24.0,23.0,25.0,2.0,6.0,45.0,45.0,0.18,119.0,117.0,132.0,41.0,1.0
JMXJsonServlet.java,45.0,2.0,36.0,8.0,8.0,8.0,8.0,4.0,1.0,36.0,36.0,0.0,1.0,0.0,4.0,6.0,0.0,6.0,6.0,2.0,6.0,6.0,0.0,4.0,0.0,2.0,47.0,412.0,23.0,257.0,73.0,178.0,132.0,69.0,11.0,155.0,194.0,71.0,136.0,9.5,14.0,14.0,15.0,2.0,4.0,58.0,50.0,0.51,47.0,47.0,50.0,26.0,0.0
JsonFileDump.java,48.0,2.0,46.0,1.0,8.0,8.0,9.0,2.0,3.0,77.0,77.0,0.0,1.0,7.0,0.0,7.0,0.0,7.0,0.0,0.0,7.0,11.0,0.0,6.0,0.0,1.0,71.0,398.0,25.0,350.0,82.0,252.0,25.0,165.0,4.5,235.0,303.0,88.0,240.0,4.0,24.0,24.0,26.0,1.0,5.0,0.0,0.0,0.07,59.0,59.0,64.0,13.0,1.0
JsonSerDe.java,38.0,1.0,33.0,4.0,9.0,5.0,9.0,5.0,3.0,113.0,113.0,0.0,1.0,2.0,1.0,14.0,0.0,14.0,12.0,5.0,14.0,22.0,0.0,6.0,0.0,8.0,160.0,652.0,39.0,537.0,157.0,357.0,77.0,219.0,2.0,313.0,372.0,143.0,267.0,2.0,42.0,26.0,42.0,2.0,4.0,42.0,40.5,0.14,119.0,73.0,122.0,70.0,0.0
LazyUtils.java,33.0,2.0,23.0,8.0,6.0,4.0,6.0,2.0,1.0,43.0,43.0,0.0,1.0,12.0,2.0,13.0,0.0,13.0,1.0,0.0,13.0,13.0,1.0,1.0,0.0,11.0,124.0,504.0,43.0,338.0,90.0,222.0,124.0,80.0,6.5,176.0,226.0,85.0,165.0,5.5,18.0,8.0,18.0,1.0,4.0,92.0,92.0,0.37,73.0,48.0,81.0,29.0,1.0
LlapServiceDriver.java,52.0,8.0,40.0,5.0,9.0,9.0,9.0,1.0,1.0,33.0,33.0,0.0,1.0,2.0,5.0,6.0,0.0,6.0,4.0,1.0,6.0,6.0,0.0,3.0,0.0,3.0,48.0,385.0,61.0,279.0,81.0,189.0,46.0,88.0,4.0,152.0,215.0,87.0,158.0,3.0,35.0,35.0,36.0,1.0,4.0,50.0,33.0,0.16,53.0,53.0,54.0,6.0,1.0
LoadSemanticAnalyzer.java,36.0,4.0,29.0,3.0,6.0,6.0,8.0,1.0,3.0,45.0,45.0,0.0,3.0,1.0,0.0,8.0,0.0,8.0,7.0,0.0,8.0,88.0,0.0,3.0,0.0,5.0,56.0,344.0,41.0,255.0,80.0,161.0,48.0,90.0,9.0,121.0,169.0,75.0,117.0,5.0,25.0,25.0,29.0,2.0,4.0,0.0,0.0,0.19,49.0,49.0,60.0,8.0,1.0
MapRecordProcessor.java,34.0,3.0,28.0,3.0,6.0,6.0,6.0,2.0,3.0,66.0,66.0,0.0,3.0,0.0,2.0,11.0,0.0,11.0,11.0,14.0,11.0,18.0,3.0,4.0,0.0,4.0,65.0,466.0,45.0,369.0,112.0,227.0,54.0,129.0,3.5,210.0,286.0,118.0,193.0,3.5,24.0,24.0,27.0,2.0,6.0,0.0,0.0,0.15,62.0,62.0,70.0,18.0,1.0
MapRedTask.java,37.0,5.0,27.0,5.0,5.0,5.0,5.0,1.0,2.0,37.0,37.0,0.0,1.0,2.0,8.0,11.0,0.0,11.0,9.0,5.0,11.0,109.0,1.0,1.0,0.0,9.0,135.0,491.0,70.0,343.0,121.0,237.0,78.0,228.0,2.0,182.0,234.0,105.0,171.0,2.0,28.0,28.0,29.0,3.0,4.0,80.0,80.0,0.23,55.0,55.0,60.0,16.0,1.0
MoveTask.java,54.0,4.0,41.0,10.0,9.0,9.0,11.0,3.0,2.0,74.0,74.0,0.0,1.0,0.0,2.0,10.0,0.0,10.0,10.0,0.0,10.0,82.0,0.0,5.0,0.0,5.0,89.0,638.0,50.0,467.0,141.0,308.0,125.0,198.0,5.0,226.0,318.0,138.0,228.0,4.5,43.0,42.0,56.0,2.0,7.0,0.0,0.0,0.27,90.0,89.0,107.0,32.0,1.0
NumericOpMethodResolver.java,46.0,7.0,34.0,6.0,8.0,8.0,9.0,3.0,2.0,13.0,13.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,7.0,148.0,21.0,78.0,22.0,49.0,49.0,15.0,400.0,38.0,55.0,22.0,38.0,14.0,14.0,14.0,17.0,1.0,4.0,0.0,0.0,0.63,15.0,15.0,18.0,5.0,0.0
Op.java,35.0,0.0,29.0,6.0,7.0,7.0,7.0,2.0,907.0,7604.0,7604.0,181.0,1.0,0.0,0.0,5.0,0.0,5.0,5.0,9.0,5.0,15908.0,0.0,2.0,0.0,3.0,18083.0,226.0,9.0,166.0,41.0,103.0,51.0,18099.0,1.0,88.0,129.0,48.0,95.0,1.0,16.0,16.0,19.0,8.0,4.0,0.0,0.0,0.31,34.0,34.0,37.0,11.0,1.0
Optimizer.java,50.0,5.0,38.0,8.0,9.0,9.0,14.0,1.0,98.0,1148.0,1148.0,1.0,1.0,0.0,1.0,4.0,0.0,4.0,4.0,2.0,4.0,366.0,0.0,0.0,0.0,4.0,735.0,262.0,31.0,182.0,46.0,111.0,50.0,1635.0,2.0,87.0,125.0,43.0,89.0,2.0,33.0,33.0,52.0,3.0,2.0,0.0,0.0,0.27,37.0,37.0,56.0,4.0,1.0
OrcUtils.java,70.0,3.0,60.0,7.0,14.0,5.0,14.0,1.0,1.0,13.0,13.0,0.0,1.0,6.0,0.0,6.0,0.0,6.0,0.0,0.0,6.0,6.0,0.0,2.0,0.0,4.0,122.0,452.0,28.0,368.0,47.0,306.0,56.0,71.0,28.0,239.0,281.0,58.0,250.0,15.0,25.0,8.0,25.0,1.0,4.0,0.0,0.0,0.15,83.0,32.0,84.0,8.0,1.0
PTest.java,39.0,0.0,38.0,0.0,6.0,6.0,6.0,2.0,9.0,134.0,134.0,1.0,3.0,1.0,12.0,7.0,0.0,7.0,6.0,13.0,7.0,22.0,0.0,1.0,0.0,6.0,143.0,378.0,15.0,339.0,133.0,224.0,25.0,215.0,3.0,203.0,252.0,125.0,165.0,3.0,16.0,16.0,18.0,2.0,3.0,0.0,0.0,0.07,40.0,40.0,43.0,11.0,0.0
PartitionColumnsSeparator.java,36.0,3.0,22.0,10.0,5.0,5.0,6.0,3.0,6.0,81.0,81.0,0.0,4.0,0.0,4.0,11.0,0.0,11.0,11.0,3.0,11.0,15.0,0.0,7.0,0.0,4.0,35.0,525.0,60.0,302.0,111.0,179.0,163.0,81.0,3.0,155.0,218.0,106.0,151.0,3.0,19.0,19.0,21.0,2.0,3.0,0.0,0.0,0.54,54.0,54.0,61.0,37.0,0.0
QueryPlanTreeTransformation.java,105.0,3.0,80.0,23.0,13.0,13.0,14.0,3.0,1.0,28.0,28.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,11.0,265.0,11.0,187.0,83.0,115.0,67.0,43.0,6162.0,103.0,137.0,70.0,96.0,12.5,22.0,22.0,24.0,1.0,6.0,0.0,0.0,0.36,25.0,25.0,27.0,5.0,1.0
ReduceSinkMapJoinProc.java,101.0,8.0,76.0,17.0,14.0,14.0,15.0,4.0,6.0,108.0,108.0,0.0,1.0,2.0,1.0,3.0,0.0,3.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,3.0,64.0,386.0,35.0,274.0,102.0,175.0,77.0,153.0,2.0,164.0,211.0,96.0,144.0,2.0,33.0,33.0,35.0,1.0,4.0,0.0,0.0,0.28,42.0,42.0,46.0,11.0,1.0
RunLengthIntegerWriterV2.java,36.0,5.0,23.0,9.0,4.0,4.0,5.0,1.0,2.0,6.0,6.0,0.0,2.0,0.0,3.0,18.0,0.0,16.0,18.0,29.0,18.0,16.0,1.0,11.0,0.0,6.0,121.0,831.0,113.0,442.0,106.0,328.0,276.0,105.0,4.5,281.0,357.0,108.0,259.0,4.5,15.0,15.0,18.0,1.0,5.0,74.0,48.0,0.62,76.0,76.0,82.0,24.0,1.0
SemanticAnalyzer.java,43.0,4.0,32.0,7.0,6.0,6.0,7.0,2.0,49.0,1124.0,1124.0,24.0,8.0,27.0,6.0,270.0,0.0,270.0,243.0,54.0,270.0,2032.0,38.0,168.0,13.0,51.0,4864.0,12281.0,1322.0,8975.0,2743.0,6623.0,2024.0,6678.0,2.0,4721.0,6329.0,2460.0,5263.0,2.0,62.0,57.0,75.0,3.0,8.0,33.0,33.0,0.23,1658.0,1550.0,1932.0,552.0,1.0
SemanticAnalyzerFactory.java,37.0,2.0,35.0,1.0,23.0,3.0,23.0,5.0,2.0,35.0,35.0,0.0,1.0,3.0,2.0,4.0,0.0,4.0,1.0,0.0,4.0,7.0,1.0,2.0,0.0,1.0,109.0,306.0,16.0,267.0,22.0,237.0,23.0,34.0,1.0,129.0,139.0,17.0,128.0,1.0,89.0,7.0,89.0,1.0,3.0,31.5,31.5,0.09,93.0,11.0,93.0,19.0,0.0
SerDeUtils.java,34.0,0.0,29.0,5.0,6.0,4.0,7.0,3.0,1.0,44.0,44.0,0.0,1.0,13.0,10.0,14.0,0.0,14.0,1.0,0.0,14.0,14.0,1.0,1.0,0.0,12.0,209.0,569.0,24.0,457.0,108.0,317.0,88.0,105.0,3.0,252.0,313.0,108.0,233.0,3.0,34.0,17.0,34.0,1.0,4.0,0.0,0.0,0.19,90.0,59.0,95.0,39.0,0.0
SetSparkReducerParallelism.java,63.0,6.0,54.0,3.0,12.0,12.0,16.0,6.0,2.0,31.0,31.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,17.0,187.0,21.0,137.0,51.0,82.0,29.0,49.0,125.0,74.0,97.0,47.0,61.0,11.5,17.0,17.0,20.0,1.0,6.0,50.0,50.0,0.21,23.0,23.0,32.0,12.0,0.0
SortedDynPartitionOptimizer.java,39.0,4.0,29.0,6.0,5.0,5.0,6.0,3.0,3.0,64.0,64.0,0.0,2.0,0.0,1.0,11.0,0.0,11.0,11.0,2.0,11.0,15.0,0.0,7.0,0.0,4.0,46.0,531.0,69.0,376.0,166.0,244.0,87.0,144.0,4.0,232.0,308.0,162.0,213.0,4.0,14.0,14.0,18.0,2.0,3.0,33.5,33.5,0.23,58.0,58.0,65.0,35.0,1.0
SparkJobMonitor.java,33.0,2.0,30.0,1.0,6.0,6.0,8.0,3.0,3.0,38.0,38.0,2.0,1.0,0.0,3.0,3.0,0.0,4.0,4.0,6.0,4.0,16.0,0.0,1.0,2.0,1.0,63.0,153.0,17.0,115.0,43.0,71.0,21.0,67.0,24.0,57.0,79.0,42.0,53.0,11.0,11.0,11.0,16.0,2.0,5.0,0.0,0.0,0.18,19.0,19.0,25.0,9.0,0.0
