Name,AvgCountLine,AvgCountLineBlank,AvgCountLineComment,AvgCyclomatic,AvgEssential,CountClassBase,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclInstanceVariable,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountLine,CountLineBlank,CountLineComment,CountPath,Cyclomatic,MaxCyclomatic,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,Bugs
CommonFastHashTable.java,28.0,1.0,0.0,7.0,4.0,1.0,2.0,1.0,3.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,128.0,11.0,19.0,10.0,6.0,10.0,1.0,2.0,67.0,0.19,20.0,0.0
CommonJoinResolver.java,15.0,3.0,3.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,82.0,6.0,58.0,1.0,1.0,1.0,1.0,0.0,0.0,3.22,1.0,0.0
CommonMergeJoinDesc.java,3.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,5.0,0.0,2.0,1.0,0.0,0.0,52.0,9.0,17.0,1.0,1.0,1.0,4.0,0.0,50.0,0.65,5.0,1.0
CompactionInfo.java,9.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0,10.0,0.0,15.0,4.0,0.0,0.0,142.0,9.0,29.0,1.0,1.0,3.0,1.0,2.0,69.0,0.28,13.0,0.0
CompactionType.java,5.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,3.0,0.0,1.0,0.0,45.0,7.0,13.0,3.0,3.0,3.0,0.0,1.0,0.0,0.52,5.0,0.0
CompactorThread.java,14.0,1.0,4.0,2.0,2.0,3.0,3.0,2.0,0.0,2.0,10.0,0.0,6.0,0.0,0.0,6.0,201.0,18.0,62.0,1.0,1.0,5.0,2.0,3.0,40.0,0.51,18.0,1.0
CompareOp.java,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,4.0,33.0,2.0,2.0,0.0,2.0,0.0,0.0,5.5,0.0,0.0
ComparisonOpMethodResolver.java,35.0,5.0,2.0,7.0,3.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,123.0,18.0,38.0,160.0,12.0,12.0,1.0,4.0,0.0,0.57,13.0,0.0
CompilationOpContext.java,3.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,36.0,4.0,24.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0
CompileProcessor.java,15.0,0.0,2.0,3.0,1.0,6.0,0.0,3.0,0.0,9.0,14.0,0.0,5.0,4.0,0.0,0.0,318.0,29.0,68.0,1.0,1.0,13.0,3.0,3.0,0.0,0.31,38.0,0.0
CompleteBean.java,5.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,37.0,3.0,26.0,0.0,0.0,1.0,1.0,0.0,50.0,3.25,2.0,0.0
CompleteDelegator.java,17.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,2.0,0.0,143.0,13.0,41.0,2.0,2.0,9.0,2.0,4.0,0.0,0.46,15.0,0.0
Complexpb.java,2.0,0.0,0.0,1.0,1.0,3.0,0.0,3.0,0.0,8.0,25.0,0.0,13.0,0.0,2.0,0.0,118.0,17.0,13.0,1.0,1.0,1.0,1.0,0.0,75.0,0.15,25.0,0.0
CompositeAccumuloRowIdFactory.java,7.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,72.0,9.0,27.0,1.5,1.5,2.0,2.0,1.0,33.0,0.75,4.0,0.0
CompositeHBaseKeyFactory.java,6.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,65.0,10.0,18.0,1.5,1.5,2.0,3.0,1.0,56.0,0.49,4.0,0.0
CompositePartitionSpecProxy.java,7.0,0.0,0.0,2.0,1.0,3.0,0.0,2.0,0.0,0.0,23.0,0.0,9.0,0.0,1.0,2.0,228.0,41.0,26.0,1.0,1.0,4.0,2.0,2.0,62.5,0.16,38.0,0.0
CompositeProcessor.java,6.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,45.0,6.0,22.0,2.0,2.0,2.0,1.0,1.0,0.0,1.29,3.0,0.0
CompositeService.java,7.0,0.0,1.0,2.0,1.0,3.0,3.0,2.0,0.0,1.0,10.0,0.0,2.0,0.0,1.0,2.0,133.0,21.0,32.0,2.0,2.0,3.0,2.0,2.0,6.5,0.4,18.0,0.0
CompressionBuffer.java,4.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,11.0,0.0,16.0,0.0,1.0,0.0,119.0,20.0,29.0,1.0,1.0,1.0,1.0,0.0,64.0,0.41,11.0,0.0
CompressionCodec.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,5.0,3.0,0.0,0.0,69.0,8.0,43.0,1.0,1.0,0.0,0.0,0.0,0.0,2.39,0.0,0.0
CompressionKind.java,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,27.0,2.0,21.0,1.0,1.0,0.0,2.0,0.0,0.0,5.25,0.0,0.0
CompressionKind.java,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,5.0,1.0,0.0,0.0,41.0,5.0,22.0,1.0,1.0,1.0,2.0,0.0,0.0,1.57,2.0,0.0
CompressionUtils.java,37.0,2.0,10.0,4.0,2.0,1.0,0.0,1.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,204.0,16.0,60.0,2.0,2.0,10.0,1.0,4.0,0.0,0.46,15.0,0.0
ConcatTextLongDoubleUDF.java,15.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,51.0,4.0,20.0,2.0,2.0,2.0,2.0,1.0,0.0,0.74,2.0,0.0
ConcurrentScheduler.java,5.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,6.0,0.0,2.0,0.0,2.0,0.0,68.0,11.0,18.0,1.5,1.5,2.0,1.0,1.0,58.0,0.46,8.0,0.0
ConcurrentTestRunner.java,10.0,2.0,0.0,2.0,1.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,62.0,12.0,21.0,1.0,1.0,2.0,2.0,1.0,0.0,0.72,3.0,0.0
ConditionalResolver.java,0.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,43.0,5.0,30.0,1.0,1.0,0.0,1.0,0.0,16.5,3.75,0.0,0.0
ConditionalResolverCommonJoin.java,8.0,1.0,0.0,2.0,1.0,6.0,0.0,2.0,0.0,3.0,20.0,0.0,6.0,0.0,2.0,2.0,245.0,38.0,34.0,1.0,1.0,8.0,1.0,4.0,0.0,0.2,36.0,0.0
ConditionalResolverMergeFiles.java,16.0,1.0,5.0,2.0,1.0,6.0,0.0,3.0,0.0,2.0,20.0,0.0,6.0,0.0,5.0,0.0,406.0,49.0,120.0,1.0,1.0,10.0,1.0,5.0,33.0,0.49,43.0,0.0
ConditionalResolverSkewJoin.java,8.0,0.0,1.0,2.0,1.0,5.0,0.0,2.0,0.0,2.0,8.0,0.0,2.0,0.0,0.0,0.0,129.0,14.0,33.0,1.0,1.0,7.0,1.0,5.0,25.0,0.4,14.0,0.0
ConditionalTask.java,9.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,16.0,0.0,5.0,0.0,1.0,0.0,214.0,29.0,51.0,1.0,1.0,7.0,2.0,4.0,80.0,0.38,34.0,1.0
ConditionalWork.java,5.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,56.0,8.0,28.0,1.0,1.0,1.0,1.0,0.0,25.0,1.4,4.0,0.0
Conf.java,8.0,0.0,2.0,2.0,1.0,114.0,0.0,3.0,0.0,16.0,12.0,0.0,12.0,2.0,3.0,0.0,175.0,21.0,44.0,1.0,1.0,9.0,2.0,1.0,0.0,0.4,26.0,0.0
ConfServlet.java,14.0,1.0,2.0,3.0,1.0,2.0,0.0,2.0,1.0,5.0,4.0,0.0,0.0,1.0,1.0,0.0,101.0,14.0,27.0,3.0,3.0,6.0,2.0,1.0,0.0,0.45,11.0,0.0
ConfigChangeEvent.java,4.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,48.0,8.0,17.0,1.0,1.0,1.0,2.0,0.0,50.0,0.74,4.0,0.0
ConfigurableTProtocol.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,43.0,5.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,4.43,0.0,0.0
Conn.java,13.0,0.0,3.0,3.0,1.0,37.0,2.0,2.0,0.0,0.0,17.0,0.0,13.0,7.0,0.0,0.0,281.0,22.0,62.0,1.0,1.0,9.0,3.0,3.0,0.0,0.31,43.0,0.0
Connection.java,5.0,0.0,0.0,1.0,1.0,33.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,30.0,3.0,17.0,1.0,1.0,1.0,3.0,0.0,0.0,1.7,1.0,0.0
ConnectionError.java,3.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,35.0,5.0,17.0,0.0,0.0,2.0,3.0,0.0,0.0,1.31,4.0,0.0
ConnectionException.java,3.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,32.0,5.0,17.0,0.0,0.0,1.0,3.0,0.0,0.0,1.7,2.0,0.0
ConnectionFailureException.java,7.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,39.0,5.0,26.0,0.0,0.0,1.0,3.0,0.0,0.0,3.25,1.0,0.0
ConstantObjectInspector.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29.0,3.0,22.0,2.0,5.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0
ConstantPropagate.java,18.0,2.0,3.0,2.0,1.0,23.0,0.0,2.0,0.0,1.0,5.0,0.0,2.0,0.0,0.0,1.0,169.0,21.0,47.0,3.0,3.0,3.0,2.0,2.0,0.0,0.47,9.0,1.0
ConstantPropagateProcCtx.java,14.0,1.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,1.0,11.0,0.0,5.0,0.0,1.0,0.0,226.0,24.0,49.0,1.0,1.0,21.0,1.0,7.0,67.0,0.32,32.0,1.0
ConstantVectorExpression.java,5.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,31.0,0.0,12.0,1.0,4.0,0.0,234.0,36.0,24.0,1.0,1.0,5.0,2.0,1.0,43.5,0.14,40.0,0.0
Constants.java,0.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2.0,20.0,9.0,7.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0
Constants.java,0.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,3.0,18.0,9.0,7.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0
Consumer.java,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1.0,23.0,1.0,1.0,0.0,2.0,0.0,73.0,3.83,0.0,0.0
ConsumerFeedback.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,3.57,0.0,0.0
ContactInfo.java,6.0,0.0,2.0,2.0,1.0,4.0,0.0,2.0,4.0,1.0,31.0,0.0,6.0,0.0,3.0,0.0,250.0,30.0,57.0,1.0,1.0,5.0,2.0,1.0,65.0,0.35,47.0,0.0
ContainerFactory.java,10.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,51.0,8.0,14.0,1.0,1.0,1.0,1.0,0.0,0.0,0.47,2.0,0.0
ContainerRunner.java,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,37.0,8.0,13.0,1.0,1.0,0.0,2.0,0.0,0.0,0.81,0.0,0.0
ContainerRunnerImpl.java,17.0,1.0,1.0,2.0,1.0,8.0,0.0,3.0,1.0,2.0,16.0,0.0,13.0,0.0,1.0,1.0,381.0,40.0,24.0,1.0,1.0,7.0,2.0,2.0,0.0,0.08,28.0,1.0
ContentSummaryInputFormat.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,6.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,0.0,0.0
Context.java,11.0,0.0,6.0,1.0,1.0,156.0,23.0,1.0,0.0,0.0,20.0,0.0,1.0,0.0,2.0,0.0,261.0,8.0,148.0,1.0,1.0,3.0,2.0,2.0,33.0,1.41,27.0,1.0
ControlledClock.java,4.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,43.0,4.0,17.0,1.0,1.0,2.0,1.0,1.0,38.0,0.77,5.0,0.0
ConverterParent.java,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,24.0,4.0,13.0,0.5,0.5,0.0,2.0,0.0,0.0,1.86,0.0,0.0
Converters.java,14.0,1.0,0.0,3.0,1.0,13.0,0.0,1.0,15.0,0.0,15.0,0.0,0.0,0.0,11.0,0.0,265.0,31.0,13.0,2.0,2.0,8.0,2.0,2.0,0.0,0.06,44.0,0.0
CookieSigner.java,17.0,1.0,5.0,3.0,1.0,2.0,0.0,1.0,0.0,3.0,4.0,0.0,1.0,0.0,1.0,0.0,108.0,10.0,41.0,1.5,1.5,4.0,2.0,1.0,41.5,0.72,11.0,0.0
CopyTask.java,15.0,2.0,1.0,3.0,3.0,2.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,109.0,16.0,22.0,1.0,1.0,7.0,2.0,3.0,0.0,0.3,10.0,0.0
CopyWork.java,3.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,7.0,0.0,3.0,0.0,0.0,0.0,68.0,12.0,21.0,1.0,1.0,1.0,1.0,0.0,71.0,0.6,7.0,0.0
CorrelationUtilities.java,15.0,1.0,2.0,3.0,2.0,1.0,0.0,1.0,26.0,0.0,26.0,0.0,0.0,0.0,1.0,22.0,480.0,49.0,75.0,2.5,2.5,8.0,1.0,3.0,0.0,0.21,80.0,0.0
Counter.java,4.0,0.0,0.0,1.0,1.0,21.0,0.0,1.0,0.0,0.0,5.0,0.0,2.0,5.0,0.0,0.0,53.0,8.0,21.0,1.0,1.0,1.0,2.0,0.0,30.0,0.88,5.0,0.0
CreateDatabaseDesc.java,4.0,0.0,0.0,1.0,1.0,4.0,0.0,1.0,0.0,1.0,13.0,0.0,5.0,0.0,0.0,0.0,106.0,21.0,24.0,1.0,1.0,1.0,2.0,0.0,67.0,0.39,13.0,0.0
CreateDatabaseEvent.java,5.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,39.0,6.0,20.0,1.0,1.0,1.0,2.0,0.0,0.0,1.54,2.0,0.0
CreateDatabaseHook.java,17.0,2.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,96.0,14.0,20.0,2.0,2.0,6.0,3.0,4.0,33.0,0.32,9.0,0.0
CreateDatabaseMessage.java,3.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,31.0,4.0,21.0,1.0,1.0,1.0,3.0,0.0,35.5,3.5,1.0,0.0
CreateDatabaseReplicationTask.java,4.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,38.0,4.0,24.0,0.0,0.0,1.0,3.0,0.0,0.0,2.4,1.0,0.0
CreateFunctionDesc.java,4.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,10.0,0.0,4.0,0.0,0.0,0.0,88.0,16.0,24.0,1.0,1.0,1.0,1.0,0.0,70.0,0.5,10.0,0.0
CreateHostsFailedException.java,3.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,30.0,2.0,18.0,0.0,0.0,1.0,2.0,0.0,0.0,1.8,2.0,0.0
CreateIndexDesc.java,4.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,43.0,0.0,20.0,0.0,0.0,0.0,252.0,49.0,20.0,1.0,1.0,1.0,2.0,0.0,93.0,0.11,43.0,0.0
CreateMacroDesc.java,5.0,0.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,6.0,0.0,4.0,0.0,0.0,0.0,73.0,12.0,24.0,1.0,1.0,1.0,1.0,0.0,33.5,0.65,6.0,0.0
CreateSequenceFile.java,17.0,3.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,0.0,5.0,0.0,3.0,0.0,1.0,0.0,154.0,26.0,31.0,1.0,1.0,5.0,1.0,2.0,8.5,0.32,9.0,0.0
CreateTableAutomaticGrant.java,12.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,4.0,0.0,7.0,0.0,4.0,0.0,3.0,0.0,134.0,15.0,20.0,3.0,3.0,6.0,1.0,4.0,71.0,0.2,18.0,0.0
CreateTableEvent.java,5.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,39.0,6.0,20.0,1.0,1.0,1.0,2.0,0.0,0.0,1.54,2.0,0.0
CreateTableHook.java,78.0,9.0,8.0,14.0,7.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,208.0,24.0,34.0,42.5,8.0,15.0,3.0,4.0,0.0,0.22,28.0,0.0
CreateTableLikeDesc.java,5.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,25.0,0.0,12.0,0.0,0.0,0.0,200.0,29.0,52.0,1.0,1.0,1.0,2.0,0.0,88.0,0.44,25.0,0.0
CreateTableMessage.java,5.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,43.0,5.0,25.0,1.0,1.0,2.0,3.0,1.0,37.5,1.92,3.0,0.0
CreateTableReplicationTask.java,12.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,85.0,8.0,19.0,1.0,1.0,1.0,2.0,0.0,25.0,0.32,4.0,0.0
CreateViewDesc.java,4.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,26.0,0.0,11.0,0.0,0.0,0.0,175.0,32.0,24.0,1.0,1.0,1.0,2.0,0.0,89.0,0.2,26.0,0.0
CrossMapEqualComparer.java,38.0,2.0,0.0,7.0,7.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66.0,5.0,21.0,1.0,1.0,7.0,2.0,3.0,0.0,0.53,7.0,0.0
CrossProductCheck.java,13.0,1.0,0.0,3.0,1.0,15.0,0.0,5.0,0.0,1.0,18.0,0.0,6.0,6.0,7.0,0.0,369.0,42.0,49.0,3.0,3.0,7.0,1.0,3.0,0.0,0.18,51.0,0.0
CryptoProcessor.java,13.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,9.0,0.0,6.0,0.0,6.0,0.0,184.0,33.0,40.0,1.5,1.5,7.0,1.0,2.0,76.0,0.36,19.0,0.0
CuckooSetBytes.java,32.0,2.0,15.0,4.0,3.0,1.0,0.0,1.0,2.0,3.0,12.0,0.0,8.0,0.0,8.0,0.0,435.0,35.0,205.0,1.0,1.0,15.0,1.0,3.0,79.0,1.02,45.0,0.0
CuckooSetDouble.java,6.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,60.0,7.0,35.0,1.0,1.0,2.0,1.0,1.0,25.0,1.94,5.0,0.0
CuckooSetLong.java,21.0,2.0,6.0,4.0,3.0,1.0,0.0,1.0,0.0,2.0,10.0,0.0,9.0,0.0,6.0,0.0,277.0,33.0,89.0,2.0,2.0,9.0,1.0,3.0,67.0,0.56,35.0,0.0
CuratorFrameworkSingleton.java,11.0,1.0,0.0,2.0,1.0,2.0,0.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,76.0,8.0,19.0,2.0,2.0,3.0,2.0,2.0,12.5,0.39,6.0,0.0
CurrentRowDef.java,4.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,48.0,8.0,17.0,1.0,1.0,1.0,2.0,0.0,0.0,0.74,5.0,0.0
CustomAuthenticationProviderImpl.java,7.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,50.0,7.0,23.0,1.0,1.0,1.0,1.0,0.0,0.0,1.15,2.0,0.0
CustomEdgeConfiguration.java,8.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,92.0,14.0,17.0,2.5,2.5,4.0,1.0,2.0,39.0,0.28,13.0,0.0
CustomNonSettableListObjectInspector1.java,3.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,2.0,67.0,13.0,21.0,1.0,1.0,1.0,1.0,0.0,63.0,0.64,8.0,0.0
CustomNonSettableStructObjectInspector1.java,4.0,0.0,0.0,1.0,1.0,3.0,0.0,2.0,0.0,1.0,17.0,0.0,5.0,0.0,0.0,4.0,137.0,23.0,23.0,1.0,1.0,2.0,2.0,1.0,68.0,0.25,18.0,0.0
CustomNonSettableUnionObjectInspector1.java,4.0,0.0,1.0,1.0,1.0,4.0,0.0,2.0,0.0,0.0,12.0,0.0,3.0,0.0,0.0,0.0,100.0,18.0,23.0,1.0,1.0,2.0,1.0,1.0,55.5,0.39,14.0,0.0
CustomPartitionEdge.java,7.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,8.0,0.0,2.0,0.0,0.0,0.0,107.0,16.0,20.0,1.0,1.0,3.0,2.0,1.0,50.0,0.28,12.0,0.0
CustomSerDe1.java,11.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,114.0,17.0,28.0,1.0,1.0,4.0,2.0,2.0,72.0,0.41,9.0,0.0
CustomSerDe2.java,10.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,114.0,17.0,27.0,1.0,1.0,4.0,2.0,2.0,72.0,0.39,9.0,0.0
CustomSerDe3.java,41.0,4.0,10.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,77.0,8.0,27.0,6.0,4.0,4.0,3.0,2.0,0.0,0.64,4.0,0.0
CustomSerDe4.java,46.0,5.0,9.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,84.0,11.0,26.0,8.0,5.0,5.0,3.0,2.0,0.0,0.55,5.0,0.0
CustomSerDe5.java,45.0,4.0,9.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,81.0,8.0,26.0,8.0,5.0,5.0,4.0,2.0,0.0,0.55,5.0,0.0
CustomTextSerDe.java,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27.0,3.0,17.0,0.0,0.0,1.0,4.0,0.0,0.0,2.43,1.0,0.0
CustomTextStorageFormatDescriptor.java,4.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,40.0,7.0,17.0,1.0,1.0,1.0,3.0,0.0,0.0,1.06,2.0,0.0
CustomVertexConfiguration.java,4.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,9.0,0.0,4.0,0.0,0.0,0.0,91.0,14.0,27.0,1.0,1.0,1.0,1.0,0.0,56.0,0.54,9.0,0.0
DBTokenStore.java,10.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,1.0,13.0,0.0,1.0,0.0,1.0,0.0,176.0,23.0,19.0,2.0,2.0,6.0,2.0,2.0,42.5,0.14,29.0,1.0
DDLDesc.java,0.0,0.0,0.0,0.0,0.0,4.0,43.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,3.0,21.0,1.0,1.0,0.0,2.0,0.0,42.5,4.2,0.0,0.0
DataBuilder.java,7.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,80.0,10.0,29.0,2.0,2.0,2.0,1.0,1.0,40.0,0.71,8.0,0.0
DataCache.java,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,100.0,9.0,75.0,0.0,0.0,0.0,1.0,0.0,0.0,4.69,0.0,0.0
DataCorruptErrorHeuristic.java,16.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,75.0,11.0,29.0,2.0,2.0,3.0,2.0,2.0,0.0,0.83,4.0,0.0
DataInputByteBuffer.java,5.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,12.0,0.0,6.0,0.0,1.0,0.0,98.0,11.0,17.0,1.0,1.0,3.0,2.0,1.0,40.0,0.24,16.0,0.0
DataInputInputStream.java,6.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,47.0,4.0,18.0,2.0,2.0,2.0,2.0,1.0,33.0,0.72,5.0,0.0
DataOutputOutputStream.java,4.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,42.0,5.0,17.0,1.5,1.5,2.0,2.0,1.0,33.0,0.85,4.0,0.0
