Name,AvgCountLine,AvgCountLineBlank,AvgCountLineComment,AvgCyclomatic,AvgEssential,CountClassBase,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclInstanceVariable,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountLine,CountLineBlank,CountLineComment,CountPath,Cyclomatic,MaxCyclomatic,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,Bugs
KeyValuesFromKeyValues.java,4.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,48.0,7.0,20.0,1.0,1.0,1.0,1.0,0.0,0.0,0.95,4.0,0.0
KeyValuesInputMerger.java,9.0,0.0,1.0,2.0,1.0,7.0,0.0,4.0,0.0,1.0,14.0,0.0,8.0,2.0,1.0,0.0,207.0,28.0,42.0,1.0,1.0,6.0,2.0,3.0,23.5,0.31,28.0,1.0
KeyVerifyingStatsAggregator.java,6.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,50.0,7.0,25.0,1.0,1.0,1.0,1.0,0.0,0.0,1.39,3.0,0.0
KeyWrapper.java,0.0,0.0,0.0,0.0,0.0,8.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,3.0,17.0,1.0,1.0,0.0,2.0,0.0,58.0,1.7,0.0,0.0
KeyWrapperFactory.java,7.0,0.0,0.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,23.0,0.0,14.0,0.0,5.0,0.0,240.0,33.0,21.0,1.0,1.0,4.0,2.0,1.0,44.0,0.11,31.0,1.0
KilledTaskHandler.java,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30.0,4.0,16.0,0.5,0.5,0.0,1.0,0.0,0.0,1.6,0.0,0.0
KryoMessageCodec.java,11.0,1.0,0.0,2.0,1.0,6.0,0.0,3.0,0.0,2.0,9.0,0.0,4.0,4.0,3.0,3.0,175.0,30.0,23.0,1.0,1.0,4.0,2.0,2.0,50.0,0.19,17.0,0.0
KryoSerializer.java,14.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,97.0,14.0,18.0,1.5,1.5,3.0,1.0,2.0,0.0,0.27,7.0,1.0
LBExprProcCtx.java,6.0,0.0,3.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,66.0,10.0,36.0,1.0,1.0,1.0,1.0,0.0,38.0,1.8,4.0,0.0
LBExprProcFactory.java,12.0,0.0,6.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,5.0,0.0,0.0,0.0,2.0,1.0,110.0,11.0,54.0,1.0,1.0,2.0,2.0,1.0,0.0,1.2,6.0,0.0
LBOpPartitionWalkerCtx.java,8.0,0.0,5.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,68.0,9.0,39.0,1.0,1.0,1.0,1.0,0.0,50.0,1.95,4.0,0.0
LBOpWalkerCtx.java,7.0,0.0,3.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,65.0,9.0,35.0,1.0,1.0,1.0,1.0,0.0,33.0,1.67,3.0,0.0
LBPartitionProcFactory.java,10.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,85.0,9.0,31.0,3.0,2.5,4.0,2.0,2.0,0.0,0.69,6.0,0.0
LBProcFactory.java,7.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,69.0,8.0,34.0,1.0,1.0,1.0,2.0,0.0,0.0,1.26,3.0,0.0
LateralViewForwardDesc.java,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,5.0,21.0,0.0,0.0,1.0,2.0,0.0,0.0,2.63,1.0,0.0
LateralViewForwardOperator.java,4.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,2.0,72.0,12.0,24.0,1.0,1.0,1.0,2.0,0.0,0.0,0.67,7.0,1.0
LateralViewJoinDesc.java,3.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,6.0,0.0,2.0,0.0,0.0,0.0,61.0,12.0,21.0,1.0,1.0,1.0,2.0,0.0,50.0,0.75,6.0,0.0
LateralViewJoinOperator.java,9.0,1.0,1.0,2.0,1.0,3.0,0.0,1.0,1.0,3.0,7.0,0.0,2.0,0.0,0.0,2.0,164.0,22.0,71.0,1.0,1.0,3.0,2.0,1.0,43.0,1.0,11.0,1.0
LauncherDelegator.java,14.0,1.0,3.0,2.0,1.0,2.0,6.0,3.0,3.0,1.0,15.0,0.0,8.0,1.0,4.0,0.0,278.0,33.0,62.0,2.0,2.0,3.0,2.0,2.0,46.0,0.34,25.0,0.0
LazyAccumuloMap.java,17.0,2.0,3.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,1.0,155.0,25.0,35.0,1.0,1.0,6.0,4.0,2.0,33.5,0.37,17.0,0.0
LazyAccumuloRow.java,14.0,1.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,1.0,7.0,0.0,4.0,0.0,2.0,1.0,158.0,18.0,27.0,2.0,2.0,6.0,4.0,2.0,35.5,0.24,19.0,0.0
LazyArray.java,19.0,1.0,5.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,8.0,0.0,6.0,0.0,3.0,1.0,230.0,24.0,87.0,2.0,2.0,7.0,3.0,3.0,30.0,0.73,25.0,0.0
LazyBinary.java,7.0,0.0,0.0,2.0,1.0,71.0,24.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,64.0,8.0,19.0,2.0,2.0,3.0,4.0,1.0,0.0,0.51,7.0,1.0
LazyBinaryArray.java,18.0,1.0,5.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,8.0,0.0,10.0,0.0,3.0,1.0,238.0,24.0,96.0,4.0,3.0,5.0,3.0,3.0,68.0,0.81,22.0,0.0
LazyBinaryBinary.java,5.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,45.0,6.0,17.0,1.0,1.0,1.0,3.0,0.0,0.0,0.77,3.0,0.0
LazyBinaryBoolean.java,6.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,60.0,5.0,30.0,3.0,3.0,3.0,3.0,1.0,0.0,1.2,5.0,0.0
LazyBinaryByte.java,4.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,45.0,5.0,20.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,3.0,0.0
LazyBinaryColumnarSerDe.java,24.0,2.0,1.0,3.0,1.0,6.0,0.0,1.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,128.0,13.0,27.0,2.0,2.0,5.0,3.0,2.0,0.0,0.31,9.0,0.0
LazyBinaryColumnarStruct.java,8.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,60.0,7.0,17.0,2.5,2.5,4.0,2.0,2.0,0.0,0.47,6.0,0.0
LazyBinaryDate.java,7.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,2.0,0.0,0.0,62.0,6.0,30.0,1.0,1.0,1.0,3.0,0.0,67.0,1.15,3.0,0.0
LazyBinaryDouble.java,5.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,46.0,5.0,20.0,1.0,1.0,1.0,3.0,0.0,0.0,0.95,3.0,0.0
LazyBinaryFactory.java,20.0,0.0,2.0,7.0,1.0,1.0,0.0,1.0,3.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,138.0,8.0,29.0,6.0,6.0,18.0,1.0,1.0,0.0,0.28,27.0,0.0
LazyBinaryFloat.java,5.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,46.0,5.0,20.0,1.0,1.0,1.0,3.0,0.0,0.0,0.95,3.0,0.0
LazyBinaryHiveChar.java,6.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,51.0,7.0,18.0,1.0,1.0,1.0,3.0,0.0,0.0,0.69,3.0,0.0
LazyBinaryHiveDecimal.java,6.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,52.0,7.0,17.0,1.0,2.0,2.0,3.0,0.0,33.0,0.61,4.0,0.0
LazyBinaryHiveIntervalDayTime.java,4.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,2.0,2.0,0.0,0.0,56.0,6.0,24.0,1.0,1.0,1.0,3.0,0.0,67.0,0.92,3.0,0.0
LazyBinaryHiveIntervalYearMonth.java,4.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,2.0,0.0,0.0,54.0,6.0,24.0,1.0,1.0,1.0,3.0,0.0,67.0,1.0,3.0,0.0
LazyBinaryHiveVarchar.java,6.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,51.0,7.0,18.0,1.0,1.0,1.0,3.0,0.0,0.0,0.69,3.0,0.0
LazyBinaryInteger.java,5.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,54.0,6.0,25.0,1.0,1.0,1.0,3.0,0.0,67.0,1.09,3.0,0.0
LazyBinaryListObjectInspector.java,6.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,65.0,7.0,20.0,2.0,2.0,2.0,2.0,1.0,0.0,0.53,8.0,0.0
LazyBinaryLong.java,5.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,54.0,6.0,25.0,1.0,1.0,1.0,3.0,0.0,67.0,1.09,3.0,0.0
LazyBinaryMap.java,24.0,1.0,7.0,4.0,2.0,2.0,0.0,1.0,0.0,1.0,9.0,0.0,16.0,0.0,3.0,2.0,334.0,30.0,127.0,3.0,3.0,7.0,3.0,2.0,36.0,0.72,35.0,0.0
LazyBinaryMapObjectInspector.java,6.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,64.0,7.0,22.0,2.0,2.0,2.0,2.0,1.0,0.0,0.63,8.0,0.0
LazyBinaryNonPrimitive.java,7.0,0.0,0.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,1.0,65.0,7.0,22.0,1.0,1.0,3.0,2.0,1.0,25.0,0.61,6.0,0.0
LazyBinaryObject.java,7.0,0.0,4.0,1.0,1.0,5.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,51.0,6.0,31.0,2.0,2.0,1.0,3.0,0.0,50.0,2.21,2.0,0.0
LazyBinaryObjectInspector.java,5.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,52.0,7.0,17.0,2.5,2.5,2.0,3.0,1.0,41.5,0.61,7.0,0.0
LazyBinaryObjectInspectorFactory.java,14.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,5.0,4.0,6.0,0.0,0.0,0.0,1.0,0.0,140.0,15.0,29.0,3.0,3.0,4.0,1.0,2.0,83.0,0.3,15.0,0.0
LazyBinaryPrimitive.java,6.0,0.0,1.0,2.0,1.0,1.0,17.0,1.0,0.0,0.0,7.0,0.0,1.0,2.0,0.0,0.0,85.0,13.0,31.0,1.0,1.5,4.0,2.0,1.0,29.0,0.76,11.0,0.0
LazyBinaryShort.java,4.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,45.0,5.0,20.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,3.0,0.0
LazyBinaryString.java,4.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,50.0,5.0,25.0,1.0,1.0,1.0,3.0,0.0,0.0,1.25,3.0,0.0
LazyBinaryStruct.java,17.0,1.0,4.0,3.0,1.0,5.0,0.0,2.0,0.0,1.0,11.0,0.0,19.0,0.0,2.0,1.0,305.0,35.0,93.0,2.0,2.0,11.0,4.0,3.0,52.0,0.53,32.0,0.0
LazyBinaryStructObjectInspector.java,6.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,4.0,79.0,11.0,22.0,2.0,2.0,2.0,4.0,1.0,0.0,0.48,9.0,0.0
LazyBinaryTimestamp.java,7.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,57.0,5.0,30.0,1.0,1.0,1.0,3.0,0.0,0.0,1.36,3.0,0.0
LazyBinaryUnion.java,14.0,1.0,5.0,2.0,1.0,3.0,0.0,1.0,0.0,1.0,8.0,0.0,12.0,0.0,2.0,1.0,196.0,27.0,79.0,2.0,2.0,3.0,3.0,1.0,38.0,0.88,14.0,0.0
LazyBinaryUnionObjectInspector.java,7.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,63.0,6.0,28.0,2.0,2.0,2.0,3.0,1.0,0.0,0.97,6.0,0.0
LazyBinaryUtils.java,21.0,0.0,5.0,3.0,1.0,6.0,0.0,6.0,13.0,3.0,20.0,0.0,6.0,0.0,1.0,1.0,514.0,32.0,139.0,1.5,1.5,23.0,2.0,3.0,0.0,0.4,67.0,0.0
LazyBinaryVoid.java,3.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,41.0,5.0,20.0,1.0,1.0,1.0,3.0,0.0,0.0,1.25,3.0,0.0
LazyBoolean.java,15.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,86.0,6.0,30.0,1.0,2.0,7.0,3.0,4.0,33.5,0.6,9.0,0.0
LazyBooleanObjectInspector.java,4.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,61.0,9.0,21.0,1.0,1.5,2.0,3.0,0.0,67.0,0.68,8.0,0.0
LazyByte.java,12.0,0.0,6.0,2.0,1.0,6.0,1.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,106.0,8.0,59.0,2.0,2.0,3.0,3.0,1.0,50.0,1.51,8.0,0.0
LazyByteObjectInspector.java,4.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,50.0,6.0,20.0,1.0,2.0,2.0,3.0,0.0,0.0,0.83,6.0,0.0
LazyDate.java,10.0,0.0,4.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,86.0,8.0,40.0,1.0,2.0,2.0,3.0,1.0,0.0,1.05,5.0,0.0
LazyDateObjectInspector.java,4.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,47.0,6.0,20.0,1.0,2.0,2.0,3.0,0.0,0.0,0.95,5.0,0.0
LazyDecompressionCallback.java,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,32.0,5.0,22.0,1.5,1.5,0.0,1.0,0.0,0.0,4.4,0.0,0.0
LazyDioBinary.java,5.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,51.0,5.0,24.0,2.0,2.0,2.0,4.0,1.0,0.0,1.09,4.0,0.0
LazyDioBoolean.java,11.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,81.0,11.0,31.0,8.0,4.0,4.0,4.0,2.0,67.0,0.79,6.0,0.0
LazyDioByte.java,11.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,73.0,10.0,24.0,8.0,4.0,4.0,4.0,2.0,67.0,0.62,6.0,0.0
LazyDioDouble.java,11.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,80.0,10.0,31.0,8.0,4.0,4.0,4.0,2.0,67.0,0.79,6.0,0.0
LazyDioFloat.java,11.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,80.0,10.0,31.0,8.0,4.0,4.0,4.0,2.0,67.0,0.79,6.0,0.0
LazyDioInteger.java,11.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,80.0,10.0,31.0,8.0,4.0,4.0,4.0,2.0,67.0,0.79,6.0,0.0
LazyDioLong.java,11.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,80.0,10.0,31.0,8.0,4.0,4.0,4.0,2.0,67.0,0.79,6.0,0.0
LazyDioShort.java,11.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,80.0,10.0,31.0,8.0,4.0,4.0,4.0,2.0,67.0,0.79,6.0,0.0
LazyDouble.java,9.0,0.0,0.0,2.0,1.0,6.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,67.0,7.0,21.0,2.0,2.0,4.0,3.0,1.0,50.0,0.54,6.0,0.0
LazyDoubleObjectInspector.java,4.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,50.0,6.0,20.0,1.0,2.0,2.0,3.0,0.0,0.0,0.83,6.0,0.0
LazyFactory.java,24.0,0.0,10.0,4.0,1.0,1.0,0.0,1.0,15.0,0.0,16.0,0.0,0.0,0.0,1.0,0.0,485.0,27.0,173.0,2.0,2.0,18.0,1.0,2.0,0.0,0.61,57.0,1.0
LazyFloat.java,9.0,0.0,0.0,2.0,1.0,6.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,67.0,7.0,21.0,2.0,2.0,4.0,3.0,1.0,50.0,0.54,6.0,0.0
LazyFloatObjectInspector.java,4.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,50.0,6.0,20.0,1.0,2.0,2.0,3.0,0.0,0.0,0.83,6.0,0.0
LazyHBaseCellMap.java,18.0,2.0,3.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,8.0,0.0,5.0,0.0,1.0,0.0,202.0,30.0,43.0,1.0,1.0,8.0,4.0,3.0,37.5,0.33,23.0,0.0
LazyHBaseCellMapTest.java,30.0,8.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,72.0,15.0,18.0,1.0,1.0,1.0,2.0,0.0,0.0,0.46,1.0,0.0
LazyHBaseRow.java,16.0,1.0,4.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,9.0,0.0,5.0,1.0,2.0,1.0,208.0,25.0,60.0,4.0,3.5,7.0,4.0,3.0,71.0,0.48,22.0,0.0
LazyHCatRecord.java,7.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,13.0,0.0,2.0,0.0,0.0,0.0,146.0,20.0,28.0,1.0,1.0,2.0,2.0,1.0,74.0,0.29,17.0,0.0
LazyHiveChar.java,9.0,0.0,1.0,2.0,1.0,3.0,0.0,1.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,79.0,10.0,23.0,1.5,1.5,3.0,3.0,2.0,37.5,0.5,6.0,0.0
LazyHiveCharObjectInspector.java,6.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,87.0,14.0,18.0,1.5,1.5,3.0,3.0,1.0,75.0,0.33,11.0,0.0
LazyHiveDecimal.java,12.0,0.0,2.0,2.0,1.0,3.0,0.0,1.0,1.0,2.0,6.0,0.0,2.0,0.0,1.0,0.0,114.0,12.0,31.0,1.5,2.0,3.0,3.0,1.0,25.0,0.44,10.0,0.0
LazyHiveDecimalObjectInspector.java,5.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,50.0,8.0,17.0,1.5,2.0,2.0,3.0,1.0,0.0,0.68,5.0,0.0
LazyHiveIntervalDayTime.java,6.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,65.0,9.0,17.0,1.0,2.0,2.0,3.0,1.0,0.0,0.44,6.0,0.0
LazyHiveIntervalDayTimeObjectInspector.java,4.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,44.0,6.0,17.0,1.0,2.0,2.0,3.0,0.0,0.0,0.81,5.0,0.0
LazyHiveIntervalYearMonth.java,6.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,66.0,9.0,17.0,1.0,2.0,2.0,3.0,1.0,0.0,0.42,6.0,0.0
LazyHiveIntervalYearMonthObjectInspector.java,4.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,44.0,6.0,17.0,1.0,2.0,2.0,3.0,0.0,0.0,0.81,5.0,0.0
LazyHiveVarchar.java,9.0,0.0,1.0,2.0,1.0,3.0,0.0,1.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,79.0,10.0,23.0,1.5,1.5,3.0,3.0,2.0,37.5,0.5,6.0,0.0
LazyHiveVarcharObjectInspector.java,6.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,87.0,14.0,18.0,1.5,1.5,3.0,3.0,1.0,75.0,0.33,11.0,0.0
LazyIntObjectInspector.java,4.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,50.0,6.0,20.0,1.0,2.0,2.0,3.0,0.0,0.0,0.83,6.0,0.0
LazyInteger.java,24.0,1.0,9.0,4.0,1.0,4.0,1.0,1.0,5.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,238.0,17.0,99.0,2.0,2.0,10.0,3.0,3.0,50.0,0.81,29.0,0.0
LazyListObjectInspector.java,5.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,13.0,0.0,3.0,0.0,0.0,2.0,131.0,18.0,35.0,1.0,1.0,2.0,1.0,1.0,74.0,0.45,16.0,0.0
LazyLong.java,23.0,1.0,9.0,4.0,1.0,6.0,1.0,1.0,5.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,237.0,18.0,101.0,2.0,2.0,9.0,3.0,3.0,50.0,0.86,28.0,0.0
LazyLongObjectInspector.java,4.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,50.0,6.0,20.0,1.0,2.0,2.0,3.0,0.0,0.0,0.83,6.0,0.0
LazyMap.java,23.0,1.0,7.0,4.0,2.0,3.0,2.0,1.0,0.0,1.0,11.0,0.0,10.0,0.0,3.0,4.0,363.0,30.0,132.0,1.0,1.5,11.0,3.0,4.0,71.5,0.66,39.0,0.0
LazyMapObjectInspector.java,5.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,16.0,0.0,5.0,0.0,0.0,3.0,147.0,23.0,27.0,1.0,1.0,2.0,1.0,1.0,74.0,0.28,19.0,0.0
LazyNonPrimitive.java,8.0,0.0,3.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,3.0,79.0,8.0,33.0,1.0,1.0,1.0,2.0,0.0,40.0,0.87,5.0,0.0
LazyObject.java,6.0,0.0,2.0,1.0,1.0,11.0,19.0,1.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,3.0,77.0,11.0,34.0,1.0,1.0,2.0,4.0,1.0,25.0,1.06,8.0,0.0
LazyObjectBase.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,49.0,6.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,6.17,0.0,0.0
LazyObjectInspectorFactory.java,14.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,12.0,4.0,13.0,0.0,0.0,0.0,2.0,0.0,253.0,23.0,29.0,1.0,1.0,6.0,1.0,2.0,92.0,0.14,24.0,0.0
LazyObjectInspectorParameters.java,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,4.0,17.0,1.0,1.0,0.0,1.0,0.0,54.0,1.42,0.0,0.0
LazyObjectInspectorParametersImpl.java,7.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,14.0,0.0,7.0,0.0,0.0,1.0,144.0,19.0,17.0,1.0,1.0,3.0,1.0,1.0,54.0,0.16,16.0,0.0
LazyPrimitive.java,7.0,0.0,0.0,2.0,1.0,3.0,17.0,1.0,0.0,1.0,7.0,0.0,1.0,0.0,0.0,2.0,90.0,15.0,20.0,2.0,2.0,4.0,2.0,2.0,43.0,0.36,15.0,0.0
LazyPrimitiveObjectInspectorFactory.java,14.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,9.0,16.0,10.0,0.0,0.0,0.0,2.0,0.0,270.0,24.0,34.0,3.0,3.0,6.0,1.0,2.0,75.0,0.16,30.0,0.0
LazySerDeParameters.java,12.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,4.0,15.0,0.0,13.0,0.0,1.0,0.0,277.0,46.0,52.0,1.0,1.0,8.0,1.0,3.0,85.0,0.29,33.0,1.0
LazyShort.java,12.0,0.0,6.0,2.0,1.0,6.0,1.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,106.0,8.0,59.0,2.0,2.0,3.0,3.0,1.0,50.0,1.51,8.0,0.0
LazyShortObjectInspector.java,4.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,50.0,6.0,20.0,1.0,2.0,2.0,3.0,0.0,0.0,0.83,6.0,0.0
