Name,AvgCountLine,AvgCountLineBlank,AvgCountLineComment,AvgCyclomatic,AvgEssential,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclMethodDefault,CountDeclMethodPrivate,MaxCyclomatic,MaxInheritanceTree,PercentLackOfCohesion,RatioCommentToCode,CountInputMin,CountInputMean,CountInputMax,CountOutputMin,CountOutputMean,CountOutputMax,CountPathMin,"CountPathMean-divided-by-1,000,000","CountPathMax-divided-by-1,000,000",MaxNestingMin,MaxNestingMean,MaxNestingMax,Bugs
FileSinkOperator.java,28.0,2.0,5.0,5.0,1.0,1.8125,17.625,0.0625,4.0,2.0,19.0,31.0,1.5625,44.0625,0.23,0.0,5.607692307692307,54.0,0.0,6.115384615384615,94.0,0.0,0.0,0.0,0.0,0.953846153846154,7.0,0.0
FileSinkProcessor.java,12.0,2.0,1.0,1.0,1.0,2.0,9.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.15,3.0,3.0,3.0,2.0,3.6666666666666665,7.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0
FileSystemCounterLimit.java,6.0,0.0,0.0,2.0,1.0,2.0,4.0,0.0,2.0,2.0,0.0,4.0,1.0,33.0,0.31,1.0,2.571428571428572,4.0,1.0,3.142857142857143,9.0,1.0,0.0,0.0,0.0,0.5714285714285714,3.0,0.0
FileUtils.java,18.0,1.0,5.0,3.0,2.0,1.0,12.166666666666666,0.0,5.0,2.0,4.0,8.0,1.5833333333333333,18.08333333333333,0.48,0.0,5.0,16.0,1.0,5.195876288659794,15.0,1.0,0.0,0.0,0.0,1.041237113402062,4.0,0.0
FileUtils.java,19.0,1.0,7.0,3.0,2.0,1.0,12.166666666666666,0.0,4.0,0.0,2.0,6.0,1.5833333333333333,18.08333333333333,0.62,0.0,5.0,16.0,1.0,5.195876288659794,15.0,1.0,0.0,0.0,0.0,1.041237113402062,4.0,0.0
Filter.java,0.0,0.0,0.0,0.0,0.0,1.4120603015075377,10.130653266331658,0.2211055276381909,1.0,1.0,0.0,0.0,1.5678391959798994,17.64824120603015,5.6,0.0,4.205372616984402,29.0,0.0,4.6447140381282495,37.0,0.0,0.0,0.0,0.0,0.6117850953206239,7.0,0.0
FilterColAndScalar.java,7.0,0.0,0.0,1.0,1.0,1.0,10.0,0.0,1.0,0.0,0.0,2.0,2.0,30.0,0.41,2.0,2.6666666666666665,4.0,2.0,3.333333333333333,6.0,1.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0
FilterColOrScalar.java,7.0,0.0,0.0,1.0,1.0,1.0,10.0,0.0,1.0,0.0,0.0,2.0,2.0,30.0,0.44,2.0,2.6666666666666665,4.0,1.0,3.0,6.0,1.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0
FilterConstantBooleanVectorExpression.java,4.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.95,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0
FilterDecimalColumnInList.java,18.0,2.0,2.0,4.0,1.0,2.0,11.0,0.0,1.0,0.0,0.0,23.0,2.0,57.0,0.3,0.0,3.6,12.0,1.0,2.6,4.0,1.0,0.0,0.0,0.0,1.2,5.0,0.0
FilterDesc.java,4.0,0.0,0.0,1.0,1.0,1.4,6.0,0.0,3.0,0.0,0.0,2.0,1.6,43.4,0.21,0.0,4.580645161290323,29.0,1.0,2.2580645161290325,9.0,1.0,0.0,0.0,0.0,0.0967741935483871,1.0,0.0
FilterDoubleColumnInList.java,16.0,1.0,2.0,4.0,1.0,2.0,9.0,0.0,1.0,0.0,0.0,23.0,2.0,58.0,0.29,0.0,3.5,12.0,1.0,2.333333333333333,4.0,1.0,0.0,0.0,0.0,0.8333333333333334,5.0,0.0
FilterExprAndExpr.java,8.0,1.0,1.0,1.0,1.0,1.0,10.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.66,0.0,2.25,4.0,1.0,3.75,7.0,1.0,0.0,0.0,0.0,0.25,1.0,0.0
FilterExprOrExpr.java,34.0,6.0,5.0,5.0,2.0,1.0,12.0,0.0,1.0,0.0,1.0,17.0,2.0,83.0,0.34,0.0,5.0,16.0,1.0,6.125,11.0,1.0,0.0,0.0,0.0,1.125,3.0,0.0
FilterFactory.java,0.0,0.0,0.0,0.0,0.0,1.631578947368421,7.7894736842105265,0.0,1.0,1.0,0.0,0.0,1.3157894736842106,0.0,5.0,2.0,6.4,26.0,1.0,4.8,12.0,0.0,0.0,0.0,0.0,1.3,3.0,0.0
FilterLongColumnInList.java,16.0,1.0,2.0,4.0,1.0,2.0,9.0,0.0,1.0,0.0,0.0,23.0,2.0,58.0,0.3,0.0,3.5,12.0,1.0,2.333333333333333,4.0,1.0,0.0,0.0,0.0,0.8333333333333334,5.0,0.0
FilterOperator.java,10.0,1.0,1.0,2.0,1.0,1.4,13.8,0.2,1.0,0.0,0.0,9.0,1.8,52.2,0.31,0.0,4.208333333333333,22.0,1.0,4.541666666666667,19.0,1.0,0.0,0.0,0.0,0.5833333333333334,3.0,0.0
FilterPredicateLeafBuilder.java,39.0,0.0,8.0,6.0,1.0,1.0,7.0,0.8571428571428571,1.0,0.0,0.0,6.0,1.8571428571428568,0.0,0.76,2.0,7.125,9.0,1.0,5.25,7.0,0.0,0.0,0.0,0.0,1.125,3.0,0.0
FilterScalarAndColumn.java,7.0,0.0,0.0,1.0,1.0,1.0,10.0,0.0,1.0,0.0,0.0,2.0,2.0,30.0,0.41,2.0,2.6666666666666665,4.0,2.0,3.333333333333333,6.0,1.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0
FilterScalarOrColumn.java,7.0,0.0,0.0,1.0,1.0,1.0,10.0,0.0,1.0,0.0,0.0,2.0,2.0,30.0,0.44,2.0,2.6666666666666665,4.0,1.0,3.0,6.0,1.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0
FilterSelectivityEstimator.java,21.0,2.0,4.0,4.0,2.0,1.0,25.0,0.0,1.0,0.0,8.0,17.0,2.0,78.0,0.34,1.0,4.181818181818182,16.0,2.0,4.454545454545454,11.0,1.0,0.0,0.0,0.0,1.6363636363636365,4.0,0.0
FilterService.java,4.0,0.0,0.0,1.0,1.0,2.0,5.0,0.0,1.0,0.0,0.0,1.0,1.0,50.0,0.47,1.0,1.3333333333333333,2.0,1.0,1.3333333333333333,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FilterStringColLikeStringScalar.java,6.0,0.0,0.0,2.0,1.0,1.75,5.8125,0.125,7.0,0.0,0.0,2.0,1.25,8.6875,0.49,1.0,3.888888888888889,18.0,1.0,3.2222222222222223,12.0,0.0,0.0,0.0,0.0,0.7407407407407407,5.0,0.0
FilterStringColRegExpStringScalar.java,8.0,0.0,0.0,2.0,1.0,1.875,4.875,0.0,8.0,1.0,0.0,9.0,1.25,8.375,0.41,1.0,1.875,4.0,1.0,3.5,5.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0
FilterStringColumnInList.java,17.0,1.0,2.0,4.0,1.0,2.0,9.0,1.0,1.0,0.0,0.0,24.0,2.0,54.0,0.3,0.0,4.0,17.0,1.0,2.5,7.0,1.0,0.0,0.0,0.0,0.8333333333333334,5.0,0.0
FilterStructColumnInList.java,20.0,3.0,2.0,3.0,1.0,2.0,19.0,0.0,1.0,0.0,0.0,14.0,3.0,64.0,0.3,0.0,7.4,27.0,1.0,5.2,16.0,1.0,0.0,0.0,0.0,1.2,5.0,0.0
FilterTimestampColumnInList.java,18.0,2.0,2.0,4.0,1.0,2.0,10.0,0.0,1.0,0.0,0.0,23.0,2.0,57.0,0.31,0.0,3.4,11.0,1.0,2.6,5.0,1.0,0.0,0.0,0.0,1.2,5.0,0.0
FindSchemasByColsResp.java,8.0,0.0,0.0,2.0,1.0,2.2,11.2,0.0,6.0,1.0,2.0,6.0,1.4,8.8,0.08,0.0,2.4,7.0,0.0,2.7142857142857144,13.0,1.0,0.0,0.0,0.0,0.7714285714285715,4.0,0.0
FindSchemasByColsRqst.java,10.0,0.0,1.0,3.0,1.0,2.2,9.4,0.0,6.0,1.0,2.0,11.0,1.4,13.4,0.07,0.0,3.3095238095238093,9.0,0.0,2.833333333333333,13.0,1.0,0.0,0.0,0.0,0.6190476190476191,3.0,0.0
FinishableStateUpdateHandler.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.25,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FireEventRequest.java,12.0,1.0,1.0,3.0,2.0,2.0,15.5,0.0,6.0,1.0,2.0,20.0,1.5,13.333333333333334,0.06,0.0,3.6,15.0,0.0,3.1058823529411765,25.0,1.0,0.0,0.0,0.0,0.6352941176470588,4.0,0.0
FireEventRequestData.java,7.0,0.0,0.0,2.0,1.0,1.0,31.0,0.0,2.0,1.0,2.0,4.0,2.0,0.0,0.07,0.0,2.48,8.0,0.0,2.28,9.0,1.0,0.0,0.0,0.0,0.8,3.0,0.0
FireEventResponse.java,5.0,0.0,1.0,1.0,1.0,2.2,8.8,0.0,6.0,1.0,2.0,3.0,1.4,0.0,0.11,0.0,1.5925925925925926,5.0,0.0,1.7037037037037035,6.0,1.0,0.0,0.0,0.0,0.4444444444444444,2.0,0.0
FirstCharAccumuloCompositeRowId.java,13.0,3.0,2.0,1.0,1.0,1.0,10.0,0.0,1.0,0.0,0.0,1.0,5.0,50.0,0.76,6.0,6.0,6.0,9.0,9.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FirstInFirstOutComparator.java,36.0,5.0,5.0,8.0,8.0,1.0,13.5,0.0,1.0,0.0,0.0,8.0,1.5,0.0,0.73,1.0,3.4444444444444446,9.0,2.0,10.11111111111111,42.0,1.0,0.0,0.0,0.0,0.1111111111111111,1.0,0.0
FixAcidKeyIndex.java,27.0,4.0,2.0,4.0,2.0,1.2,14.8,0.4,1.0,8.0,1.0,11.0,2.0,21.8,0.16,0.0,4.5,11.0,0.0,7.230769230769231,51.0,0.0,0.0,0.0,0.0,0.7307692307692307,3.0,0.0
FixedBucketPruningOptimizer.java,14.0,0.0,2.0,3.0,3.0,1.4,13.6,0.0,5.0,0.0,2.0,31.0,1.6,16.4,0.21,0.0,2.8125,11.0,1.0,5.5625,42.0,1.0,0.0,0.0,0.0,0.75,5.0,0.0
FixedExecutionContextProvider.java,7.0,0.0,0.0,1.0,1.0,2.0,12.0,0.0,2.0,0.0,1.0,2.0,1.0,35.0,0.31,0.0,1.4,4.0,0.0,5.2,22.0,1.0,0.0,0.0,0.0,0.4,1.0,0.0
FixedSizedObjectPool.java,7.0,0.0,1.0,2.0,1.0,1.4444444444444444,5.333333333333333,0.2222222222222222,3.0,1.0,11.0,8.0,1.2222222222222223,21.22222222222222,0.36,0.0,4.476190476190476,14.0,0.0,2.9285714285714284,17.0,0.0,0.0,0.0,0.0,0.5238095238095238,3.0,0.0
FlatFileInputFormat.java,13.0,1.0,5.0,1.0,1.0,1.5,10.5,0.0,5.0,2.0,0.0,4.0,1.25,17.5,1.09,0.0,1.7142857142857142,5.0,1.0,2.071428571428572,5.0,0.0,0.0,0.0,0.0,0.2142857142857142,2.0,0.0
FlatRowContainer.java,6.0,0.0,0.0,2.0,1.0,1.8,7.8,0.0,5.0,1.0,6.0,5.0,1.6,40.6,0.14,0.0,2.431372549019608,9.0,0.0,2.1372549019607843,9.0,1.0,0.0,0.0,0.0,0.4509803921568627,3.0,0.0
FloatObjectInspector.java,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.4,1.0,1.0,0.0,0.0,3.4,6.6,2.56,1.0,3.235294117647059,29.0,1.0,1.8235294117647056,3.0,0.0,0.0,0.0,0.0,0.0588235294117647,1.0,0.0
FooterBuffer.java,18.0,0.0,10.0,2.0,2.0,1.0,8.0,0.0,1.0,0.0,0.0,3.0,1.0,38.0,1.27,1.0,4.2,8.0,1.0,4.6,12.0,1.0,0.0,0.0,0.0,0.6,2.0,0.0
ForeignKeyInfo.java,7.0,0.0,0.0,2.0,1.0,1.5,6.5,0.0,2.0,0.0,0.0,5.0,1.0,28.0,0.28,1.0,3.142857142857143,9.0,1.0,2.142857142857143,9.0,1.0,0.0,0.0,0.0,0.5714285714285714,4.0,0.0
ForeignKeysRequest.java,11.0,0.0,1.0,3.0,2.0,2.2,9.4,0.0,6.0,1.0,2.0,17.0,1.4,14.6,0.06,0.0,3.75,13.0,0.0,2.9038461538461537,17.0,1.0,0.0,0.0,0.0,0.5384615384615384,3.0,0.0
ForeignKeysResponse.java,8.0,0.0,0.0,2.0,1.0,2.2,11.2,0.0,6.0,1.0,2.0,6.0,1.4,8.8,0.08,0.0,2.4285714285714284,7.0,1.0,2.628571428571429,13.0,1.0,0.0,0.0,0.0,0.7428571428571429,4.0,0.0
ForkingDruidNode.java,18.0,1.0,0.0,3.0,1.0,1.0,18.0,0.0,1.0,0.0,0.0,9.0,2.0,63.0,0.16,2.0,3.25,6.0,2.0,4.75,9.0,1.0,0.0,0.0,0.0,0.75,2.0,0.0
ForwardDesc.java,3.0,0.0,0.0,1.0,1.0,1.0,1.5,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.75,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ForwardOperator.java,4.0,0.0,0.0,1.0,1.0,1.5,6.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.55,0.0,1.4615384615384617,5.0,1.0,1.6153846153846154,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ForwardWalker.java,13.0,0.0,4.0,3.0,2.0,1.0,7.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0,0.73,2.0,2.6666666666666665,3.0,3.0,6.333333333333333,12.0,1.0,0.0,0.0,0.0,1.3333333333333333,2.0,0.0
FosterStorageHandler.java,12.0,1.0,1.0,2.0,1.0,1.0,40.0,0.0,1.0,1.0,0.0,10.0,2.0,84.0,0.2,0.0,1.9166666666666667,10.0,0.0,4.083333333333333,25.0,1.0,0.0,0.0,0.0,0.5833333333333334,4.0,0.0
FragmentCompletionHandler.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.6,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FragmentCountersMap.java,4.0,0.0,0.0,1.0,1.0,1.0,6.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.82,3.0,3.6666666666666665,5.0,1.0,1.6666666666666667,2.0,1.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0
FullMapEqualComparer.java,15.0,2.0,0.0,2.0,2.0,1.5,5.25,0.0,2.0,1.0,0.0,5.0,1.25,0.0,0.42,3.0,3.25,4.0,2.0,5.75,11.0,1.0,0.0,0.0,0.0,0.5,2.0,0.0
FuncBRoundWithNumDigitsDecimalToDecimal.java,4.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FuncBin.java,6.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,3.0,0.0,0.95,5.0,5.0,5.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
FuncDecimalToDouble.java,23.0,3.0,2.0,4.0,1.0,1.0,14.0,2.0,1.0,0.0,0.0,17.0,2.0,20.0,0.3,1.0,4.25,12.0,0.0,3.75,7.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0
FuncDecimalToLong.java,24.0,3.0,2.0,4.0,1.0,1.0,16.0,2.0,1.0,0.0,0.0,18.0,2.0,60.0,0.27,1.0,4.75,14.0,0.0,4.5,10.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0
FuncDecimalToTimestamp.java,23.0,3.0,2.0,4.0,1.0,1.0,14.0,1.0,1.0,0.0,0.0,17.0,2.0,20.0,0.3,1.0,4.25,12.0,0.0,3.75,7.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0
FuncDoubleToDecimal.java,23.0,3.0,2.0,4.0,1.0,1.0,14.0,2.0,1.0,0.0,0.0,17.0,2.0,20.0,0.3,1.0,4.25,12.0,0.0,3.75,7.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0
FuncHex.java,6.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,3.0,0.0,0.83,6.0,6.0,6.0,4.0,4.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
FuncLogWithBaseDoubleToDouble.java,6.0,0.0,0.0,1.0,1.0,1.0,7.0,0.0,1.0,0.0,0.0,1.0,3.0,20.0,0.53,2.0,3.0,4.0,1.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FuncLogWithBaseLongToDouble.java,6.0,0.0,0.0,1.0,1.0,1.0,7.0,0.0,1.0,0.0,0.0,1.0,3.0,20.0,0.53,2.0,3.333333333333333,5.0,1.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FuncLongToDecimal.java,23.0,3.0,2.0,4.0,1.0,1.0,14.0,2.0,1.0,0.0,0.0,17.0,2.0,20.0,0.3,1.0,4.25,12.0,0.0,3.75,7.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0
FuncLongToString.java,20.0,2.0,2.0,4.0,1.0,1.0,14.0,2.0,1.0,3.0,0.0,17.0,2.0,58.0,0.34,0.0,3.4,12.0,0.0,3.4,7.0,0.0,0.0,0.0,0.0,0.8,4.0,0.0
FuncPowerDoubleToDouble.java,6.0,0.0,0.0,1.0,1.0,1.0,8.0,0.0,1.0,0.0,0.0,1.0,3.0,33.0,0.56,0.0,2.25,4.0,0.0,2.25,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FuncPowerLongToDouble.java,6.0,0.0,0.0,1.0,1.0,1.0,8.0,0.0,1.0,0.0,0.0,1.0,3.0,33.0,0.56,0.0,2.25,5.0,0.0,2.25,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FuncRand.java,16.0,2.0,2.0,3.0,1.0,1.0,14.0,0.0,1.0,0.0,0.0,9.0,2.0,40.0,0.42,0.0,4.666666666666667,11.0,1.0,4.0,6.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0
FuncRandNoSeed.java,16.0,2.0,2.0,3.0,1.0,1.0,14.0,0.0,1.0,0.0,0.0,9.0,2.0,40.0,0.41,0.0,4.666666666666667,11.0,1.0,4.0,6.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0
FuncRoundWithNumDigitsDecimalToDecimal.java,19.0,2.0,2.0,3.0,1.0,1.0,15.0,1.0,1.0,0.0,0.0,15.0,2.0,42.0,0.25,2.0,6.5,14.0,1.0,3.75,6.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0
FuncStringToLong.java,13.0,1.0,1.0,3.0,1.0,1.0,14.0,1.0,1.0,0.0,0.0,17.0,2.0,50.0,0.3,1.0,2.625,12.0,0.0,2.25,7.0,0.0,0.0,0.0,0.0,0.5,4.0,0.0
FuncTimestampToDecimal.java,23.0,3.0,2.0,4.0,1.0,1.0,14.0,1.0,1.0,0.0,0.0,17.0,2.0,20.0,0.3,1.0,4.25,12.0,0.0,3.75,7.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0
FuncTimestampToLong.java,23.0,3.0,2.0,4.0,1.0,1.0,14.0,1.0,1.0,0.0,0.0,17.0,2.0,20.0,0.3,1.0,4.25,12.0,0.0,3.75,7.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0
Function.java,15.0,0.0,3.0,3.0,1.0,1.5092592592592593,10.52777777777778,0.1666666666666666,3.0,18.0,0.0,20.0,1.5787037037037035,17.805555555555557,0.26,0.0,4.118449389806174,68.0,0.0,3.814788226848529,37.0,0.0,0.0,0.0,0.0,0.5635319454414932,6.0,0.0
Function.java,13.0,1.0,1.0,4.0,2.0,1.5092592592592593,10.52777777777778,0.1666666666666666,6.0,1.0,2.0,29.0,1.5787037037037035,17.805555555555557,0.08,0.0,4.118449389806174,68.0,0.0,3.814788226848529,37.0,0.0,0.0,0.0,0.0,0.5635319454414932,6.0,0.0
FunctionBuilder.java,6.0,0.0,1.0,1.0,1.0,1.0,16.0,0.0,1.0,0.0,0.0,4.0,1.0,79.0,0.29,1.0,7.153846153846154,17.0,2.0,2.769230769230769,8.0,1.0,0.0,0.0,0.0,0.1538461538461538,2.0,0.0
FunctionDatetime.java,6.0,0.0,1.0,1.0,1.0,1.9166666666666667,3.25,0.0,12.0,6.0,0.0,3.0,1.0833333333333333,0.0,0.41,1.0,2.1666666666666665,5.0,1.0,3.375,12.0,1.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0
FunctionEvent.java,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,3.6666666666666665,0.0,1.0,1.0,0.0,0.0,1.6666666666666667,11.0,5.2,1.0,1.4,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FunctionInfo.java,6.0,0.0,1.0,1.0,1.0,1.0,5.75,0.25,3.0,0.0,0.0,7.0,1.25,45.75,0.37,1.0,6.102564102564102,54.0,1.0,2.769230769230769,14.0,1.0,0.0,0.0,0.0,0.3846153846153846,2.0,0.0
FunctionLocalizer.java,11.0,0.0,1.0,3.0,2.0,1.5,9.666666666666666,0.0,7.0,1.0,6.0,7.0,1.1666666666666667,17.0,0.11,0.0,4.578947368421052,12.0,0.0,4.368421052631579,12.0,0.0,0.0,0.0,0.0,0.8947368421052632,4.0,0.0
FunctionMisc.java,11.0,0.0,1.0,3.0,1.0,1.9230769230769231,3.3846153846153846,0.0,13.0,8.0,0.0,14.0,1.0769230769230769,0.0,0.21,1.0,2.333333333333333,8.0,1.0,4.583333333333333,26.0,1.0,0.0,0.0,0.0,0.8333333333333334,6.0,0.0
FunctionOra.java,13.0,1.0,2.0,3.0,1.0,1.8571428571428568,3.142857142857143,0.0,7.0,4.0,0.0,12.0,1.1428571428571428,0.0,0.34,1.0,3.2142857142857144,9.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.7857142857142857,4.0,0.0
FunctionRegistry.java,19.0,1.0,5.0,4.0,2.0,1.0,131.66666666666666,0.0,1.0,2.0,2.0,24.0,1.3333333333333333,26.33333333333333,0.26,0.0,5.461538461538462,54.0,0.0,3.692307692307693,18.0,1.0,0.0,0.0,0.0,0.6634615384615384,5.0,0.0
FunctionSemanticAnalyzer.java,21.0,2.0,3.0,4.0,1.0,1.0,29.0,0.0,1.0,0.0,5.0,6.0,2.0,0.0,0.29,4.0,7.166666666666667,11.0,4.0,10.0,14.0,4.0,0.0,0.0,1.0,1.6666666666666667,3.0,0.0
FunctionSerializer.java,20.0,1.0,1.0,3.0,1.0,2.0,20.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.31,13.0,13.0,13.0,21.0,21.0,21.0,12.0,0.0,0.0,2.0,2.0,2.0,0.0
FunctionString.java,9.0,0.0,1.0,2.0,1.0,1.9285714285714288,2.4285714285714284,0.0,14.0,13.0,0.0,13.0,1.0714285714285714,0.0,0.26,1.0,1.7407407407407407,5.0,1.0,4.333333333333333,13.0,1.0,0.0,0.0,0.0,0.6296296296296297,3.0,0.0
FunctionTask.java,17.0,1.0,1.0,3.0,2.0,1.0,47.0,0.0,1.0,0.0,8.0,15.0,2.0,0.0,0.12,0.0,4.25,9.0,1.0,7.25,29.0,1.0,0.0,0.0,0.0,1.25,5.0,0.0
FunctionType.java,4.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.59,1.0,5.0,17.0,1.0,2.142857142857143,10.0,1.0,0.0,0.0,0.0,0.5,3.0,0.0
FunctionUtils.java,6.0,0.0,1.0,2.0,1.0,1.0,11.0,0.0,3.0,0.0,0.0,7.0,1.0,0.0,0.56,3.0,7.6,11.0,2.0,2.8,5.0,1.0,0.0,0.0,0.0,0.8,1.0,0.0
FunctionWork.java,3.0,0.0,0.0,1.0,1.0,2.0,5.0,0.0,1.0,0.0,0.0,1.0,1.0,81.0,0.47,1.0,1.625,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
GenHiveTemplate.java,13.0,1.0,0.0,2.0,2.0,1.0,21.0,0.0,1.0,0.0,5.0,4.0,2.0,67.0,0.19,0.0,2.111111111111111,4.0,1.0,4.777777777777778,17.0,1.0,0.0,0.0,0.0,0.8888888888888888,3.0,0.0
GenMRFileSink1.java,46.0,6.0,11.0,6.0,2.0,2.0,28.0,0.0,1.0,0.0,2.0,10.0,1.0,0.0,0.45,3.0,3.6666666666666665,4.0,6.0,20.666666666666668,35.0,4.0,0.0,0.0,1.0,2.6666666666666665,4.0,0.0
GenMROperator.java,11.0,1.0,4.0,1.0,1.0,2.0,9.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.17,3.0,3.0,3.0,8.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
GenMRProcContext.java,7.0,0.0,3.0,1.0,1.0,1.3333333333333333,9.333333333333334,0.0,3.0,0.0,0.0,3.0,1.0,69.33333333333333,0.66,1.0,4.853658536585366,14.0,1.0,1.3170731707317074,5.0,1.0,0.0,0.0,0.0,0.1219512195121951,2.0,0.0
GenMRRedSink1.java,30.0,4.0,8.0,3.0,1.0,2.0,14.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.65,4.0,4.0,4.0,22.0,22.0,22.0,12.0,0.0,0.0,2.0,2.0,2.0,0.0
GenMRRedSink2.java,23.0,3.0,4.0,2.0,1.0,2.0,12.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.6,3.0,3.0,3.0,18.0,18.0,18.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0
GenMRRedSink3.java,33.0,5.0,9.0,3.0,1.0,2.0,16.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.63,4.0,4.0,4.0,19.0,19.0,19.0,8.0,0.0,0.0,2.0,2.0,2.0,0.0
GenMRSkewJoinProcessor.java,55.0,7.0,8.0,5.0,2.0,1.0,50.0,0.0,1.0,3.0,1.0,22.0,1.0,0.0,0.23,5.0,7.6,10.0,2.0,21.2,95.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0
GenMRTableScan1.java,55.0,6.0,11.0,6.0,2.0,2.0,29.0,0.0,1.0,0.0,0.0,10.0,1.0,0.0,0.4,2.0,2.0,2.0,48.0,48.0,48.0,21.0,0.0,0.0,5.0,5.0,5.0,0.0
GenMRUnion1.java,37.0,4.0,11.0,4.0,1.0,2.0,26.0,0.0,1.0,0.0,4.0,7.0,1.0,0.0,0.54,3.0,3.8,6.0,3.0,16.8,38.0,1.0,0.0,0.0,0.0,1.6,3.0,0.0
GenMapRedUtils.java,39.0,3.0,10.0,5.0,2.0,1.2,34.6,0.0,2.0,5.0,8.0,39.0,1.0,20.8,0.37,0.0,5.753623188405797,26.0,1.0,11.014492753623188,65.0,1.0,0.0,12.0,0.0,1.1884057971014492,6.0,0.0
GenMapRedWalker.java,19.0,2.0,9.0,2.0,1.0,1.0,6.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,1.54,3.0,3.0,3.0,4.0,4.0,4.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0
GenSparkProcContext.java,41.0,0.0,0.0,2.0,1.0,2.0,27.0,0.0,1.0,0.0,0.0,2.0,1.0,10.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
