Name,AvgCountLine,AvgCountLineBlank,AvgCountLineComment,AvgCyclomatic,AvgEssential,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclMethodDefault,MaxCyclomatic,MaxInheritanceTree,PercentLackOfCohesion,RatioCommentToCode,CountInputMin,CountInputMean,CountInputMax,CountOutputMin,CountOutputMean,CountOutputMax,"CountPathMin-divided-by-1,000","CountPathMean-divided-by-1,000,000","CountPathMax-divided-by-1,000,000",MaxNestingMin,MaxNestingMean,MaxNestingMax,Bugs
ACLConfigurationParser.java,11.0,0.0,0.0,3.0,2.0,1.0,8.5,0.0,1.0,0.0,0.0,11.0,1.0,22.5,0.16,1.0,3.9,13.0,1.0,4.5,12.0,0.0,0.0,0.0,0.0,0.9,3.0,0.0
AMReporter.java,12.0,0.0,1.0,2.0,1.0,1.2222222222222223,13.333333333333334,0.0,9.0,0.0,10.0,7.0,1.7777777777777777,17.22222222222222,0.13,0.0,4.166666666666667,14.0,0.0,4.2,20.0,0.0,0.0,0.0,0.0,0.6666666666666666,4.0,1.0
ASTBuilder.java,16.0,1.0,1.0,5.0,1.0,1.0,23.0,0.0,1.0,14.0,0.0,64.0,1.0,72.0,0.09,2.0,10.72222222222222,47.0,1.0,5.277777777777778,23.0,0.0,0.0,0.0,0.0,0.3333333333333333,2.0,1.0
ASTConverter.java,18.0,1.0,2.0,4.0,1.0,1.0,16.142857142857142,0.0,7.0,2.0,11.0,21.0,1.2857142857142858,26.428571428571427,0.15,2.0,6.7727272727272725,28.0,2.0,9.409090909090908,56.0,0.0,0.0,0.0,0.0,1.5454545454545454,5.0,0.0
ASTErrorNode.java,2.0,0.0,0.0,1.0,1.0,1.0,6.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.95,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASTNode.java,10.0,1.0,1.0,2.0,1.0,2.0,8.5,0.5,1.0,0.0,0.0,11.0,1.5,77.5,0.24,0.0,10.212121212121213,143.0,1.0,4.606060606060606,23.0,0.0,0.0,0.0,0.0,0.8181818181818182,5.0,0.0
ASTNodeOrigin.java,7.0,0.0,3.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,67.0,1.77,2.0,2.2,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATSHook.java,20.0,1.0,2.0,2.0,1.0,2.0,17.2,0.0,10.0,1.0,3.0,10.0,1.0,16.4,0.14,2.0,8.5,42.0,1.0,11.285714285714286,37.0,0.0,0.0,0.0,0.0,1.5,4.0,1.0
AbortDroneException.java,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AbortTxnRequest.java,7.0,0.0,1.0,2.0,1.0,2.2,9.6,0.0,6.0,3.0,1.0,5.0,1.4,14.2,0.1,0.0,2.5,8.0,1.0,2.6875,9.0,0.0,0.0,0.0,0.0,0.5625,3.0,0.0
AbortTxnsDesc.java,5.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.77,1.0,2.333333333333333,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AbortTxnsRequest.java,8.0,0.0,0.0,2.0,1.0,2.2,11.4,0.0,6.0,3.0,1.0,6.0,1.4,8.8,0.08,0.0,2.3714285714285714,7.0,1.0,2.857142857142857,12.0,0.0,0.0,0.0,0.0,0.7428571428571429,4.0,0.0
AbstractBucketJoinProc.java,38.0,3.0,3.0,7.0,3.0,2.0,40.0,2.0,1.0,2.0,0.0,26.0,1.0,73.0,0.17,0.0,4.4,10.0,1.0,13.4,49.0,0.0,0.0,0.0,0.0,3.1,6.0,0.0
AbstractCliConfig.java,7.0,0.0,0.0,2.0,1.0,1.4,9.6,4.6,6.0,1.0,0.0,8.0,1.4,18.6,0.08,1.0,8.314285714285715,23.0,1.0,3.8,15.0,0.0,0.0,0.0,0.0,0.8,4.0,0.0
AbstractCommandHandler.java,7.0,0.0,0.0,2.0,2.0,2.0,10.0,1.0,1.0,0.0,0.0,5.0,1.0,73.0,0.37,1.0,1.5714285714285714,4.0,1.0,1.4285714285714286,4.0,0.0,0.0,0.0,0.0,0.2857142857142857,2.0,0.0
AbstractCorrelationProcCtx.java,5.0,0.0,0.0,2.0,1.0,2.0,13.0,2.0,1.0,0.0,0.0,5.0,1.0,70.0,0.37,1.0,4.857142857142857,8.0,1.0,1.2857142857142858,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AbstractDeserializer.java,0.0,0.0,0.0,0.0,0.0,1.5,8.0,2.0,1.0,0.0,0.0,0.0,1.0,50.0,4.45,0.0,0.5,3.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AbstractEncodingAwareSerDe.java,8.0,0.0,0.0,2.0,1.0,1.0,13.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,0.74,1.0,3.857142857142857,10.0,1.0,2.4285714285714284,5.0,0.0,0.0,0.0,0.0,0.4285714285714285,1.0,0.0
AbstractExpression.java,8.0,0.0,0.0,2.0,1.0,1.0,15.0,34.0,1.0,0.0,0.0,3.0,1.0,91.0,0.11,0.0,8.333333333333334,38.0,0.0,4.083333333333333,7.0,0.0,0.0,0.0,0.0,0.9166666666666666,2.0,0.0
AbstractFileMergeOperator.java,18.0,1.0,4.0,3.0,1.0,2.0,18.0,2.0,1.0,1.0,0.0,9.0,2.0,81.0,0.32,1.0,5.4,13.0,1.0,7.9,29.0,0.0,0.0,0.0,0.0,1.4,5.0,1.0
AbstractFilterStringColLikeStringScalar.java,13.0,1.0,1.0,3.0,2.0,1.75,6.25,0.25,10.0,0.0,9.0,24.0,1.125,19.5,0.29,0.0,4.285714285714286,19.0,1.0,2.8095238095238093,15.0,0.0,0.0,0.0,0.0,0.8095238095238095,5.0,0.0
AbstractGenericUDAFResolver.java,9.0,1.0,0.0,2.0,1.0,2.0,6.0,21.0,1.0,0.0,0.0,2.0,1.0,0.0,1.17,1.0,1.0,1.0,2.0,3.5,5.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0
AbstractGenericUDFEWAHBitmapBop.java,15.0,1.0,0.0,2.0,1.0,1.0,23.0,2.0,1.0,0.0,1.0,4.0,2.0,67.0,0.2,1.0,3.1666666666666665,5.0,1.0,6.0,10.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0
AbstractGenericUDFReflect.java,15.0,0.0,1.0,3.0,2.0,1.0,14.0,2.0,1.0,0.0,3.0,6.0,2.0,50.0,0.37,1.0,6.0,11.0,1.0,5.2,10.0,0.0,0.0,0.0,0.0,1.2,3.0,0.0
AbstractHBaseKeyFactory.java,5.0,0.0,0.0,1.0,1.0,2.0,14.0,2.0,1.0,0.0,0.0,1.0,1.0,67.0,0.61,2.0,2.6666666666666665,3.0,2.0,2.6666666666666665,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AbstractHBaseKeyPredicateDecomposer.java,16.0,2.0,3.0,2.0,2.0,1.0,14.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.84,1.0,2.333333333333333,5.0,1.0,5.666666666666667,15.0,0.0,0.0,0.0,0.0,0.6666666666666666,2.0,0.0
AbstractHiveAuthorizer.java,8.0,0.0,4.0,1.0,1.0,2.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,4.29,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AbstractHiveService.java,6.0,0.0,2.0,1.0,1.0,1.0,8.0,1.0,1.0,0.0,0.0,2.0,1.0,81.0,0.76,1.0,4.6875,29.0,1.0,1.5,3.0,0.0,0.0,0.0,0.0,0.1875,1.0,0.0
AbstractIndexHandler.java,6.0,0.0,0.0,2.0,1.0,2.0,10.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,0.82,0.0,0.6666666666666666,1.0,1.0,3.333333333333333,8.0,0.0,0.0,0.0,0.0,0.6666666666666666,2.0,0.0
AbstractJoinTaskDispatcher.java,26.0,1.0,4.0,5.0,2.0,2.0,22.0,2.0,1.0,0.0,0.0,7.0,1.0,20.0,0.33,1.0,4.2,7.0,1.0,7.8,13.0,0.0,0.0,0.0,0.0,2.8,5.0,0.0
AbstractMapJoinOperator.java,9.0,1.0,0.0,1.0,1.0,2.0,12.0,3.0,1.0,0.0,0.0,3.0,3.0,80.0,0.35,1.0,5.5,13.0,1.0,6.75,16.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0
AbstractMapJoinTableContainer.java,4.0,0.0,0.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,25.0,0.72,1.0,3.0,5.0,1.0,2.6666666666666665,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AbstractMapOperator.java,7.0,0.0,1.0,2.0,1.0,3.0,24.0,2.0,2.0,0.0,0.0,6.0,2.0,80.0,0.49,1.0,3.6666666666666665,13.0,0.0,2.4166666666666665,10.0,0.0,0.0,0.0,0.0,0.4166666666666667,2.0,0.0
AbstractOperatorDesc.java,4.0,0.0,0.0,1.0,1.0,2.0,8.0,30.0,1.0,0.0,0.0,1.0,1.0,87.0,0.23,0.0,3.25,12.0,1.0,1.125,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
AbstractOutputFormat.java,12.0,1.0,0.0,2.0,1.0,2.0,3.0,2.0,1.0,0.0,3.0,2.0,1.0,0.0,1.47,1.0,1.0,1.0,0.0,1.5,6.0,0.0,0.0,0.0,0.0,0.25,1.0,0.0
AbstractParquetMapInspector.java,10.0,1.0,0.0,3.0,2.0,1.3333333333333333,7.666666666666667,1.0,1.0,0.0,0.0,10.0,1.6666666666666667,20.666666666666668,0.1,0.0,1.8421052631578947,7.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.3157894736842105,2.0,0.0
AbstractPrimitiveJavaObjectInspector.java,4.0,0.0,0.0,1.0,1.0,1.0,2.0,19.0,1.0,0.0,0.0,1.0,2.0,0.0,0.87,0.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AbstractPrimitiveLazyObjectInspector.java,4.0,0.0,0.0,1.0,1.0,1.0,3.0,17.0,1.0,0.0,0.0,2.0,2.0,0.0,0.91,0.0,4.0,8.0,1.0,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AbstractPrimitiveObjectInspector.java,7.0,0.0,3.0,1.0,1.0,2.0,7.0,3.0,1.0,0.0,0.0,1.0,1.0,20.0,1.04,1.0,3.0,8.0,1.0,1.75,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AbstractPrimitiveWritableObjectInspector.java,4.0,0.0,0.0,1.0,1.0,1.0,2.0,17.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AbstractRecordWriter.java,12.0,0.0,1.0,2.0,1.0,1.6666666666666667,17.666666666666668,0.6666666666666666,3.0,1.0,2.0,8.0,1.0,28.666666666666668,0.21,0.0,3.2222222222222223,8.0,0.0,4.222222222222222,13.0,0.0,0.0,0.0,0.0,0.7222222222222222,2.0,0.0
AbstractRowContainer.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.5,2.0,5.0,7.0,0.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AbstractSMBJoinProc.java,41.0,4.0,10.0,4.0,3.0,2.0,49.0,4.0,1.0,0.0,0.0,12.0,2.0,0.0,0.42,0.0,5.1,8.0,1.0,14.6,31.0,0.0,0.0,0.0,0.0,1.4,3.0,0.0
AbstractSSHCommand.java,3.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,82.0,0.38,3.0,5.3,9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AbstractSSHResult.java,5.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,71.0,0.43,1.0,3.8333333333333335,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AbstractSemanticAnalyzerHook.java,4.0,0.0,0.0,1.0,1.0,2.0,4.0,8.0,1.0,0.0,0.0,1.0,1.0,0.0,1.21,3.0,3.0,3.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AbstractSerDe.java,11.0,0.0,8.0,1.0,1.0,2.0,12.0,21.0,1.0,0.0,0.0,2.0,1.0,67.0,2.77,0.0,1.1111111111111112,5.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AbstractSerializer.java,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.75,0.0,0.0,0.0,0.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AbstractService.java,9.0,0.0,4.0,1.0,1.0,2.0,12.0,4.0,1.0,0.0,0.0,2.0,1.0,78.0,1.13,1.0,5.2727272727272725,10.0,1.0,2.1818181818181817,6.0,0.0,0.0,0.0,0.0,0.1818181818181818,1.0,0.0
AbstractStorageFormatDescriptor.java,4.0,0.0,0.0,1.0,1.0,2.0,2.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,2.43,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AbstractTestAuthorizationApiAuthorizer.java,9.0,0.0,1.0,1.0,1.0,1.9,6.5,0.2,11.0,1.0,0.0,4.0,1.0,8.8,0.24,0.0,1.761904761904762,15.0,0.0,2.1904761904761907,13.0,0.0,0.0,0.0,0.0,0.1428571428571428,2.0,0.0
AbstractTestGenericUDFOPNumeric.java,12.0,1.0,2.0,1.0,1.0,1.0,12.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,0.67,12.0,12.0,12.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AbstractTestParquetDirect.java,7.0,0.0,0.0,1.0,1.0,1.0,20.0,1.5,3.0,7.0,0.0,3.0,1.5,66.5,0.15,0.0,9.461538461538462,23.0,0.0,3.076923076923077,9.0,0.0,0.0,0.0,0.0,0.2307692307692307,2.0,0.0
AbstractTestPhase.java,10.0,0.0,0.0,1.0,1.0,1.0,29.0,6.0,1.0,3.0,2.0,2.0,1.0,72.0,0.18,1.0,9.666666666666666,22.0,2.0,9.5,32.0,0.0,0.0,0.0,0.0,0.1666666666666666,1.0,0.0
AbstractVectorDesc.java,4.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,2.43,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AccumuloCompositeRowId.java,13.0,3.0,3.0,1.0,1.0,1.0,10.0,0.5,1.0,0.0,0.0,2.0,4.5,25.0,1.5,1.0,4.0,6.0,6.0,8.333333333333334,11.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0
AccumuloConnectionParameters.java,9.0,1.0,2.0,2.0,1.0,1.0,14.5,0.5,1.0,0.0,3.0,4.0,1.0,35.5,0.35,0.0,4.7727272727272725,15.0,1.0,3.954545454545455,9.0,0.0,0.0,0.0,0.0,0.3636363636363636,2.0,0.0
AccumuloHiveConstants.java,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AccumuloHiveRow.java,8.0,0.0,0.0,2.0,2.0,1.3333333333333333,9.333333333333334,0.0,2.0,0.0,0.0,10.0,1.0,22.666666666666668,0.14,0.0,4.545454545454546,15.0,1.0,4.363636363636363,13.0,0.0,0.0,0.0,0.0,0.7272727272727273,3.0,0.0
AccumuloPredicateHandler.java,19.0,2.0,5.0,3.0,2.0,1.0,68.0,0.0,1.0,1.0,0.0,7.0,1.0,54.5,0.36,1.0,6.0,20.0,1.0,12.6,32.0,0.0,0.0,0.0,0.0,0.575,2.0,0.0
AccumuloQTestUtil.java,6.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AccumuloRangeGenerator.java,29.0,3.0,6.0,6.0,3.0,1.5,40.0,0.0,1.0,0.0,0.0,14.0,1.0,39.0,0.32,2.0,4.0,9.0,3.0,13.375,23.0,0.0,0.0,0.0,0.0,1.375,6.0,0.0
AccumuloRowIdFactory.java,0.0,0.0,0.0,0.0,0.0,1.25,20.75,0.5,1.0,0.0,0.0,0.0,1.5,30.5,2.11,1.0,3.263157894736842,8.0,0.0,5.789473684210527,17.0,0.0,0.0,0.0,0.0,0.2105263157894736,2.0,0.0
AccumuloRowSerializer.java,28.0,3.0,6.0,4.0,2.0,1.0,42.0,0.0,1.0,0.0,0.0,15.0,1.0,36.5,0.36,1.0,7.4,16.0,1.0,14.666666666666666,41.0,0.0,0.0,0.0,0.0,0.9333333333333332,4.0,0.0
AccumuloSerDe.java,8.0,1.0,0.0,1.0,1.0,1.25,29.75,0.0,1.0,0.0,0.0,3.0,1.25,39.75,0.21,0.0,4.2075471698113205,21.0,1.0,6.132075471698113,54.0,0.0,0.0,0.0,0.0,0.3584905660377358,2.0,0.0
AccumuloSerDeParameters.java,9.0,1.0,1.0,2.0,1.0,1.0,20.5,0.0,1.0,2.0,0.0,4.0,1.5,39.5,0.29,0.0,4.222222222222222,14.0,1.0,3.2962962962962963,8.0,0.0,0.0,0.0,0.0,0.3703703703703703,2.0,0.0
AccumuloStorageHandler.java,15.0,1.0,1.0,3.0,1.0,2.0,39.5,0.0,1.0,0.0,0.0,9.0,1.5,71.5,0.16,0.0,3.6666666666666665,14.0,0.0,8.277777777777779,21.0,0.0,0.0,0.0,0.0,0.4444444444444444,4.0,0.0
AccumuloTestSetup.java,19.0,2.0,0.0,2.0,1.0,1.0,29.0,0.0,1.0,0.0,0.0,3.0,2.0,50.0,0.22,1.0,8.0,15.0,2.0,10.333333333333334,19.0,0.0,0.0,0.0,1.0,1.3333333333333333,2.0,0.0
AcidCompactionHistoryService.java,7.0,0.0,0.0,1.0,1.0,1.5,12.0,0.0,2.0,0.0,0.0,3.0,1.5,0.0,0.36,0.0,2.0,5.0,1.0,3.6,12.0,0.0,0.0,0.0,0.0,0.4,2.0,0.0
AcidEventListener.java,10.0,1.0,1.0,2.0,1.0,1.0,12.0,0.0,1.0,0.0,0.0,3.0,2.0,40.0,0.48,3.0,4.5,9.0,4.0,5.75,8.0,0.0,0.0,0.0,0.0,0.75,1.0,0.0
AcidHouseKeeperService.java,7.0,0.0,0.0,1.0,1.0,1.5,12.0,0.0,2.0,0.0,0.0,3.0,1.5,0.0,0.38,0.0,2.6,5.0,1.0,3.8,12.0,0.0,0.0,0.0,0.0,0.4,2.0,0.0
AcidInputFormat.java,6.0,0.0,1.0,1.0,1.0,1.3333333333333333,6.666666666666667,0.0,6.0,0.0,6.0,2.0,1.0,39.333333333333336,1.24,0.0,2.6666666666666665,7.0,1.0,4.222222222222222,17.0,0.0,0.0,0.0,0.0,0.1111111111111111,1.0,0.0
AcidOpenTxnsCounterService.java,6.0,0.0,0.0,1.0,1.0,1.5,10.0,0.0,2.0,0.0,0.0,3.0,1.5,8.5,0.43,0.0,2.0,5.0,1.0,3.0,9.0,0.0,0.0,0.0,0.0,0.4,2.0,0.0
AcidOutputFormat.java,6.0,0.0,3.0,1.0,1.0,2.0,13.0,1.0,2.0,0.0,2.0,3.0,1.0,93.0,0.78,1.0,6.484848484848484,20.0,1.0,1.6363636363636365,4.0,0.0,0.0,0.0,0.0,0.1212121212121212,2.0,1.0
AcidStats.java,7.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.59,3.0,5.0,8.0,5.0,6.0,8.0,0.0,0.0,0.0,0.0,0.6666666666666666,2.0,0.0
AcidTable.java,6.0,0.0,2.0,1.0,1.0,1.3333333333333333,13.333333333333334,0.0,1.0,0.0,3.0,3.0,1.0,23.666666666666668,0.7,1.0,6.476190476190476,13.0,1.0,6.476190476190476,28.0,0.0,0.0,0.0,0.0,0.4285714285714285,3.0,0.0
AcidTableSerializer.java,34.0,3.0,1.0,4.0,1.0,1.0,17.0,0.0,1.0,2.0,0.0,4.0,1.0,0.0,0.3,1.0,3.75,7.0,15.0,21.75,28.0,0.0,0.0,0.0,0.0,1.25,3.0,0.0
AcidUtils.java,13.0,0.0,3.0,2.0,1.0,1.25,9.166666666666666,0.0,12.0,27.0,7.0,18.0,1.4166666666666667,7.5,0.35,0.0,5.5625,21.0,1.0,6.34375,27.0,0.0,0.0,0.0,0.0,0.546875,3.0,1.0
AcidWriteSetService.java,7.0,0.0,0.0,1.0,1.0,1.5,12.0,0.0,2.0,0.0,0.0,3.0,1.5,0.0,0.36,0.0,2.0,5.0,1.0,3.6,12.0,0.0,0.0,0.0,0.0,0.4,2.0,0.0
AddDynamicPartitions.java,11.0,1.0,1.0,3.0,2.0,2.2,12.8,0.0,6.0,3.0,1.0,17.0,1.4,15.4,0.08,0.0,3.909090909090909,16.0,1.0,3.581818181818182,23.0,0.0,0.0,0.0,0.0,0.5454545454545454,4.0,0.0
AddForeignKeyRequest.java,8.0,0.0,0.0,2.0,1.0,2.2,11.4,0.0,6.0,3.0,1.0,6.0,1.4,8.8,0.08,0.0,2.3714285714285714,7.0,1.0,2.914285714285714,13.0,0.0,0.0,0.0,0.0,0.7428571428571429,4.0,0.0
AddIndexEvent.java,4.0,0.0,0.0,1.0,1.0,1.0,2.5,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.31,2.0,2.5,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AddPartitionDesc.java,5.0,0.0,1.0,1.0,1.0,1.25,7.25,0.0,2.0,0.0,2.0,4.0,1.25,65.5,0.39,1.0,3.36,16.0,1.0,2.16,30.0,0.0,0.0,0.0,0.0,0.12,2.0,0.0
AddPartitionEvent.java,7.0,0.0,2.0,1.0,1.0,1.0,7.5,0.0,1.0,0.0,0.0,3.0,2.0,50.5,0.71,1.0,4.444444444444445,7.0,1.0,2.4444444444444446,4.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
AddPartitionMessage.java,6.0,0.0,0.0,2.0,1.0,1.0,8.6,0.4,1.0,0.0,0.0,3.0,2.4,32.4,1.61,1.0,1.837837837837838,6.0,1.0,1.7027027027027026,6.0,0.0,0.0,0.0,0.0,0.1621621621621621,1.0,0.0
AddPartitionMessage.java,6.0,0.0,0.0,2.0,1.0,1.0,8.6,0.4,1.0,0.0,0.0,3.0,2.4,32.4,1.35,1.0,1.837837837837838,6.0,1.0,1.7027027027027026,6.0,0.0,0.0,0.0,0.0,0.1621621621621621,1.0,0.0
AddPartitionReplicationTask.java,17.0,1.0,1.0,1.0,1.0,1.0,12.333333333333334,0.0,3.0,0.0,0.0,2.0,2.0,0.0,0.26,1.0,3.5,6.0,3.0,9.166666666666666,17.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0
AddPartitionsRequest.java,11.0,1.0,1.0,3.0,2.0,2.2,12.0,0.0,6.0,3.0,1.0,17.0,1.4,15.4,0.06,0.0,3.709090909090909,13.0,1.0,3.618181818181818,23.0,0.0,0.0,0.0,0.0,0.5272727272727272,4.0,0.0
AddPartitionsResult.java,8.0,0.0,0.0,2.0,1.0,2.2,11.4,0.0,6.0,3.0,1.0,6.0,1.4,9.2,0.08,0.0,2.4285714285714284,9.0,0.0,3.085714285714286,13.0,0.0,0.0,0.0,0.0,0.8285714285714286,4.0,0.0
AddPrimaryKeyRequest.java,8.0,0.0,0.0,2.0,1.0,2.2,11.4,0.0,6.0,3.0,1.0,6.0,1.4,8.8,0.08,0.0,2.3714285714285714,7.0,1.0,2.914285714285714,13.0,0.0,0.0,0.0,0.0,0.7428571428571429,4.0,0.0
AddResourceProcessor.java,14.0,1.0,0.0,2.0,2.0,2.0,9.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,0.44,0.0,1.6666666666666667,5.0,0.0,6.333333333333333,16.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0
Address.java,7.0,0.0,2.0,2.0,1.0,1.2222222222222223,9.333333333333334,0.2222222222222222,2.0,4.0,0.0,9.0,2.111111111111111,21.444444444444443,0.33,0.0,1.8380281690140845,11.0,0.0,2.2253521126760565,16.0,0.0,0.0,0.0,0.0,0.176056338028169,2.0,0.0
Adjacency.java,10.0,0.0,1.0,3.0,1.0,2.2,12.2,0.0,6.0,3.0,1.0,11.0,1.4,13.0,0.09,0.0,3.142857142857143,9.0,0.0,3.107142857142857,18.0,0.0,0.0,0.0,0.0,0.5892857142857143,4.0,0.0
AdjacencyType.java,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.52,1.0,3.857142857142857,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2857142857142857,1.0,0.0
AdminAuthorizedServlet.java,10.0,0.0,2.0,2.0,1.0,1.0,6.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1.29,2.0,2.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
AggrStats.java,9.0,0.0,1.0,2.0,1.0,1.7777777777777777,14.37037037037037,0.0,6.0,3.0,1.0,8.0,1.7037037037037035,37.66666666666666,0.08,0.0,2.4615384615384617,32.0,0.0,3.5,45.0,0.0,0.0,0.0,0.0,0.3733031674208145,5.0,0.0
AggrStatsInvalidatorFilter.java,14.0,0.0,2.0,3.0,2.0,1.5714285714285714,15.714285714285714,0.0,1.0,1.0,1.0,8.0,2.0,52.57142857142857,0.43,0.0,2.2628205128205128,11.0,0.0,2.923076923076923,21.0,0.0,0.0,0.0,0.0,0.358974358974359,5.0,0.0
AggregateDefinition.java,4.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,1.0,0.0,5.0,1.0,1.0,60.0,0.59,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AggregateIndexHandler.java,36.0,3.0,0.0,5.0,1.0,1.0,20.0,0.0,1.0,0.0,0.0,8.0,4.0,0.0,0.19,3.0,6.666666666666667,14.0,7.0,13.0,19.0,0.0,0.0,0.0,1.0,2.6666666666666665,4.0,0.0
AggregateStatsCache.java,18.0,0.0,3.0,3.0,2.0,1.3571428571428572,13.142857142857142,0.0,6.0,1.0,5.0,12.0,1.0,28.428571428571427,0.29,0.0,4.372549019607843,20.0,0.0,7.725490196078431,40.0,0.0,0.0,0.0,0.0,0.5686274509803921,6.0,0.0
AggregationDesc.java,6.0,0.0,0.0,1.0,1.0,2.0,12.0,0.0,1.0,0.0,0.0,5.0,1.0,79.0,0.2,1.0,5.368421052631579,15.0,1.0,3.263157894736842,14.0,0.0,0.0,0.0,0.0,0.4210526315789473,2.0,0.0
AllVectorTypesRecord.java,36.0,5.0,15.0,1.0,1.0,1.0,9.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
