Name,AvgCountLine,AvgCountLineBlank,AvgCountLineComment,AvgCyclomatic,AvgEssential,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclMethodDefault,MaxCyclomatic,MaxInheritanceTree,PercentLackOfCohesion,RatioCommentToCode,CountInputMin,CountInputMean,CountInputMax,CountOutputMin,CountOutputMean,CountOutputMax,"CountPathMin-divided-by-1,000","CountPathMean-divided-by-1,000,000","CountPathMax-divided-by-1,000,000",MaxNestingMin,MaxNestingMean,MaxNestingMax,Bugs
ReaderWriter.java,87.0,12.0,1.0,20.0,1.0,1.25,17.75,0.0,1.0,2.0,0.0,20.0,1.25,13.25,0.14,0.0,5.1875,29.0,1.0,8.0625,30.0,0.0,0.0,0.0,0.0,0.5,2.0,0.0
ReaderWriterSchemaPair.java,6.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,5.0,1.0,20.0,0.65,1.0,1.75,3.0,1.0,1.75,3.0,0.0,0.0,0.0,0.0,0.25,1.0,0.0
RecordIdentifier.java,7.0,0.0,2.0,1.0,1.0,1.3333333333333333,6.666666666666667,0.3333333333333333,3.0,1.0,1.0,8.0,1.0,12.0,0.44,0.0,5.291666666666667,13.0,1.0,2.4166666666666665,7.0,0.0,0.0,0.0,0.0,0.2083333333333333,1.0,1.0
RecordInspector.java,0.0,0.0,0.0,0.0,0.0,1.5,9.0,0.0,1.0,0.0,1.0,0.0,1.0,25.0,3.8,1.0,3.0,8.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RecordInspectorImpl.java,7.0,0.0,1.0,1.0,1.0,1.5,9.0,0.0,1.0,0.0,0.0,2.0,1.0,25.0,0.89,1.0,2.25,4.0,1.0,2.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RecordProcessor.java,12.0,1.0,1.0,2.0,1.0,1.6363636363636365,19.454545454545453,0.2727272727272727,2.0,0.0,4.0,4.0,1.2727272727272727,27.0,0.33,0.0,5.395348837209302,27.0,0.0,9.604651162790695,75.0,0.0,0.0,0.0,0.0,1.2790697674418603,6.0,0.0
RecordReader.java,0.0,0.0,0.0,0.0,0.0,1.5205479452054795,16.10958904109589,0.1643835616438356,1.0,0.0,5.0,0.0,1.5068493150684932,42.16438356164384,4.7,0.0,4.428341384863124,69.0,0.0,5.3478260869565215,51.0,0.0,0.0,0.0,0.0,0.6811594202898551,5.0,0.0
RecordReader.java,0.0,0.0,0.0,0.0,0.0,1.5205479452054795,16.10958904109589,0.1643835616438356,1.0,0.0,4.0,0.0,1.5068493150684932,42.16438356164384,2.08,0.0,4.428341384863124,69.0,0.0,5.3478260869565215,51.0,0.0,0.0,0.0,0.0,0.6811594202898551,5.0,0.0
RecordReader.java,0.0,0.0,0.0,0.0,0.0,1.5205479452054795,16.10958904109589,0.1643835616438356,1.0,0.0,2.0,0.0,1.5068493150684932,42.16438356164384,4.43,0.0,4.428341384863124,69.0,0.0,5.3478260869565215,51.0,0.0,0.0,0.0,0.0,0.6811594202898551,5.0,0.0
RecordReaderImpl.java,24.0,1.0,4.0,6.0,3.0,1.8333333333333333,37.833333333333336,0.1666666666666666,4.0,16.0,8.0,44.0,1.1666666666666667,59.833333333333336,0.19,0.0,7.286666666666667,45.0,1.0,7.013333333333334,33.0,0.0,0.0,0.0,0.0,1.086666666666667,4.0,1.0
RecordReaderImpl.java,22.0,0.0,0.0,5.0,1.0,1.8333333333333333,37.833333333333336,0.1666666666666666,1.0,19.0,31.0,19.0,1.1666666666666667,59.833333333333336,0.04,0.0,7.286666666666667,45.0,1.0,7.013333333333334,33.0,0.0,0.0,0.0,0.0,1.086666666666667,4.0,1.0
RecordReaderUtils.java,15.0,0.0,2.0,4.0,2.0,1.75,17.5,0.0,4.0,12.0,5.0,27.0,1.0,36.0,0.18,0.0,6.25925925925926,33.0,1.0,4.814814814814815,22.0,0.0,0.0,0.0,0.0,1.148148148148148,4.0,0.0
RecordSequenceException.java,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RecordSource.java,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,27.666666666666668,0.0,1.0,0.0,0.0,0.0,1.0,55.66666666666666,2.83,1.0,6.428571428571429,27.0,1.0,8.571428571428571,47.0,0.0,0.0,0.0,0.0,1.3333333333333333,5.0,0.0
RecordUpdater.java,0.0,0.0,0.0,0.0,0.0,1.5,16.75,0.0,1.0,0.0,6.0,0.0,1.25,35.0,4.15,0.0,4.861538461538461,27.0,0.0,5.153846153846154,40.0,0.0,0.0,0.0,0.0,0.3384615384615385,3.0,0.0
RecordWriter.java,0.0,0.0,0.0,0.0,0.0,1.6363636363636365,12.636363636363637,0.1363636363636363,1.0,0.0,0.0,0.0,1.5227272727272727,16.931818181818183,3.38,0.0,3.1648351648351647,26.0,0.0,4.4010989010989015,39.0,0.0,0.0,0.0,0.0,0.478021978021978,3.0,0.0
RecordWriter.java,0.0,0.0,0.0,0.0,0.0,1.6363636363636365,12.636363636363637,0.1363636363636363,1.0,0.0,3.0,0.0,1.5227272727272727,16.931818181818183,2.1,0.0,3.1648351648351647,26.0,0.0,4.4010989010989015,39.0,0.0,0.0,0.0,0.0,0.478021978021978,3.0,0.0
RecordWriterContainer.java,7.0,0.0,4.0,1.0,1.0,1.125,14.375,0.5,1.0,0.0,0.0,1.0,2.375,30.75,1.81,1.0,3.263157894736842,17.0,1.0,4.947368421052632,39.0,0.0,0.0,0.0,0.0,0.4210526315789473,2.0,0.0
RedBlackTree.java,18.0,0.0,6.0,2.0,2.0,1.4,6.2,0.2,1.0,0.0,0.0,17.0,1.2,39.2,0.66,0.0,4.227272727272728,9.0,0.0,3.2045454545454546,12.0,0.0,0.0,0.0,0.0,0.3636363636363636,4.0,0.0
Redactor.java,6.0,0.0,3.0,1.0,1.0,2.0,2.5,0.5,1.0,0.0,0.0,1.0,1.5,16.5,1.32,1.0,1.6,2.0,1.0,2.6,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ReduceRecordProcessor.java,31.0,2.0,3.0,5.0,2.0,1.6666666666666667,19.666666666666668,0.0,3.0,0.0,3.0,19.0,1.3333333333333333,24.0,0.17,0.0,6.6,22.0,2.0,12.4,59.0,0.0,0.0,0.0,0.0,1.7,4.0,1.0
ReduceRecordSource.java,33.0,3.0,3.0,5.0,2.0,1.5,33.0,0.0,2.0,0.0,2.0,10.0,1.0,53.5,0.16,1.0,9.0,27.0,1.0,12.454545454545457,47.0,0.0,0.0,0.0,0.0,1.818181818181818,5.0,0.0
ReduceSinkDeDuplication.java,27.0,1.0,4.0,5.0,4.0,1.25,13.25,0.375,8.0,4.0,0.0,17.0,1.625,0.0,0.24,0.0,3.24,9.0,1.0,8.2,26.0,0.0,0.0,0.0,0.0,1.4,4.0,0.0
ReduceSinkDesc.java,5.0,0.0,0.0,1.0,1.0,1.0,12.5,0.0,2.0,0.0,0.0,3.0,2.0,77.5,0.27,1.0,6.816901408450704,40.0,1.0,2.2535211267605635,40.0,0.0,0.0,0.0,0.0,0.0985915492957746,2.0,1.0
ReduceSinkMapJoinProc.java,102.0,8.0,17.0,14.0,4.0,2.0,39.0,0.0,1.0,2.0,0.0,33.0,1.0,0.0,0.28,2.0,8.571428571428571,23.0,1.0,24.714285714285715,73.0,0.0,1.0,8.0,0.0,1.5714285714285714,4.0,0.0
ReduceSinkOperator.java,15.0,1.0,2.0,3.0,1.0,2.0,24.0,0.3333333333333333,2.0,2.0,0.0,18.0,2.6666666666666665,54.0,0.25,0.0,7.133333333333334,31.0,1.0,9.688888888888888,61.0,0.0,0.0,0.0,0.0,1.2,6.0,1.0
ReduceTezProcessor.java,4.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ReduceTran.java,4.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,2.0,67.0,0.57,1.0,1.5,2.0,1.0,1.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ReduceWork.java,5.0,0.0,1.0,1.0,1.0,1.3333333333333333,15.0,0.0,1.0,0.0,0.0,6.0,2.0,38.333333333333336,0.41,0.0,7.090909090909091,39.0,1.0,4.181818181818182,33.0,0.0,0.0,0.0,0.0,0.4318181818181818,3.0,1.0
Reducer.java,0.0,0.0,0.0,0.0,0.0,1.5,16.857142857142858,0.2142857142857142,1.0,0.0,1.0,0.0,1.5,10.428571428571429,5.67,1.0,5.121621621621622,39.0,0.0,7.027027027027027,38.0,0.0,0.0,0.0,0.0,1.2162162162162162,6.0,0.0
ReducerTimeStatsPerJob.java,10.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,6.0,1.0,60.0,0.63,1.0,1.5,3.0,1.0,2.1666666666666665,8.0,0.0,0.0,0.0,0.0,0.3333333333333333,2.0,0.0
RedundantDynamicPruningConditionsRemoval.java,29.0,1.0,2.0,6.0,3.0,1.6666666666666667,21.0,0.0,3.0,2.0,0.0,14.0,1.3333333333333333,0.0,0.19,2.0,5.0,9.0,1.0,11.5,22.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0
Ref.java,3.0,0.0,0.0,1.0,1.0,1.5972222222222223,9.375,0.0694444444444444,1.0,1.0,0.0,1.0,1.5555555555555556,16.375,1.8,0.0,4.636704119850188,174.0,0.0,3.7284644194756553,25.0,0.0,0.0,0.0,0.0,0.6198501872659176,5.0,0.0
ReflectionStructObjectInspector.java,9.0,0.0,1.0,2.0,1.0,1.5,12.0,1.5,2.0,0.0,1.0,6.0,2.0,74.5,0.29,0.0,2.555555555555556,6.0,1.0,4.055555555555555,16.0,0.0,0.0,0.0,0.0,0.7222222222222222,3.0,0.0
ReflectionUtil.java,16.0,0.0,4.0,3.0,1.0,1.0,9.0,0.0,1.0,3.0,0.0,4.0,1.0,0.0,0.57,3.0,8.571428571428571,33.0,2.0,5.714285714285714,13.0,0.0,0.0,0.0,0.0,1.7142857142857142,2.0,0.0
ReflectiveCommandHandler.java,12.0,0.0,4.0,2.0,1.0,1.0,6.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1.43,3.0,3.0,3.0,9.0,9.0,9.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
ReflectiveMutatorFactory.java,6.0,0.0,0.0,1.0,1.0,2.0,15.0,0.0,1.0,0.0,0.0,1.0,1.0,25.0,0.4,2.0,4.333333333333333,7.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reflector.java,15.0,1.0,0.0,5.0,4.0,1.0,21.0,0.0,1.0,2.0,0.0,12.0,1.0,67.0,0.22,3.0,5.166666666666667,8.0,1.0,7.333333333333333,19.0,0.0,0.0,0.0,0.0,0.6666666666666666,2.0,0.0
RegexErrorHeuristic.java,6.0,0.0,1.0,2.0,1.0,2.0,13.0,3.0,1.0,0.0,0.0,4.0,1.0,73.0,0.51,0.0,3.5,8.0,1.0,2.3,7.0,0.0,0.0,0.0,0.0,0.5,3.0,0.0
RegexSerDe.java,23.0,2.0,4.0,3.0,1.0,1.0,30.33333333333333,0.0,1.0,0.0,1.0,7.0,2.0,50.66666666666666,0.42,0.0,5.2,23.0,1.0,8.4,27.0,0.0,0.0,0.0,0.0,0.8,3.0,0.0
RegexSerDe.java,32.0,2.0,3.0,5.0,1.0,1.0,30.33333333333333,0.0,1.0,0.0,0.0,20.0,2.0,50.66666666666666,0.26,0.0,5.2,23.0,1.0,8.4,27.0,0.0,0.0,0.0,0.0,0.8,3.0,0.0
Registry.java,14.0,0.0,2.0,2.0,1.0,1.391304347826087,31.608695652173918,0.0434782608695652,1.0,0.0,2.0,7.0,1.2608695652173914,37.08695652173913,0.25,0.0,4.50187265917603,45.0,0.0,4.415730337078652,34.0,0.0,0.0,0.0,0.0,0.6853932584269663,5.0,0.0
RelOptHiveTable.java,17.0,1.0,1.0,3.0,1.0,1.0,59.0,0.0,1.0,0.0,0.0,25.0,2.0,84.0,0.12,0.0,4.285714285714286,14.0,1.0,6.714285714285714,45.0,0.0,0.0,0.0,0.0,1.238095238095238,6.0,0.0
ReloadFunctionDesc.java,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.83,1.0,1.5,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ReloadProcessor.java,7.0,0.0,0.0,2.0,1.0,2.0,9.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.87,0.0,1.0,2.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0
RemoteCommandResult.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.1666666666666667,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RemoteDriver.java,14.0,1.0,1.0,2.0,1.0,1.5714285714285714,16.142857142857142,0.0,7.0,1.0,9.0,10.0,1.5714285714285714,21.285714285714285,0.12,0.0,4.62962962962963,13.0,1.0,4.814814814814815,20.0,0.0,0.0,0.0,0.0,0.925925925925926,4.0,0.0
RemoteHiveSparkClient.java,14.0,1.0,1.0,2.0,1.0,2.0,35.0,0.0,2.0,0.0,2.0,6.0,1.0,59.0,0.17,1.0,5.428571428571429,11.0,1.0,7.642857142857143,24.0,0.0,0.0,0.0,0.0,1.4285714285714286,4.0,1.0
RemoteSparkJobMonitor.java,40.0,3.0,1.0,6.0,2.0,1.0,15.0,0.0,1.0,0.0,0.0,15.0,2.0,17.0,0.2,5.0,14.5,24.0,5.0,14.0,23.0,0.0,0.0,0.0,2.0,4.0,6.0,0.0
RemoteSparkJobRef.java,5.0,0.0,0.0,1.0,1.0,2.0,8.0,0.0,1.0,0.0,0.0,1.0,1.0,55.0,0.47,1.0,1.25,2.0,1.0,1.75,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RemoteSparkJobStatus.java,8.0,0.0,0.0,2.0,1.0,1.8,10.4,0.0,5.0,1.0,2.0,7.0,1.2,26.0,0.12,0.0,2.555555555555556,8.0,0.0,4.777777777777778,14.0,0.0,0.0,0.0,0.0,0.5555555555555556,4.0,0.0
RemoveDynamicPruningBySize.java,23.0,3.0,1.0,2.0,1.0,2.0,19.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.61,4.0,5.0,6.0,12.0,13.0,14.0,0.0,0.0,0.0,1.0,1.5,2.0,0.0
RenamePartitionDesc.java,7.0,0.0,4.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,2.0,73.0,1.42,1.0,1.4,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Repeated.java,4.0,0.0,0.0,1.0,1.0,1.6666666666666667,8.0,0.3333333333333333,4.0,0.0,0.0,1.0,2.6666666666666665,47.66666666666666,0.23,1.0,3.84375,18.0,0.0,2.34375,11.0,0.0,0.0,0.0,0.0,0.6875,4.0,0.0
ReplChangeManager.java,21.0,2.0,4.0,4.0,1.0,1.25,18.5,0.0,3.0,4.0,2.0,9.0,1.25,31.25,0.35,1.0,6.285714285714286,16.0,3.0,11.214285714285714,30.0,0.0,0.0,0.0,0.0,1.2142857142857142,6.0,0.0
ReplCopyTask.java,27.0,2.0,3.0,4.0,3.0,2.0,32.0,0.0,1.0,2.0,0.0,18.0,2.0,0.0,0.22,0.0,4.666666666666667,8.0,1.0,10.833333333333334,34.0,0.0,0.0,0.0,0.0,1.5,4.0,0.0
ReplCopyWork.java,3.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,2.0,2.0,79.0,2.0,2.0,2.2,3.0,1.0,1.6,4.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0
ReplicationSemanticAnalyzer.java,28.0,2.0,4.0,4.0,2.0,1.0,36.5,0.0,4.0,1.0,2.0,32.0,1.5,59.75,0.23,0.0,6.023809523809524,26.0,0.0,10.19047619047619,57.0,0.0,0.0,0.0,0.0,1.1904761904761905,5.0,1.0
ReplicationSpec.java,8.0,0.0,2.0,2.0,1.0,1.0,6.25,0.0,5.0,3.0,1.0,9.0,1.5,21.5,0.56,1.0,3.7777777777777777,17.0,1.0,2.888888888888889,9.0,0.0,0.0,0.0,0.0,0.3888888888888889,2.0,0.0
ReplicationTask.java,11.0,0.0,5.0,2.0,1.0,1.28,11.64,0.4,3.0,4.0,0.0,4.0,1.68,20.32,1.09,0.0,4.511111111111111,26.0,1.0,8.144444444444444,48.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0
ReplicationUtils.java,15.0,0.0,5.0,2.0,2.0,1.0,16.0,0.0,2.0,10.0,1.0,4.0,1.5,0.0,0.57,0.0,4.75,16.0,1.0,5.916666666666667,10.0,0.0,0.0,0.0,0.0,1.25,3.0,0.0
ReportingPhase.java,6.0,0.0,0.0,1.0,1.0,1.0,6.5,0.0,1.0,0.0,0.0,1.0,2.0,25.0,1.24,0.0,2.0,5.0,1.0,3.333333333333333,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RequestPartsSpec.java,9.0,0.0,0.0,2.0,1.0,1.0,34.0,0.0,2.0,5.0,1.0,8.0,2.0,0.0,0.05,0.0,2.896551724137931,9.0,1.0,3.2758620689655173,11.0,0.0,0.0,0.0,0.0,0.896551724137931,4.0,0.0
RequiredPrivileges.java,8.0,0.0,2.0,2.0,1.0,1.0,6.0,0.0,2.0,0.0,3.0,5.0,1.0,8.5,0.65,1.0,4.916666666666667,10.0,1.0,2.333333333333333,6.0,0.0,0.0,0.0,0.0,0.5833333333333334,2.0,0.0
ResetProcessor.java,13.0,0.0,0.0,4.0,2.0,2.0,13.0,0.0,2.0,1.0,0.0,11.0,1.0,0.0,0.15,0.0,2.875,7.0,0.0,7.625,22.0,0.0,0.0,0.0,0.0,1.25,3.0,0.0
ResourceDownloader.java,7.0,0.0,1.0,2.0,1.0,1.0,20.0,0.0,2.0,5.0,0.0,5.0,1.0,80.0,0.24,1.0,5.2,10.0,1.0,4.6,13.0,0.0,0.0,0.0,0.0,0.6,1.0,1.0
ResourceType.java,5.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,4.0,2.0,0.0,0.46,0.0,3.264705882352941,10.0,0.0,1.7647058823529411,5.0,0.0,0.0,0.0,0.0,0.2647058823529412,1.0,0.0
ResourceUri.java,9.0,0.0,1.0,2.0,1.0,1.8,9.6,0.0,6.0,3.0,1.0,8.0,1.6,26.7,0.11,0.0,2.5,12.0,0.0,2.8157894736842106,13.0,0.0,0.0,0.0,0.0,0.4539473684210526,3.0,0.0
ResultWritable.java,6.0,0.0,0.0,2.0,1.0,1.5,13.0,0.0,1.0,0.0,0.0,3.0,1.0,8.5,0.35,0.0,2.2857142857142856,4.0,1.0,6.0,10.0,0.0,0.0,0.0,0.0,0.4285714285714285,1.0,0.0
RetrySemantics.java,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,5.0,0.0,4.0,0.0,1.0,0.0,0.96,0.0,0.25,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RetryingHMSHandler.java,29.0,2.0,3.0,4.0,2.0,1.25,18.75,0.0,2.0,1.0,0.0,18.0,1.25,26.25,0.2,0.0,4.733333333333333,15.0,1.0,10.0,36.0,0.0,0.0,0.0,0.0,0.3333333333333333,4.0,0.0
RetryingMetaStoreClient.java,19.0,1.0,2.0,4.0,2.0,2.0,39.0,0.0,1.0,5.0,0.0,20.0,1.0,79.0,0.23,2.0,5.7,14.0,2.0,5.9,21.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0
RetryingThriftCLIServiceClient.java,7.0,0.0,0.0,1.0,1.0,1.2,19.0,0.2,3.0,1.0,1.0,5.0,1.4,49.8,0.07,0.0,4.674418604651163,14.0,1.0,3.86046511627907,18.0,0.0,0.0,0.0,0.0,0.3488372093023256,3.0,0.0
ReusableGetAdaptorDirectAccess.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.43,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RevokeDesc.java,3.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,2.0,73.0,0.34,1.0,2.7,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RevokePrivAuthUtils.java,60.0,9.0,10.0,9.0,1.0,1.0,21.0,0.0,1.0,1.0,0.0,9.0,1.0,0.0,0.45,9.0,9.0,9.0,24.0,24.0,24.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0
ReworkMapredInputFormat.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.43,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RewriteCanApplyCtx.java,5.0,0.0,1.0,1.0,1.0,2.0,15.5,0.0,2.0,1.0,2.0,2.0,1.0,47.0,0.27,0.0,2.333333333333333,9.0,1.0,1.7575757575757576,19.0,0.0,0.0,0.0,0.0,0.0303030303030303,1.0,0.0
RewriteCanApplyProcFactory.java,22.0,0.0,3.0,5.0,4.0,1.5,11.0,0.0,2.0,1.0,0.0,12.0,1.0,0.0,0.39,1.0,1.5,2.0,2.0,13.0,24.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0
RewriteGBUsingIndex.java,27.0,0.0,9.0,3.0,2.0,1.0,32.0,0.0,1.0,0.0,3.0,6.0,2.0,64.0,0.77,2.0,6.0,12.0,1.0,11.22222222222222,21.0,0.0,0.0,0.0,0.0,1.6666666666666667,3.0,0.0
RewriteParseContextGenerator.java,33.0,3.0,8.0,3.0,1.0,1.0,18.0,0.0,1.0,2.0,0.0,4.0,1.0,0.0,0.61,5.0,8.5,12.0,11.0,11.5,12.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0
RewriteQueryUsingAggregateIndexCtx.java,14.0,1.0,3.0,2.0,1.0,2.0,43.0,0.0,1.0,1.0,0.0,8.0,1.0,88.0,0.33,1.0,2.9375,11.0,1.0,6.0625,36.0,0.0,0.0,0.0,0.0,0.375,4.0,0.0
RexNodeConverter.java,27.0,1.0,3.0,6.0,2.0,1.0,50.0,0.0,2.0,3.0,0.0,28.0,1.0,37.5,0.17,2.0,9.466666666666669,31.0,1.0,13.333333333333334,46.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0
Role.java,9.0,0.0,1.0,2.0,1.0,2.0161290322580645,10.209677419354838,0.0,6.0,3.0,1.0,11.0,1.467741935483871,24.32258064516129,0.08,0.0,3.1614213197969545,78.0,0.0,3.487309644670051,39.0,0.0,0.0,0.0,0.0,0.4923857868020304,5.0,0.0
RoleDDLDesc.java,3.0,0.0,0.0,1.0,1.0,2.0,5.0,0.0,2.0,3.0,0.0,1.0,2.0,85.0,0.27,1.0,3.111111111111111,9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RolePrincipalGrant.java,12.0,1.0,1.0,3.0,2.0,2.2,10.6,0.0,6.0,3.0,1.0,23.0,1.4,16.0,0.09,0.0,4.126984126984127,17.0,0.0,3.555555555555556,24.0,0.0,0.0,0.0,0.0,0.4444444444444444,3.0,0.0
Rot13InputFormat.java,7.0,0.0,0.0,2.0,1.0,1.0,7.5,0.0,2.0,1.0,1.0,4.0,2.0,0.0,0.47,3.0,3.6666666666666665,5.0,1.0,3.6666666666666665,6.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
Rot13OutputFormat.java,19.0,0.0,0.0,2.0,1.0,1.5,9.5,0.0,2.0,0.0,0.0,3.0,2.0,0.0,0.33,1.0,3.0,7.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0
RoundUtils.java,5.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0,1.0,6.0,0.0,2.0,1.0,0.0,0.97,3.0,4.166666666666667,6.0,2.0,4.0,6.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0
RoundWithNumDigitsDoubleToDouble.java,5.0,0.0,0.0,1.0,1.0,2.0,5.5,0.5,1.0,0.0,1.0,1.0,3.5,14.5,0.43,1.0,2.333333333333333,5.0,1.0,2.6666666666666665,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Row.java,7.0,0.0,3.0,1.0,1.0,1.4230769230769231,12.675824175824175,0.2252747252747252,1.0,0.0,8.0,2.0,1.5384615384615383,26.521978021978025,1.0,0.0,4.764631843926998,102.0,0.0,4.303335431088735,52.0,0.0,0.0,0.0,0.0,0.6513530522341096,6.0,0.0
Row.java,19.0,0.0,0.0,6.0,1.0,1.4230769230769231,12.675824175824175,0.2252747252747252,1.0,0.0,1.0,16.0,1.5384615384615383,26.521978021978025,0.14,0.0,4.764631843926998,102.0,0.0,4.303335431088735,52.0,0.0,0.0,0.0,0.0,0.6513530522341096,6.0,0.0
RowBasedSet.java,6.0,0.0,0.0,1.0,1.0,1.6666666666666667,6.333333333333333,0.0,3.0,0.0,0.0,2.0,1.0,31.33333333333333,0.22,0.0,1.6923076923076923,4.0,1.0,3.076923076923077,7.0,0.0,0.0,0.0,0.0,0.1538461538461538,1.0,0.0
RowContainer.java,12.0,1.0,1.0,3.0,1.0,1.8,12.5,0.05,1.0,0.0,0.0,9.0,1.25,37.05,0.18,0.0,3.4108108108108106,24.0,0.0,3.367567567567568,23.0,0.0,0.0,0.0,0.0,0.5081081081081081,4.0,0.0
RowResolver.java,11.0,1.0,2.0,2.0,1.0,1.5,10.5,0.0,2.0,5.0,0.0,11.0,1.0,40.5,0.3,1.0,9.609756097560975,50.0,1.0,5.2682926829268295,24.0,0.0,0.0,0.0,0.0,0.8292682926829268,5.0,0.0
RowSchema.java,11.0,1.0,0.0,3.0,3.0,2.0,10.0,0.0,1.0,0.0,0.0,10.0,1.0,8.0,0.15,1.0,10.944444444444445,102.0,1.0,4.5,15.0,0.0,0.0,0.0,0.0,0.9444444444444444,4.0,0.0
RowSet.java,0.0,0.0,0.0,0.0,0.0,2.0,12.333333333333334,0.0,1.0,0.0,7.0,0.0,1.3333333333333333,13.166666666666666,1.55,0.0,4.287356321839081,16.0,0.0,4.390804597701149,26.0,0.0,0.0,0.0,0.0,0.5747126436781609,4.0,0.0
RowSetFactory.java,6.0,0.0,0.0,2.0,1.0,1.0,7.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,6.0,11.0,16.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
Rows.java,18.0,1.0,1.0,4.0,2.0,1.6,9.1,0.5,2.0,0.0,5.0,9.0,1.7,27.6,0.32,0.0,3.661691542288557,36.0,0.0,3.08955223880597,35.0,0.0,0.0,0.0,0.0,0.2985074626865671,4.0,0.0
Rpc.java,10.0,0.0,1.0,2.0,1.0,1.3,8.966666666666667,0.0666666666666666,13.0,4.0,12.0,9.0,1.5,21.666666666666668,0.14,0.0,4.0,18.0,0.0,4.30188679245283,19.0,0.0,0.0,0.0,0.0,0.4811320754716981,3.0,0.0
RpcConfiguration.java,9.0,0.0,2.0,2.0,1.0,1.0,21.0,0.0,1.0,1.0,8.0,3.0,1.0,9.0,0.36,4.0,6.8,18.0,2.0,4.3,10.0,0.0,0.0,0.0,0.0,0.5,2.0,0.0
